Sector	Code	Name	ChagesRatio	Marcap	Amount	MACD
증권	016610	DB증권	0.64	3302	13	1. 상승 추세 / 추세 확대중
증권	071050	한국금융지주	0.35	62858	272	1. 상승 추세 / 추세 확대중
증권	078020	LS증권	-0.31	2635	57	1. 상승 추세 / 추세 확대중
증권	005940	NH투자증권	-0.33	59341	123	1. 상승 추세 / 추세 확대중
증권	001510	SK증권	-0.76	3128	188	1. 상승 추세 / 추세 확대중
증권	016360	삼성증권	-0.81	55633	227	2. 상승 추세 / 눌림목
증권	030610	교보증권	-0.89	9025	19	2. 상승 추세 / 눌림목
증권	001270	부국증권	-1.07	4344	156	1. 상승 추세 / 추세 확대중
증권	001500	현대차증권	-1.08	4612	66	1. 상승 추세 / 추세 확대중
증권	003470	유안타증권	-1.42	7005	31	1. 상승 추세 / 추세 확대중
증권	001200	유진투자증권	-1.54	3414	53	2. 상승 추세 / 눌림목
증권	030210	다올투자증권	-3.57	2320	18	2. 상승 추세 / 눌림목
지주회사	000320	노루홀딩스	12.34	2498	16	1. 상승 추세 / 추세 확대중
지주회사	005250	녹십자홀딩스	8.31	7073	17	1. 상승 추세 / 추세 확대중
지주회사	008930	한미사이언스	4.96	24073	39	1. 상승 추세 / 추세 확대중
지주회사	402340	SK스퀘어	3.69	166471	432	1. 상승 추세 / 추세 확대중
지주회사	034730	SK	3.49	127097	712	1. 상승 추세 / 추세 확대중
지주회사	002790	아모레퍼시픽홀딩스	2.75	21692	32	1. 상승 추세 / 추세 확대중
지주회사	363280	티와이홀딩스	1.69	1510	18	1. 상승 추세 / 추세 확대중
지주회사	000150	두산	1.67	87906	677	1. 상승 추세 / 추세 확대중
지주회사	072710	농심홀딩스	1.65	3645	26	1. 상승 추세 / 추세 확대중
지주회사	383800	LX홀딩스	1.47	6666	44	1. 상승 추세 / 추세 확대중
지주회사	078930	GS	1.11	42090	152	1. 상승 추세 / 추세 확대중
지주회사	000140	하이트진로홀딩스	0.87	2309	15	1. 상승 추세 / 추세 확대중
지주회사	001040	CJ	0.86	44144	471	1. 상승 추세 / 추세 확대중
지주회사	010060	OCI홀딩스	0.79	14543	82	1. 상승 추세 / 추세 확대중
지주회사	003030	세아제강지주	0.66	9546	11	2. 상승 추세 / 눌림목
지주회사	000070	삼양홀딩스	0.57	7334	69	1. 상승 추세 / 추세 확대중
지주회사	096760	JW홀딩스	0.54	2694	10	1. 상승 추세 / 추세 확대중
지주회사	005740	크라운해태홀딩스	0.51	1189	197	1. 상승 추세 / 추세 확대중
지주회사	001430	세아베스틸지주	0.22	8481	27	2. 상승 추세 / 눌림목
지주회사	139130	iM금융지주	0.18	18769	32	1. 상승 추세 / 추세 확대중
지주회사	004800	효성	0.15	11082	42	1. 상승 추세 / 추세 확대중
지주회사	036830	솔브레인홀딩스	0.14	7526	58	1. 상승 추세 / 추세 확대중
지주회사	003550	LG	0.14	117938	180	1. 상승 추세 / 추세 확대중
지주회사	032940	원익	0.0	1164	231	1. 상승 추세 / 추세 확대중
지주회사	175330	JB금융지주	-0.05	37307	37	1. 상승 추세 / 추세 확대중
지주회사	138930	BNK금융지주	-0.18	35467	93	1. 상승 추세 / 추세 확대중
지주회사	100250	진양홀딩스	-0.61	1844	19	1. 상승 추세 / 추세 확대중
지주회사	011760	현대코퍼레이션	-0.71	3671	20	1. 상승 추세 / 추세 확대중
지주회사	006120	SK디스커버리	-0.77	9109	18	1. 상승 추세 / 추세 확대중
지주회사	005810	풍산홀딩스	-0.86	4995	40	1. 상승 추세 / 추세 확대중
지주회사	316140	우리금융지주	-0.99	148147	452	1. 상승 추세 / 추세 확대중
지주회사	027410	BGF	-1.49	4163	19	1. 상승 추세 / 추세 확대중
지주회사	004990	롯데지주	-1.59	32312	147	2. 상승 추세 / 눌림목
지주회사	180640	한진칼	-1.84	98741	204	2. 상승 추세 / 눌림목
지주회사	267250	HD현대	-1.91	93843	541	2. 상승 추세 / 눌림목
지주회사	060980	HL홀딩스	-2.15	3879	13	2. 상승 추세 / 눌림목
지주회사	487570	HS효성	-2.68	2399	49	1. 상승 추세 / 추세 확대중
지주회사	001230	동국홀딩스	-2.71	2629	11	2. 상승 추세 / 눌림목
지주회사	000880	한화	-2.89	67762	1233	1. 상승 추세 / 추세 확대중
지주회사	016880	웅진	-2.97	1766	29	2. 상승 추세 / 눌림목
지주회사	001800	오리온홀딩스	-3.37	13280	138	1. 상승 추세 / 추세 확대중
지주회사	030530	원익홀딩스	-3.43	4638	1099	1. 상승 추세 / 추세 확대중
지주회사	005440	현대지에프홀딩스	-3.58	12659	35	2. 상승 추세 / 눌림목
진단기기/의료기기	475960	토모큐브	5.39	3167	31	2. 상승 추세 / 눌림목
진단기기/의료기기	240550	동방메디컬	3.72	2355	56	1. 상승 추세 / 추세 확대중
진단기기/의료기기	036220	오상헬스케어	2.38	2727	26	2. 상승 추세 / 눌림목
진단기기/의료기기	137310	에스디바이오센서	-0.43	14122	16	2. 상승 추세 / 눌림목
진단기기/의료기기	205470	휴마시스	-0.74	2094	29	2. 상승 추세 / 눌림목
진단기기/의료기기	253840	수젠텍	-3.42	1322	44	2. 상승 추세 / 눌림목
진단기기/의료기기	389650	넥스트바이오메디컬	-3.84	3701	22	2. 상승 추세 / 눌림목
창업투자/VC	241520	DSC인베스트먼트	5.62	1935	304	1. 상승 추세 / 추세 확대중
창업투자/VC	100790	미래에셋벤처투자	4.1	2927	17	1. 상승 추세 / 추세 확대중
창업투자/VC	293580	나우IB	2.27	1424	43	1. 상승 추세 / 추세 확대중
창업투자/VC	041190	우리기술투자	2.09	5955	18	2. 상승 추세 / 눌림목
창업투자/VC	027360	아주IB투자	1.01	2957	27	1. 상승 추세 / 추세 확대중
철강/비철금속	014620	성광벤드	25.65	7498	27	1. 상승 추세 / 추세 확대중
철강/비철금속	044490	태웅	4.2	5201	99	1. 상승 추세 / 추세 확대중
철강/비철금속	004020	현대제철	1.81	36897	66	2. 상승 추세 / 눌림목
철강/비철금속	000670	영풍	1.52	8187	41	1. 상승 추세 / 추세 확대중
철강/비철금속	103140	풍산	-0.61	17963	68	1. 상승 추세 / 추세 확대중
철강/비철금속	092790	넥스틸	-2.27	4053	104	2. 상승 추세 / 눌림목
철강/비철금속	008970	동양철관	-3.44	2319	187	2. 상승 추세 / 눌림목
카드	029780	삼성카드	0.34	50804	22	1. 상승 추세 / 추세 확대중
통신	189300	인텔리안테크	1.55	4899	24	2. 상승 추세 / 눌림목
통신	088800	에이스테크	-2.26	1849	21	1. 상승 추세 / 추세 확대중
통신	032500	케이엠더블유	-2.65	4483	37	2. 상승 추세 / 눌림목
통신	036630	세종텔레콤	-6.41	1348	19	2. 상승 추세 / 눌림목
헬스케어	084110	휴온스글로벌	3.27	6223	17	1. 상승 추세 / 추세 확대중
헬스케어	060280	큐렉소	0.5	4043	16	1. 상승 추세 / 추세 확대중
헬스케어	033230	인성정보	0.22	1113	11	2. 상승 추세 / 눌림목
헬스케어	458870	씨어스테크놀로지	-1.49	2354	13	2. 상승 추세 / 눌림목
헬스케어	234690	녹십자웰빙	-2.0	1777	23	2. 상승 추세 / 눌림목
헬스케어	194700	노바렉스	-3.22	3323	24	2. 상승 추세 / 눌림목
홈리빙/가구	039020	이건홀딩스	1.89	1060	37	1. 상승 추세 / 추세 확대중
홈리빙/가구	021240	코웨이	1.32	65221	65	2. 상승 추세 / 눌림목
화장품	051900	LG생활건강	3.18	51774	104	1. 상승 추세 / 추세 확대중
화장품	090430	아모레퍼시픽	2.39	79082	152	1. 상승 추세 / 추세 확대중
화장품	214420	토니모리	1.62	2220	27	1. 상승 추세 / 추세 확대중
화장품	192820	코스맥스	1.35	25536	105	1. 상승 추세 / 추세 확대중
화장품	024720	콜마홀딩스	-0.93	4420	78	2. 상승 추세 / 눌림목
화장품	161890	한국콜마	-1.16	20323	92	2. 상승 추세 / 눌림목
화장품	241710	코스메카코리아	-1.92	5649	25	2. 상승 추세 / 눌림목
화장품	018290	브이티	-1.93	15894	121	2. 상승 추세 / 눌림목
화장품	123330	제닉	-3.26	2844	44	2. 상승 추세 / 눌림목
