Sector	Code	Name	ChagesRatio	Marcap	Amount	MACD
IT하드웨어/반도체	000990	DB하이텍	2.8	18758	45	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	214430	아이쓰리시스템	2.65	5848	20	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	080220	제주반도체	2.39	4622	33	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	005930	삼성전자	2.25	3397872	5957	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	007660	이수페타시스	1.5	29877	333	2. 상승 추세 / 눌림목
IT하드웨어/반도체	033320	제이씨현시스템	1.44	1051	11	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	108320	LX세미콘	0.65	9986	14	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	119830	아이텍	-0.33	1320	11	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	004710	한솔테크닉스	-0.76	1708	10	2. 상승 추세 / 눌림목
IT하드웨어/반도체	126730	코칩	-0.85	1113	10	2. 상승 추세 / 눌림목
IT하드웨어/반도체	389020	자람테크놀로지	-0.98	2510	13	1. 상승 추세 / 추세 확대중
IT하드웨어/반도체	450950	아스테라시스	-6.77	4622	26	2. 상승 추세 / 눌림목
가전제품	264850	이랜시스	-1.0	1523	10	1. 상승 추세 / 추세 확대중
건설	028260	삼성물산	7.03	267033	605	1. 상승 추세 / 추세 확대중
건설	012630	HDC	4.16	12247	29	1. 상승 추세 / 추세 확대중
건설	047040	대우건설	3.19	17934	51	1. 상승 추세 / 추세 확대중
건설	294870	HDC현대산업개발	2.55	15652	17	2. 상승 추세 / 눌림목
건설	028050	삼성E&A	2.06	42826	87	1. 상승 추세 / 추세 확대중
건설	006360	GS건설	1.73	19769	67	2. 상승 추세 / 눌림목
건설	010780	아이에스동서	1.73	6746	17	1. 상승 추세 / 추세 확대중
건설	151860	KG에코솔루션	0.0	3041	17	1. 상승 추세 / 추세 확대중
건설	000720	현대건설	-1.16	74162	621	2. 상승 추세 / 눌림목
건설	375500	DL이앤씨	-1.51	19172	46	2. 상승 추세 / 눌림목
건설	000210	DL	-2.81	9828	50	1. 상승 추세 / 추세 확대중
건자재	007110	일신석재	18.79	1700	122	1. 상승 추세 / 추세 확대중
건자재	011390	부산산업	6.1	1063	14	1. 상승 추세 / 추세 확대중
건자재	004980	성신양회	3.22	2199	15	1. 상승 추세 / 추세 확대중
건자재	002380	KCC	0.77	28214	71	1. 상승 추세 / 추세 확대중
건자재	023410	유진기업	0.56	2736	12	1. 상승 추세 / 추세 확대중
건자재	018310	삼목에스폼	0.21	3377	11	1. 상승 추세 / 추세 확대중
건자재	300720	한일시멘트	0.05	13055	11	1. 상승 추세 / 추세 확대중
건자재	225190	LK삼양	-3.4	1476	196	2. 상승 추세 / 눌림목
게임	036570	엔씨소프트	3.84	36172	152	1. 상승 추세 / 추세 확대중
게임	251270	넷마블	2.19	47532	39	1. 상승 추세 / 추세 확대중
게임	293490	카카오게임즈	1.77	13664	36	2. 상승 추세 / 눌림목
게임	194480	데브시스터즈	1.66	5180	14	1. 상승 추세 / 추세 확대중
게임	058630	엠게임	1.13	1039	11	1. 상승 추세 / 추세 확대중
게임	095660	네오위즈	0.19	5693	13	1. 상승 추세 / 추세 확대중
게임	225570	넥슨게임즈	-2.18	9042	30	2. 상승 추세 / 눌림목
기타	006730	서부T&D	-2.63	5616	37	2. 상승 추세 / 눌림목
기타금융	034830	한국토지신탁	4.22	3092	12	1. 상승 추세 / 추세 확대중
기타금융	034310	NICE	2.78	4451	14	1. 상승 추세 / 추세 확대중
기타금융	012030	DB	0.2	3005	22	1. 상승 추세 / 추세 확대중
기타금융	007330	푸른저축은행	-0.11	1392	10	1. 상승 추세 / 추세 확대중
디스플레이 소재	102710	이엔에프테크놀로지	6.34	4293	29	1. 상승 추세 / 추세 확대중
디스플레이 장비	161580	필옵틱스	5.62	8067	78	1. 상승 추세 / 추세 확대중
로봇	058610	에스피지	1.32	5865	65	1. 상승 추세 / 추세 확대중
로봇	079900	전진건설로봇	1.04	7150	24	2. 상승 추세 / 눌림목
로봇	117730	티로보틱스	0.56	2344	95	1. 상승 추세 / 추세 확대중
로봇	108490	로보티즈	0.15	8918	582	1. 상승 추세 / 추세 확대중
로봇	160190	하이젠알앤엠	0.13	11721	76	1. 상승 추세 / 추세 확대중
로봇	090360	로보스타	-0.19	2539	29	1. 상승 추세 / 추세 확대중
로봇	090710	휴림로봇	-0.23	2320	46	1. 상승 추세 / 추세 확대중
로봇	270660	에브리봇	-1.51	2113	20	2. 상승 추세 / 눌림목
로봇	388720	유일로보틱스	-3.02	9037	119	1. 상승 추세 / 추세 확대중
미디어	461300	아이스크림미디어	1.59	2366	16	1. 상승 추세 / 추세 확대중
미디어	030000	제일기획	0.38	21455	33	1. 상승 추세 / 추세 확대중
미디어	067160	SOOP	0.35	10023	32	1. 상승 추세 / 추세 확대중
미디어	214320	이노션	-0.49	7368	10	1. 상승 추세 / 추세 확대중
미디어	034120	SBS	-5.0	4999	21	2. 상승 추세 / 눌림목
미용기기	251970	펌텍코리아	1.6	6919	14	2. 상승 추세 / 눌림목
미용기기	335890	비올	1.28	5836	99	2. 상승 추세 / 눌림목
미용기기	336570	원텍	-2.21	8988	54	2. 상승 추세 / 눌림목
바이오/제약/신약개발	330350	위더스제약	5.34	1050	36	2. 상승 추세 / 눌림목
바이오/제약/신약개발	006280	녹십자	4.51	15157	25	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	086450	동국제약	1.23	7643	14	2. 상승 추세 / 눌림목
바이오/제약/신약개발	358570	지아이이노베이션	0.55	11189	141	2. 상승 추세 / 눌림목
바이오/제약/신약개발	068760	셀트리온제약	0.1	21446	20	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	302440	SK바이오사이언스	0.0	36480	30	2. 상승 추세 / 눌림목
바이오/제약/신약개발	140410	메지온	0.0	11837	32	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	082270	젬백스	-0.1	21324	79	2. 상승 추세 / 눌림목
바이오/제약/신약개발	214450	파마리서치	-0.21	51286	229	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	007390	네이처셀	-0.56	17204	66	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	308430	셀비온	-0.6	2294	11	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	298380	에이비엘바이오	-0.79	37318	653	2. 상승 추세 / 눌림목
바이오/제약/신약개발	382150	온코크로스	-0.98	1602	73	2. 상승 추세 / 눌림목
바이오/제약/신약개발	237690	에스티팜	-1.28	15678	58	2. 상승 추세 / 눌림목
바이오/제약/신약개발	069620	대웅제약	-1.47	18805	108	2. 상승 추세 / 눌림목
바이오/제약/신약개발	067080	대화제약	-1.48	3058	20	2. 상승 추세 / 눌림목
바이오/제약/신약개발	003090	대웅	-1.61	16454	65	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	053030	바이넥스	-2.16	5709	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	299660	셀리드	-2.2	1597	88	2. 상승 추세 / 눌림목
바이오/제약/신약개발	019170	신풍제약	-2.76	6072	159	2. 상승 추세 / 눌림목
바이오/제약/신약개발	141080	리가켐바이오	-3.76	41076	280	2. 상승 추세 / 눌림목
바이오/제약/신약개발	307750	국전약품	-4.63	2076	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	226950	올릭스	-4.93	10362	323	2. 상승 추세 / 눌림목
바이오/제약/신약개발	200670	휴메딕스	-5.41	6041	22	2. 상승 추세 / 눌림목
바이오/제약/신약개발	256840	한국비엔씨	-5.88	3761	103	2. 상승 추세 / 눌림목
바이오/제약/신약개발	256940	킵스파마	-6.6	3165	40	2. 상승 추세 / 눌림목
바이오/제약/신약개발	378800	샤페론	-7.47	1079	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	138610	나이벡	-10.82	3425	116	2. 상승 추세 / 눌림목
바이오/제약/신약개발	092040	아미코젠	-17.3	2459	17	2. 상승 추세 / 눌림목
반도체	131970	두산테스나	-1.26	5363	35	1. 상승 추세 / 추세 확대중
반도체 소재	112290	와이씨켐	14.19	2340	10	1. 상승 추세 / 추세 확대중
반도체 소재	101490	에스앤에스텍	9.88	7432	22	1. 상승 추세 / 추세 확대중
반도체 소재	089010	켐트로닉스	6.51	3503	13	1. 상승 추세 / 추세 확대중
반도체 소재	064760	티씨케이	1.06	10670	16	1. 상승 추세 / 추세 확대중
반도체 장비	095610	테스	8.37	4536	14	1. 상승 추세 / 추세 확대중
반도체 장비	323280	태성	5.09	6816	29	1. 상승 추세 / 추세 확대중
반도체 장비	183300	코미코	4.28	6276	52	1. 상승 추세 / 추세 확대중
반도체 장비	140860	파크시스템스	4.27	18138	34	1. 상승 추세 / 추세 확대중
반도체 장비	089030	테크윙	3.65	12999	116	2. 상승 추세 / 눌림목
반도체 장비	319660	피에스케이	3.01	5503	26	1. 상승 추세 / 추세 확대중
반도체 장비	240810	원익IPS	2.15	11362	26	1. 상승 추세 / 추세 확대중
반도체 장비	039030	이오테크닉스	1.89	18343	95	1. 상승 추세 / 추세 확대중
반도체 장비	083450	GST	0.63	3475	22	1. 상승 추세 / 추세 확대중
반도체 장비	003160	디아이	0.0	4445	66	1. 상승 추세 / 추세 확대중
반도체 장비	042700	한미반도체	-0.12	80286	443	2. 상승 추세 / 눌림목
반도체 장비	098460	고영	-1.0	10936	142	2. 상승 추세 / 눌림목
방위산업	012450	한화에어로스페이스	7.1	395869	881	1. 상승 추세 / 추세 확대중
방위산업	047810	한국항공우주	2.29	84218	863	2. 상승 추세 / 눌림목
방위산업	003570	SNT다이내믹스	1.59	15229	26	1. 상승 추세 / 추세 확대중
방위산업	005870	휴니드	0.46	1229	13	1. 상승 추세 / 추세 확대중
보험	032830	삼성생명	10.75	215600	351	1. 상승 추세 / 추세 확대중
보험	000810	삼성화재	4.7	193937	280	1. 상승 추세 / 추세 확대중
보험	088350	한화생명	3.41	26620	39	1. 상승 추세 / 추세 확대중
보험	005830	DB손해보험	2.12	73207	106	1. 상승 추세 / 추세 확대중
보험	003690	코리안리	1.58	18410	22	1. 상승 추세 / 추세 확대중
보험	000370	한화손해보험	0.62	5650	20	1. 상승 추세 / 추세 확대중
보험	001450	현대해상	-0.4	22215	58	2. 상승 추세 / 눌림목
보험	031210	서울보증보험	-0.53	25973	101	1. 상승 추세 / 추세 확대중
보험	211050	인카금융서비스	-1.52	6242	37	2. 상승 추세 / 눌림목
섬유/의류	000050	경방	0.52	2154	28	1. 상승 추세 / 추세 확대중
신재생에너지	389260	대명에너지	14.35	4109	68	1. 상승 추세 / 추세 확대중
신재생에너지	448280	에코아이	13.65	3123	47	2. 상승 추세 / 눌림목
신재생에너지	018000	유니슨	12.9	2567	48	2. 상승 추세 / 눌림목
신재생에너지	017860	DS단석	1.96	4475	18	1. 상승 추세 / 추세 확대중
신재생에너지	297090	씨에스베어링	1.96	2151	23	2. 상승 추세 / 눌림목
신재생에너지	112610	씨에스윈드	1.32	21423	291	1. 상승 추세 / 추세 확대중
신재생에너지	336260	두산퓨얼셀	1.16	11867	51	1. 상승 추세 / 추세 확대중
신재생에너지	011930	신성이엔지	-0.2	3163	46	1. 상승 추세 / 추세 확대중
신재생에너지	475150	SK이터닉스	-1.68	7189	158	2. 상승 추세 / 눌림목
신재생에너지	009830	한화솔루션	-2.06	54919	945	2. 상승 추세 / 눌림목
신재생에너지	322000	HD현대에너지솔루션	-2.49	6048	459	1. 상승 추세 / 추세 확대중
엔터테인먼트	079160	CJ CGV	6.82	8088	11	1. 상승 추세 / 추세 확대중
엔터테인먼트	041510	에스엠	4.92	29396	125	2. 상승 추세 / 눌림목
엔터테인먼트	037270	YG PLUS	2.56	4110	48	1. 상승 추세 / 추세 확대중
엔터테인먼트	035760	CJ ENM	2.0	14188	66	1. 상승 추세 / 추세 확대중
엔터테인먼트	376300	디어유	1.68	12415	61	2. 상승 추세 / 눌림목
엔터테인먼트	122870	와이지엔터테인먼트	1.63	15924	111	1. 상승 추세 / 추세 확대중
엔터테인먼트	352820	하이브	1.25	117250	384	2. 상승 추세 / 눌림목
엔터테인먼트	035900	JYP Ent.	1.17	27360	178	1. 상승 추세 / 추세 확대중
엔터테인먼트	114090	GKL	0.63	9148	17	2. 상승 추세 / 눌림목
엔터테인먼트	207760	미스터블루	0.38	1355	404	1. 상승 추세 / 추세 확대중
엔터테인먼트	419530	SAMG엔터	0.0	6972	51	2. 상승 추세 / 눌림목
엔터테인먼트	253450	스튜디오드래곤	-0.6	14939	64	1. 상승 추세 / 추세 확대중
엔터테인먼트	036420	콘텐트리중앙	-3.75	2410	11	2. 상승 추세 / 눌림목
운송/항공/물류	086280	현대글로비스	4.15	84300	71	1. 상승 추세 / 추세 확대중
운송/항공/물류	003490	대한항공	0.0	83954	144	2. 상승 추세 / 눌림목
운송/항공/물류	004140	동방	-0.99	1180	12	1. 상승 추세 / 추세 확대중
운송/항공/물류	005880	대한해운	-1.07	5075	48	1. 상승 추세 / 추세 확대중
운송/항공/물류	028670	팬오션	-1.73	20073	31	2. 상승 추세 / 눌림목
원자력	052690	한전기술	19.8	23390	163	1. 상승 추세 / 추세 확대중
원자력	034020	두산에너빌리티	7.62	266153	2383	1. 상승 추세 / 추세 확대중
원자력	105840	우진	6.53	1781	17	1. 상승 추세 / 추세 확대중
원자력	457550	우진엔텍	4.71	1780	20	2. 상승 추세 / 눌림목
유통	481070	에이유브랜즈	9.44	2909	25	1. 상승 추세 / 추세 확대중
유통	007070	GS리테일	0.97	12992	19	1. 상승 추세 / 추세 확대중
유통	001740	SK네트웍스	0.12	9282	16	1. 상승 추세 / 추세 확대중
유통	001250	GS글로벌	0.0	2178	11	1. 상승 추세 / 추세 확대중
유통	001120	LX인터내셔널	-0.18	11085	17	2. 상승 추세 / 눌림목
유통	032350	롯데관광개발	-0.46	10075	66	1. 상승 추세 / 추세 확대중
유통	381970	케이카	-1.3	7713	19	1. 상승 추세 / 추세 확대중
유통	499790	GS피앤엘	-1.37	6742	63	2. 상승 추세 / 눌림목
유통	204620	글로벌텍스프리	-1.81	4252	21	2. 상승 추세 / 눌림목
유통/소매	025980	아난티	2.63	6638	138	1. 상승 추세 / 추세 확대중
유통/소매	034230	파라다이스	2.04	12214	35	2. 상승 추세 / 눌림목
유통/소매	282330	BGF리테일	1.83	18701	86	1. 상승 추세 / 추세 확대중
유통/소매	063170	서울옥션	1.7	1459	26	2. 상승 추세 / 눌림목
유통/소매	057050	현대홈쇼핑	-0.18	6756	11	1. 상승 추세 / 추세 확대중
유통/소매	069960	현대백화점	-2.21	16428	22	2. 상승 추세 / 눌림목
유통/소매	000680	LS네트웍스	-2.71	3029	40	1. 상승 추세 / 추세 확대중
유틸리티	128820	대성산업	0.74	1838	23	1. 상승 추세 / 추세 확대중
유틸리티	071320	지역난방공사	-0.25	9309	35	2. 상승 추세 / 눌림목
유틸리티	036460	한국가스공사	-0.62	37479	110	2. 상승 추세 / 눌림목
유틸리티	004690	삼천리	-3.03	5604	30	2. 상승 추세 / 눌림목
은행	323410	카카오뱅크	2.32	113046	71	1. 상승 추세 / 추세 확대중
은행	024110	기업은행	1.58	124797	134	1. 상승 추세 / 추세 확대중
은행	055550	신한지주	-1.17	289075	647	2. 상승 추세 / 눌림목
은행	086790	하나금융지주	-1.34	209272	501	2. 상승 추세 / 눌림목
은행	105560	KB금융	-1.48	412417	1041	1. 상승 추세 / 추세 확대중
음식료	005300	롯데칠성	5.61	10211	11	1. 상승 추세 / 추세 확대중
음식료	026960	동서	3.44	25872	12	1. 상승 추세 / 추세 확대중
음식료	007160	사조산업	2.2	2745	25	1. 상승 추세 / 추세 확대중
음식료	136480	하림	2.05	3345	20	2. 상승 추세 / 눌림목
음식료	000080	하이트진로	0.74	14131	20	1. 상승 추세 / 추세 확대중
음식료	004370	농심	0.6	25364	95	2. 상승 추세 / 눌림목
음식료	003230	삼양식품	0.27	84445	423	2. 상승 추세 / 눌림목
음식료	264900	크라운제과	-0.34	1105	12	1. 상승 추세 / 추세 확대중
음식료	136490	선진	-1.56	2423	11	2. 상승 추세 / 눌림목
음식료	260970	에스앤디	-1.95	2788	68	2. 상승 추세 / 눌림목
음식료	003380	하림지주	-2.68	10438	103	2. 상승 추세 / 눌림목
의류	009270	신원	4.51	1818	74	2. 상승 추세 / 눌림목
의류	383220	F&F	2.13	28806	16	1. 상승 추세 / 추세 확대중
의류	009970	영원무역홀딩스	0.0	17167	17	2. 상승 추세 / 눌림목
의류	110790	크리스에프앤씨	0.0	1269	96	1. 상승 추세 / 추세 확대중
의류	031430	신세계인터내셔날	-0.09	3820	10	2. 상승 추세 / 눌림목
의류	093050	LF	-0.51	5131	19	1. 상승 추세 / 추세 확대중
의류	020000	한섬	-0.83	3760	25	1. 상승 추세 / 추세 확대중
의류	111770	영원무역	-1.46	27694	19	2. 상승 추세 / 눌림목
의류	036620	감성코퍼레이션	-2.63	4867	31	2. 상승 추세 / 눌림목
의류	194370	제이에스코퍼레이션	-5.65	3301	21	2. 상승 추세 / 눌림목
이차전지 소재	452450	피아이이	4.68	3081	52	1. 상승 추세 / 추세 확대중
이차전지 소재	336370	솔루스첨단소재	-2.59	6495	46	2. 상승 추세 / 눌림목
이차전지 장비	107640	한중엔시에스	-0.92	2463	15	2. 상승 추세 / 눌림목
이차전지 장비	267320	나인테크	-1.22	1965	128	1. 상승 추세 / 추세 확대중
이차전지 장비	290670	대보마그네틱	-3.94	1693	79	2. 상승 추세 / 눌림목
자동차	000270	기아	3.91	353928	335	1. 상승 추세 / 추세 확대중
자동차 부품	204270	제이앤티씨	2.83	9770	12	1. 상승 추세 / 추세 확대중
자동차 부품	015750	성우하이텍	2.13	4456	10	1. 상승 추세 / 추세 확대중
자동차 부품	437730	삼현	0.58	4343	12	2. 상승 추세 / 눌림목
자동차 부품	007860	서연	-0.29	2434	177	1. 상승 추세 / 추세 확대중
자동차 부품	098070	한텍	-0.38	4481	84	2. 상승 추세 / 눌림목
자동차 부품	038110	에코플라스틱	-0.47	1257	18	1. 상승 추세 / 추세 확대중
자동차 부품	010100	한국무브넥스	-0.69	1320	10	2. 상승 추세 / 눌림목
자동차 부품	000240	한국앤컴퍼니	-0.79	17914	33	2. 상승 추세 / 눌림목
자동차 부품	002350	넥센타이어	-1.33	6524	24	2. 상승 추세 / 눌림목
전력기기	130660	한전산업	11.84	3670	10	2. 상승 추세 / 눌림목
전력기기	051600	한전KPS	5.33	18990	47	1. 상승 추세 / 추세 확대중
전력기기	006260	LS	4.21	56285	581	1. 상승 추세 / 추세 확대중
전력기기	032820	우리기술	4.11	3565	87	2. 상승 추세 / 눌림목
전력기기	045390	대아티아이	2.84	3195	58	1. 상승 추세 / 추세 확대중
전력기기	001440	대한전선	2.78	24890	233	1. 상승 추세 / 추세 확대중
전력기기	017510	세명전기	1.75	1126	61	1. 상승 추세 / 추세 확대중
전력기기	065710	서호전기	1.62	2080	12	2. 상승 추세 / 눌림목
전력기기	010120	LS ELECTRIC	0.97	76950	244	2. 상승 추세 / 눌림목
전력기기	290690	소룩스	0.73	2002	11	2. 상승 추세 / 눌림목
전력기기	033100	제룡전기	0.43	5525	31	1. 상승 추세 / 추세 확대중
전력기기	298040	효성중공업	0.31	60982	122	1. 상승 추세 / 추세 확대중
전력기기	178320	서진시스템	0.22	12655	33	2. 상승 추세 / 눌림목
전력기기	006340	대원전선	0.0	2196	18	2. 상승 추세 / 눌림목
전력기기	199820	제일일렉트릭	-0.31	2119	20	2. 상승 추세 / 눌림목
전력기기	140670	알에스오토메이션	-0.89	1460	19	2. 상승 추세 / 눌림목
전력기기	229640	LS에코에너지	-1.93	10274	14	2. 상승 추세 / 눌림목
전력기기	453450	그리드위즈	-3.5	1652	40	1. 상승 추세 / 추세 확대중
전력기기	119850	지엔씨에너지	-3.72	4868	140	2. 상승 추세 / 눌림목
정유/화학/가스	033500	동성화인텍	7.49	7767	42	1. 상승 추세 / 추세 확대중
정유/화학/가스	014680	한솔케미칼	6.34	14917	31	1. 상승 추세 / 추세 확대중
정유/화학/가스	003240	태광산업	5.32	11189	37	1. 상승 추세 / 추세 확대중
정유/화학/가스	025860	남해화학	2.71	3725	16	1. 상승 추세 / 추세 확대중
정유/화학/가스	083420	그린케미칼	2.36	2059	33	2. 상승 추세 / 눌림목
정유/화학/가스	010950	S-Oil	0.9	63158	65	2. 상승 추세 / 눌림목
정유/화학/가스	011780	금호석유화학	0.68	31142	73	1. 상승 추세 / 추세 확대중
정유/화학/가스	298050	HS효성첨단소재	0.5	9094	17	2. 상승 추세 / 눌림목
정유/화학/가스	008730	율촌화학	0.3	8134	39	1. 상승 추세 / 추세 확대중
정유/화학/가스	120110	코오롱인더	-0.61	9163	21	2. 상승 추세 / 눌림목
정유/화학/가스	017940	E1	-0.78	5268	11	2. 상승 추세 / 눌림목
정유/화학/가스	285130	SK케미칼	-1.13	10490	20	1. 상승 추세 / 추세 확대중
정유/화학/가스	001390	KG케미칼	-1.53	3087	17	2. 상승 추세 / 눌림목
정유/화학/가스	002020	코오롱	-1.94	4482	227	2. 상승 추세 / 눌림목
정유/화학/가스	161000	애경케미칼	-2.05	5472	63	2. 상승 추세 / 눌림목
제지	002310	아세아제지	1.31	3218	18	1. 상승 추세 / 추세 확대중
제지	014970	삼륭물산	-1.04	1060	145	2. 상승 추세 / 눌림목
조선/기계/중공업	017960	한국카본	3.22	11264	51	2. 상승 추세 / 눌림목
조선/기계/중공업	100090	SK오션플랜트	2.31	11673	90	2. 상승 추세 / 눌림목
조선/기계/중공업	083650	비에이치아이	2.04	10876	132	2. 상승 추세 / 눌림목
조선/기계/중공업	060370	LS마린솔루션	1.74	6272	64	2. 상승 추세 / 눌림목
조선/기계/중공업	039610	화성밸브	1.46	1077	11	2. 상승 추세 / 눌림목
조선/기계/중공업	241560	두산밥캣	0.42	46106	40	1. 상승 추세 / 추세 확대중
조선/기계/중공업	082740	한화엔진	0.36	23156	178	2. 상승 추세 / 눌림목
조선/기계/중공업	014940	오리엔탈정공	0.0	2702	25	2. 상승 추세 / 눌림목
조선/기계/중공업	036530	SNT홀딩스	-0.17	9407	46	1. 상승 추세 / 추세 확대중
조선/기계/중공업	071970	HD현대마린엔진	-0.22	14535	104	1. 상승 추세 / 추세 확대중
조선/기계/중공업	443060	HD현대마린솔루션	-0.27	80692	172	2. 상승 추세 / 눌림목
조선/기계/중공업	064350	현대로템	-0.38	169061	870	2. 상승 추세 / 눌림목
조선/기계/중공업	042670	HD현대인프라코어	-0.63	18276	74	2. 상승 추세 / 눌림목
조선/기계/중공업	329180	HD현대중공업	-0.7	374178	627	2. 상승 추세 / 눌림목
조선/기계/중공업	010140	삼성중공업	-0.77	147928	998	2. 상승 추세 / 눌림목
조선/기계/중공업	017800	현대엘리베이터	-0.86	31528	291	1. 상승 추세 / 추세 확대중
조선/기계/중공업	075580	세진중공업	-0.87	6389	42	2. 상승 추세 / 눌림목
조선/기계/중공업	126720	수산인더스트리	-1.51	3750	20	2. 상승 추세 / 눌림목
조선/기계/중공업	460930	현대힘스	-1.81	6953	130	2. 상승 추세 / 눌림목
조선/기계/중공업	010620	HD현대미포	-2.48	80483	506	2. 상승 추세 / 눌림목
조선/기계/중공업	009540	HD한국조선해양	-2.6	228597	558	2. 상승 추세 / 눌림목
증권	001720	신영증권	2.72	19086	107	1. 상승 추세 / 추세 확대중
증권	001750	한양증권	1.91	2065	10	1. 상승 추세 / 추세 확대중
증권	003530	한화투자증권	1.46	9987	175	1. 상승 추세 / 추세 확대중
증권	039490	키움증권	1.27	42589	251	1. 상승 추세 / 추세 확대중
증권	003540	대신증권	1.04	12312	56	1. 상승 추세 / 추세 확대중
증권	006800	미래에셋증권	0.73	99178	1285	1. 상승 추세 / 추세 확대중
