Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-10,22650,,,,,,,,N/A
2024-06-11,22000,,,,,,,,N/A
2024-06-12,22500,,,,,,,,N/A
2024-06-13,22100,,,,,,,,N/A
2024-06-14,21400,,,,,,,,N/A
2024-06-17,22000,,,,,,,,N/A
2024-06-18,21850,,,,,,,,N/A
2024-06-19,23050,,,,,,,,N/A
2024-06-20,22300,,,,,,,,N/A
2024-06-21,21050,,,,,,,,N/A
2024-06-24,20750,,,,,,,,N/A
2024-06-25,20300,21667.816309209233,,,,,,,N/A
2024-06-26,20150,21434.30610779243,,,,,,,N/A
2024-06-27,20200,21244.41286043975,,,,,,,N/A
2024-06-28,20700,21160.65703575671,,,,,,,N/A
2024-07-01,20200,21012.863645640293,,,,,,,N/A
2024-07-02,20450,20926.26923861871,,,,,,,N/A
2024-07-03,22650,21191.458586523524,,,,,,,N/A
2024-07-04,22700,21423.54188090452,,,,,,,N/A
2024-07-05,21600,21450.689283842286,,,,,,,N/A
2024-07-08,21350,21435.198624789628,,,,,,,N/A
2024-07-09,23400,21737.475759437377,,,,,,,N/A
2024-07-10,24000,22085.556411831625,,,,,,,N/A
2024-07-11,23500,22303.163117703683,,,,,,,N/A
2024-07-12,21600,22194.9841765185,,,,,,,N/A
2024-07-15,21550,22095.7558416695,21993.363430257086,102.39241141241291,,,,,N/A
2024-07-16,21050,21934.8703275665,21923.48465764545,11.385669921048247,,,102.39241141241291,,N/A
2024-07-17,20100,21652.58258486396,21788.411720042084,-135.82913517812267,,,11.385669921048247,,N/A
2024-07-18,19370,21301.416033346428,21609.27011115008,-307.8540778036513,,,-135.82913517812267,,N/A
2024-07-19,19690,21053.505874370054,21467.10195476859,-413.5960803985363,,,-307.8540778036513,,N/A
2024-07-22,18550,20668.351124466968,21251.020328489434,-582.6692040224661,,,-413.5960803985363,,N/A
2024-07-23,18440,20325.527874548974,21042.79660045318,-717.2687259042068,,,-582.6692040224661,,N/A
2024-07-24,17920,19955.4466630799,20811.478333752944,-856.0316706730446,,,-717.2687259042068,,N/A
2024-07-25,17370,19557.685637990686,20556.554012734206,-998.8683747435207,-531.7369943364508,-467.13138040706986,-856.0316706730446,,N/A
2024-07-26,16760,19127.272462915196,20275.32778956871,-1148.0553266535135,-655.0006607998633,-493.05466585365014,-998.8683747435207,-467.13138040706986,5. 하락추세 / 추세 확대중
2024-07-29,18180,18981.53823785132,20120.11832367473,-1138.5800858234106,-751.7165458045729,-386.86354001883774,-1148.0553266535135,-493.05466585365014,6. 하락추세 / 일시적 반등
2024-07-30,17450,18745.91697048958,19922.331781180306,-1176.4148106907269,-836.6561987818037,-339.75861190892317,-1138.5800858234106,-386.86354001883774,6. 하락추세 / 일시적 반등
2024-07-31,17940,18621.929744260415,19775.492389981766,-1153.5626457213511,-900.0374881697132,-253.5251575516379,-1176.4148106907269,-339.75861190892317,6. 하락추세 / 일시적 반등
2024-08-01,18290,18570.863629758813,19665.455916649782,-1094.5922868909693,-938.9484479139645,-155.64383897700475,-1153.5626457213511,-253.5251575516379,6. 하락추세 / 일시적 반등
2024-08-02,16900,18313.807686718996,19460.60733023128,-1146.799643512284,-980.5186870336285,-166.28095647865564,-1094.5922868909693,-155.64383897700475,5. 하락추세 / 추세 확대중
2024-08-05,14170,17676.29881183915,19068.710490954887,-1392.4116791157358,-1062.89728545005,-329.5143936656857,-1146.799643512284,-166.28095647865564,5. 하락추세 / 추세 확대중
2024-08-06,15150,17287.63745617159,18778.435639773044,-1490.798183601455,-1148.477465080331,-342.32071852112404,-1392.4116791157358,-329.5143936656857,5. 하락추세 / 추세 확대중
2024-08-07,15410,16998.770155222115,18528.921888678746,-1530.1517334566306,-1224.8123187555911,-305.33941470103946,-1490.798183601455,-342.32071852112404,6. 하락추세 / 일시적 반등
2024-08-08,16050,16852.805515957174,18345.298045072912,-1492.4925291157379,-1278.3483608276206,-214.14416828811727,-1530.1517334566306,-305.33941470103946,6. 하락추세 / 일시적 반등
2024-08-09,16770,16840.066205809915,18228.609300993438,-1388.5430951835224,-1300.387307698801,-88.15578748472149,-1492.4925291157379,-214.14416828811727,6. 하락추세 / 일시적 반등
2024-08-12,16890,16847.748327993006,18129.453056475406,-1281.7047284824002,-1296.6507918555208,14.946063373120523,-1388.5430951835224,-88.15578748472149,9. 분류 미정
2024-08-13,17110,16888.094739071006,18053.938015255004,-1165.8432761839977,-1270.489288721216,104.64601253721844,-1281.7047284824002,14.946063373120523,9. 분류 미정
2024-08-14,17770,17023.77247152162,18032.90556968056,-1009.1330981589381,-1218.2180506087604,209.08495244982237,-1165.8432761839977,104.64601253721844,9. 분류 미정
2024-08-16,17800,17143.192091287525,18015.653305259777,-872.4612139722522,-1149.0666832814588,276.6054693092067,-1009.1330981589381,209.08495244982237,9. 분류 미정
2024-08-19,16980,17118.08561570483,17938.938245610905,-820.8526299060759,-1083.4238726063822,262.57124270030636,-872.4612139722522,276.6054693092067,6. 하락추세 / 일시적 반등
2024-08-20,17660,17201.45705944255,17918.27615334343,-716.8190939008819,-1010.1029168652823,293.28382296440043,-820.8526299060759,262.57124270030636,9. 분류 미정
2024-08-21,17010,17172.002127220618,17850.996438280956,-678.9943110603381,-943.8811957042935,264.88688464395545,-716.8190939008819,293.28382296440043,6. 하락추세 / 일시적 반등
2024-08-22,16510,17070.155646109753,17751.663368778663,-681.50772266891,-891.4065010972168,209.89877842830685,-678.9943110603381,264.88688464395545,6. 하락추세 / 일시적 반등
2024-08-23,16730,17017.824008246713,17675.984600720985,-658.1605924742726,-844.757319372628,186.59672689835543,-681.50772266891,209.89877842830685,6. 하락추세 / 일시적 반등
2024-08-26,16150,16884.312622362602,17562.948704371283,-678.6360820086811,-811.5330718998387,132.89698989115755,-658.1605924742726,186.59672689835543,6. 하락추세 / 일시적 반등
2024-08-27,15920,16735.956834306817,17441.24880034378,-705.2919660369625,-790.2848507272635,84.99288469030091,-678.6360820086811,132.89698989115755,6. 하락추세 / 일시적 반등
2024-08-28,16110,16639.655782874997,17342.63777809609,-702.9819952210928,-772.8242796260294,69.84228440493655,-705.2919660369625,84.99288469030091,6. 하락추세 / 일시적 반등
2024-08-29,15530,16468.939508586536,17208.368313051935,-739.4288044653986,-766.1451845939032,26.716380128504625,-702.9819952210928,69.84228440493655,6. 하락추세 / 일시적 반등
2024-08-30,16150,16419.871891880914,17129.970660233274,-710.0987683523599,-754.9359013455946,44.83713299323472,-739.4288044653986,26.716380128504625,9. 분류 미정
2024-09-02,15670,16304.506985437696,17021.824685401178,-717.3176999634816,-747.412261069172,30.094561105690445,-710.0987683523599,44.83713299323472,6. 하락추세 / 일시적 반등
2024-09-03,15640,16202.275141524204,16919.467301297387,-717.1921597731834,-741.3682408099743,24.176081036790833,-717.3176999634816,30.094561105690445,6. 하락추세 / 일시적 반등
2024-09-04,14860,15995.771273597404,16766.91416786795,-771.1428942705479,-747.323171502089,-23.81972276845886,-717.1921597731834,24.176081036790833,5. 하락추세 / 추세 확대중
2024-09-05,14520,15768.729539197802,16600.476081359215,-831.7465421614124,-764.2078456339538,-67.53869652745868,-771.1428942705479,-23.81972276845886,5. 하락추세 / 추세 확대중
2024-09-06,14250,15535.078840859678,16426.366741999274,-891.2879011395962,-789.6238567350823,-101.6640444045139,-831.7465421614124,-67.53869652745868,5. 하락추세 / 추세 확대중
2024-09-09,15640,15551.220557650497,16368.117353703032,-816.8967960525351,-795.0784445985729,-21.818351453962237,-891.2879011395962,-101.6640444045139,6. 하락추세 / 일시적 반등
2024-09-10,15910,15606.417394935035,16334.182734910215,-727.7653399751798,-781.6158236738943,53.85048369871447,-816.8967960525351,-21.818351453962237,9. 분류 미정
2024-09-11,18900,16113.122411098877,16524.243273065014,-411.12086196613745,-707.5168313323429,296.39596936620546,-727.7653399751798,53.85048369871447,9. 분류 미정
2024-09-12,19990,16709.565117083665,16780.965993578717,-71.40087649505222,-580.2936403648848,508.8927638698326,-411.12086196613745,296.39596936620546,9. 분류 미정
2024-09-13,19610,17155.785868301562,16990.52406812844,165.26180017312072,-431.18255225728376,596.4443524304045,-71.40087649505222,508.8927638698326,1. 상승 추세 / 추세 확대중
2024-09-19,19720,17550.280350101322,17192.7074704893,357.5728796120238,-273.4314658834223,631.0043454954462,165.26180017312072,596.4443524304045,1. 상승 추세 / 추세 확대중
2024-09-20,18000,17619.467988547272,17252.50691711972,366.96107142755136,-145.35295842122756,512.3140298487789,357.5728796120238,631.0043454954462,2. 상승 추세 / 눌림목
2024-09-23,19000,17831.857528770768,17381.950849184926,449.90667958584163,-26.301030819813715,476.20771040565535,366.96107142755136,512.3140298487789,2. 상승 추세 / 눌림목
2024-09-24,19150,18034.64867819065,17512.917452949005,521.731225241645,83.30542039247804,438.425804849167,449.90667958584163,476.20771040565535,2. 상승 추세 / 눌림목
2024-09-25,18770,18147.779650776705,17606.034678656484,541.7449721202211,174.99333073802666,366.7516413821944,521.731225241645,438.425804849167,2. 상승 추세 / 눌림목
2024-09-26,20550,18517.352012195675,17824.10618394119,693.2458282544867,278.64383024131865,414.60199801316804,541.7449721202211,366.7516413821944,1. 상승 추세 / 추세 확대중
2024-09-27,20400,18806.99016416557,18014.91313327888,792.0770308866922,381.3304703703934,410.7465605162988,693.2458282544867,414.60199801316804,2. 상승 추세 / 눌림목
2024-09-30,20250,19028.99167737087,18180.47512340637,848.5165539644986,474.76768708921446,373.74886687528414,792.0770308866922,410.7465605162988,2. 상승 추세 / 눌림목
2024-10-02,20450,19247.608342390733,18348.58807722812,899.0202651626132,559.6182027038942,339.402062458719,848.5165539644986,373.74886687528414,2. 상승 추세 / 눌림목
2024-10-04,20000,19363.36090509985,18470.914886322334,892.4460187775148,626.1837659186184,266.26225285889643,899.0202651626132,339.402062458719,2. 상승 추세 / 눌림목
2024-10-07,21200,19645.92076585372,18673.069339187346,972.8514266663733,695.5172980681695,277.33412859820385,892.4460187775148,266.26225285889643,1. 상승 추세 / 추세 확대중
2024-10-08,20600,19792.70218649161,18815.804943691986,976.8972427996232,751.7932870144602,225.10395578516295,972.8514266663733,277.33412859820385,2. 상승 추세 / 눌림목
2024-10-10,20250,19863.05569626213,18922.04161452962,941.0140817325118,789.6374459580707,151.37663577444118,976.8972427996232,225.10395578516295,2. 상승 추세 / 눌림목
