Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-10,121400,,,,,,,,N/A
2024-06-11,122000,,,,,,,,N/A
2024-06-12,122500,,,,,,,,N/A
2024-06-13,121700,,,,,,,,N/A
2024-06-14,122700,,,,,,,,N/A
2024-06-17,129100,,,,,,,,N/A
2024-06-18,131000,,,,,,,,N/A
2024-06-19,132300,,,,,,,,N/A
2024-06-20,130600,,,,,,,,N/A
2024-06-21,127900,,,,,,,,N/A
2024-06-24,128300,,,,,,,,N/A
2024-06-25,129000,127105.18321431083,,,,,,,N/A
2024-06-26,130800,127673.61656595532,,,,,,,N/A
2024-06-27,131500,128262.29094042373,,,,,,,N/A
2024-06-28,129300,128421.93848805084,,,,,,,N/A
2024-07-01,128600,128449.33256681226,,,,,,,N/A
2024-07-02,123600,127703.2814026873,,,,,,,N/A
2024-07-03,123700,127087.39195612002,,,,,,,N/A
2024-07-04,125600,126858.56242440925,,,,,,,N/A
2024-07-05,126300,126772.6297437309,,,,,,,N/A
2024-07-08,124200,126376.84055238769,,,,,,,N/A
2024-07-09,122500,125780.40354432804,,,,,,,N/A
2024-07-10,122000,125198.8029990468,,,,,,,N/A
2024-07-11,122300,124752.83330688576,,,,,,,N/A
2024-07-12,121300,124221.62818274948,,,,,,,N/A
2024-07-15,120000,123572.14692386494,124428.70504963357,-856.5581257686281,,,,,N/A
2024-07-16,122900,123468.7397048088,124315.4676385496,-846.7279337407963,,,-856.5581257686281,,N/A
2024-07-17,121000,123088.93359637668,124069.87744310148,-980.9438467247965,,,-846.7279337407963,,N/A
2024-07-18,119900,122598.32842770334,123760.99763250137,-1162.6692047980323,,,-980.9438467247965,,N/A
2024-07-19,116300,121629.35482344129,123208.33114120497,-1578.9763177636778,,,-1162.6692047980323,,N/A
2024-07-22,115900,120747.91561983494,122666.97327889349,-1919.0576590585551,,,-1578.9763177636778,,N/A
2024-07-23,120500,120709.77475524494,122506.4567397162,-1796.681984471259,,,-1919.0576590585551,,N/A
2024-07-24,118400,120354.42479289958,122202.27475899649,-1847.84996609691,,,-1796.681984471259,,N/A
2024-07-25,115000,119530.66713245348,121668.77292499675,-2138.1057925432688,-1585.9610396118483,-552.1447529314205,-1847.84996609691,,N/A
2024-07-26,112100,118387.48757361449,120959.97493055255,-2572.487356938058,-1783.2663030770902,-789.2210538609677,-2138.1057925432688,-552.1447529314205,5. 하락추세 / 추세 확대중
2024-07-29,113700,117666.33563921225,120422.19900977088,-2755.8633705586253,-1977.7857165733974,-778.0776539852279,-2572.487356938058,-789.2210538609677,6. 하락추세 / 일시적 반등
2024-07-30,111600,116733.0532331796,119768.70278682488,-3035.649553645286,-2189.3584839877753,-846.2910696575104,-2755.8633705586253,-778.0776539852279,5. 하락추세 / 추세 확대중
2024-07-31,112100,116020.27581269042,119200.65072854156,-3180.3749158511346,-2387.561770360447,-792.8131454906875,-3035.649553645286,-846.2910696575104,6. 하락추세 / 일시적 반등
2024-08-01,112100,115417.1564568919,118674.67660050144,-3257.5201436095376,-2561.5534450102655,-695.9666985992721,-3180.3749158511346,-792.8131454906875,6. 하락추세 / 일시적 반등
2024-08-02,107100,114137.59392506238,117817.29314861244,-3679.6992235500657,-2785.182600718226,-894.5166228318399,-3257.5201436095376,-695.9666985992721,5. 하락추세 / 추세 확대중
2024-08-05,96300,111393.34870582202,116223.41958204856,-4830.070876226542,-3194.1602558198892,-1635.910620406653,-3679.6992235500657,-894.5166228318399,5. 하락추세 / 추세 확대중
2024-08-06,102700,110055.91044338787,115221.6847981931,-5165.7743548052385,-3588.483075616959,-1577.2912791882795,-4830.070876226542,-1635.910620406653,6. 하락추세 / 일시적 반등
2024-08-07,101600,108755.00114440512,114212.67110943806,-5457.669965032939,-3962.3204535001555,-1495.3495115327837,-5165.7743548052385,-1577.2912791882795,6. 하락추세 / 일시적 반등
2024-08-08,101600,107654.23173757356,113278.3991754056,-5624.167437832046,-4294.689850366534,-1329.4775874655115,-5457.669965032939,-1495.3495115327837,6. 하락추세 / 일시적 반등
2024-08-09,101900,106768.9653164084,112435.55479204223,-5666.589475633824,-4569.069775419993,-1097.5197002138311,-5624.167437832046,-1329.4775874655115,6. 하락추세 / 일시적 반등
2024-08-12,102100,106050.66296003788,111669.95814077984,-5619.2951807419595,-4779.114856484386,-840.1803242575734,-5666.589475633824,-1097.5197002138311,6. 하락추세 / 일시적 반등
2024-08-13,102800,105550.5609661859,111012.92420442578,-5462.363238239879,-4915.764532835485,-546.5987054043944,-5619.2951807419595,-840.1803242575734,6. 하락추세 / 일시적 반등
2024-08-14,102300,105050.47466369577,110367.52241150536,-5317.047747809585,-4996.021175830305,-321.02657197928056,-5462.363238239879,-546.5987054043944,6. 하락추세 / 일시적 반등
2024-08-16,105900,105181.17086928104,110036.59482546792,-4855.423956186889,-4967.901731901622,112.47777571473307,-5317.047747809585,-321.02657197928056,9. 분류 미정
2024-08-19,103200,104876.3753509301,109530.18039395178,-4653.805043021683,-4905.082394125634,251.27735110395133,-4855.423956186889,112.47777571473307,9. 분류 미정
2024-08-20,103400,104649.24068155624,109076.09295736277,-4426.852275806523,-4809.436370461812,382.58409465528894,-4653.805043021683,251.27735110395133,9. 분류 미정
2024-08-21,103000,104395.5113459322,108626.01199755812,-4230.500651625916,-4693.6492266946325,463.1485750687161,-4426.852275806523,382.58409465528894,9. 분류 미정
2024-08-22,102400,104088.50960040417,108164.82592366492,-4076.3163232607476,-4570.1826460078555,493.8663227471079,-4230.500651625916,463.1485750687161,9. 분류 미정
2024-08-23,104000,104074.89273880352,107856.32029968975,-3781.4275608862226,-4412.431628983529,631.0040680973061,-4076.3163232607476,493.8663227471079,9. 분류 미정
2024-08-26,102800,103878.75539437222,107481.77805526828,-3603.0226608960656,-4250.549835366036,647.5271744699703,-3781.4275608862226,631.0040680973061,9. 분류 미정
2024-08-27,101800,103558.9468721611,107060.9056067299,-3501.9587345687905,-4100.831615206587,598.8728806377967,-3603.0226608960656,647.5271744699703,6. 하락추세 / 일시적 반등
2024-08-28,104600,103719.10889182863,106878.61630252768,-3159.5074106990505,-3912.56677430508,753.0593636060294,-3501.9587345687905,598.8728806377967,9. 분류 미정
2024-08-29,106600,104162.32290847038,106857.97805789599,-2695.6551494256128,-3669.1844493291865,973.5292999035737,-3159.5074106990505,753.0593636060294,9. 분류 미정
2024-08-30,106100,104460.42707639802,106801.83153508889,-2341.4044586908713,-3403.6284512015236,1062.2239925106524,-2695.6551494256128,973.5292999035737,9. 분류 미정
2024-09-02,106100,104712.66906464448,106749.84401397119,-2037.1749493267125,-3130.3377508265617,1093.1628014998491,-2341.4044586908713,1062.2239925106524,9. 분류 미정
2024-09-03,102200,104326.10459316071,106412.8185314548,-2086.713938294095,-2921.6129883200683,834.8990500259733,-2037.1749493267125,1093.1628014998491,6. 하락추세 / 일시적 반등
2024-09-04,100200,103691.31927113599,105952.60975134704,-2261.290480211057,-2789.548486698266,528.2580064872091,-2086.713938294095,834.8990500259733,6. 하락추세 / 일시적 반등
2024-09-05,100700,103231.11630634584,105563.52754754356,-2332.4112411977258,-2698.121037598158,365.7097964004324,-2261.290480211057,528.2580064872091,6. 하락추세 / 일시적 반등
2024-09-06,100000,102734.02148998494,105151.41439587367,-2417.3929058887297,-2641.9754112562728,224.58250536754304,-2332.4112411977258,365.7097964004324,6. 하락추세 / 일시적 반등
2024-09-09,100800,102436.47972229494,104829.08740358673,-2392.607681291789,-2592.101865263376,199.49418397158706,-2417.3929058887297,224.58250536754304,6. 하락추세 / 일시적 반등
2024-09-10,100200,102092.40591886496,104486.19204035809,-2393.7861214931327,-2552.4387165093276,158.65259501619494,-2392.607681291789,199.49418397158706,6. 하락추세 / 일시적 반등
2024-09-11,96200,101185.88193134726,103872.4000373686,-2686.5181060213363,-2579.2545944117296,-107.26351160960667,-2393.7861214931327,158.65259501619494,5. 하락추세 / 추세 확대중
2024-09-12,99100,100864.9770188323,103518.88892348945,-2653.911904657143,-2594.1860564608123,-59.725848196330844,-2686.5181060213363,-107.26351160960667,6. 하락추세 / 일시적 반등
2024-09-13,100500,100808.82670824272,103295.26752174948,-2486.4408135067642,-2572.637007870003,86.19619436323865,-2653.911904657143,-59.725848196330844,9. 분류 미정
2024-09-19,103500,101222.85336851307,103310.43289050878,-2087.579521995707,-2475.625510695144,388.04598869943675,-2486.4408135067642,86.19619436323865,9. 분류 미정
2024-09-20,105600,101896.26054258797,103480.03045417479,-1583.7699115868163,-2297.2543908734788,713.4844792866625,-2087.579521995707,388.04598869943675,9. 분류 미정
2024-09-23,103200,102096.83584372829,103459.28745756925,-1362.4516138409672,-2110.2938354669764,747.8422216260092,-1583.7699115868163,713.4844792866625,9. 분류 미정
2024-09-24,103800,102358.86109853932,103484.52542367524,-1125.66432513592,-1913.3679334007652,787.7036082648451,-1362.4516138409672,747.8422216260092,9. 분류 미정
2024-09-25,102800,102426.72862184096,103433.81983673634,-1007.0912148953794,-1732.1125896996882,725.0213748043088,-1125.66432513592,787.7036082648451,6. 하락추세 / 일시적 반등
