Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-03,52500,,,,,,,,N/A
2024-06-04,50800,,,,,,,,N/A
2024-06-05,50500,,,,,,,,N/A
2024-06-07,50200,,,,,,,,N/A
2024-06-10,49100,,,,,,,,N/A
2024-06-11,49350,,,,,,,,N/A
2024-06-12,49100,,,,,,,,N/A
2024-06-13,48800,,,,,,,,N/A
2024-06-14,49150,,,,,,,,N/A
2024-06-17,47150,,,,,,,,N/A
2024-06-18,45100,,,,,,,,N/A
2024-06-19,46150,48588.61691885303,,,,,,,N/A
2024-06-20,46150,48213.44508518333,,,,,,,N/A
2024-06-21,46450,47942.14584130897,,,,,,,N/A
2024-06-24,45250,47527.969558030665,,,,,,,N/A
2024-06-25,44800,47108.28193371825,,,,,,,N/A
2024-06-26,44950,46776.23855930006,,,,,,,N/A
2024-06-27,48750,47079.894165561585,,,,,,,N/A
2024-06-28,49500,47452.218140090576,,,,,,,N/A
2024-07-01,46450,47298.030733922795,,,,,,,N/A
2024-07-02,46300,47144.48754408852,,,,,,,N/A
2024-07-03,46600,47060.72022961336,,,,,,,N/A
2024-07-04,47400,47112.91711736515,,,,,,,N/A
2024-07-05,48100,47264.77602238589,,,,,,,N/A
2024-07-08,48450,47447.11817278806,,,,,,,N/A
2024-07-09,48800,47655.253838512974,48228.52326403235,-573.2694255193783,,,,,N/A
2024-07-10,48200,47739.06094028021,48226.41042965958,-487.3494893793759,,,-573.2694255193783,,N/A
2024-07-11,49150,47956.1284879294,48294.82447190702,-338.6959839776173,,,-487.3494893793759,,N/A
2024-07-12,49500,48193.64718209411,48384.09673324724,-190.44955115313496,,,-338.6959839776173,,N/A
2024-07-15,48300,48210.00915407963,48377.8673455993,-167.85819151967007,,,-190.44955115313496,,N/A
2024-07-16,47500,48100.77697652892,48312.84013481416,-212.06315828524384,,,-167.85819151967007,,N/A
2024-07-17,46900,47916.042057062936,48208.18531001311,-292.14325295017625,,,-212.06315828524384,,N/A
2024-07-18,46250,47659.72789443787,48063.134546308436,-403.40665187056584,,,-292.14325295017625,,N/A
2024-07-19,50700,48127.46206452435,48258.45791324855,-130.99584872420382,-310.4630755769558,179.467226852752,-403.40665187056584,,N/A
2024-07-22,47800,48077.08328536676,48224.49806782274,-147.41478245597682,-277.85341695276,130.4386344967832,-130.99584872420382,179.467226852752,6. 하락추세 / 일시적 반등
