Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-05,34450,,,,,,,,N/A
2024-06-07,33750,,,,,,,,N/A
2024-06-10,33950,,,,,,,,N/A
2024-06-11,34050,,,,,,,,N/A
2024-06-12,34800,,,,,,,,N/A
2024-06-13,34400,,,,,,,,N/A
2024-06-14,34600,,,,,,,,N/A
2024-06-17,36050,,,,,,,,N/A
2024-06-18,35850,,,,,,,,N/A
2024-06-19,34700,,,,,,,,N/A
2024-06-20,34050,,,,,,,,N/A
2024-06-21,35000,34737.123343600615,,,,,,,N/A
2024-06-24,34300,34669.87359843129,,,,,,,N/A
2024-06-25,34000,34566.81612174955,,,,,,,N/A
2024-06-26,33750,34441.15210301885,,,,,,,N/A
2024-06-27,33000,34219.4363948621,,,,,,,N/A
2024-06-28,32250,33916.446180267936,,,,,,,N/A
2024-07-01,32950,33767.76215253441,,,,,,,N/A
2024-07-02,32000,33495.79874445219,,,,,,,N/A
2024-07-03,31250,33150.2912453057,,,,,,,N/A
2024-07-04,31300,32865.63105372021,,,,,,,N/A
2024-07-05,31500,32655.533968532483,,,,,,,N/A
2024-07-08,33150,32731.60566568133,,,,,,,N/A
2024-07-09,33200,32803.66633249959,,,,,,,N/A
2024-07-10,33700,32941.56381980734,,,,,,,N/A
2024-07-11,33000,32950.55400137544,33384.3937206158,-433.8397192403572,,,,,N/A
2024-07-12,33350,33012.007231933065,33381.846037607225,-369.83880567416054,,,-433.8397192403572,,N/A
2024-07-15,33700,33117.85227317413,33405.41299778447,-287.5607246103391,,,-369.83880567416054,,N/A
2024-07-16,33950,33245.87500037811,33445.75277572636,-199.87777534825,,,-287.5607246103391,,N/A
2024-07-17,34000,33361.89423108917,33486.808125672556,-124.91389458338381,,,-199.87777534825,,N/A
2024-07-18,33350,33360.064349383145,33476.67419043755,-116.6098410544073,,,-124.91389458338381,,N/A
2024-07-19,33950,33450.823680247275,33511.73536151625,-60.91168126897537,,,-116.6098410544073,,N/A
2024-07-22,33650,33481.46619097846,33521.97718658912,-40.51099561066076,,,-60.91168126897537,,N/A
2024-07-23,33650,33507.394469289466,33531.46035795289,-24.06588866342645,-157.73947041542732,133.67358175200087,-40.51099561066076,,N/A
2024-07-24,34000,33583.179935552624,33566.16699810453,17.012937448096636,-122.78898884272253,139.80192629081915,-24.06588866342645,133.67358175200087,3. 뚜렷한 추세 없음 / 추세 확대
2024-07-25,33450,33562.69071469837,33557.56203528197,5.1286794164043386,-97.20545519089717,102.33413460730151,17.012937448096636,139.80192629081915,4. 뚜렷한 추세 없음 / 눌림목
