Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-10,38900,,,,,,,,N/A
2024-06-11,38950,,,,,,,,N/A
2024-06-12,38850,,,,,,,,N/A
2024-06-13,43300,,,,,,,,N/A
2024-06-14,38200,,,,,,,,N/A
2024-06-17,37850,,,,,,,,N/A
2024-06-18,36850,,,,,,,,N/A
2024-06-19,36900,,,,,,,,N/A
2024-06-20,37200,,,,,,,,N/A
2024-06-21,37650,,,,,,,,N/A
2024-06-24,37250,,,,,,,,N/A
2024-06-25,37500,37964.04373963083,,,,,,,N/A
2024-06-26,37600,37908.03701045686,,,,,,,N/A
2024-06-27,37350,37822.185162694266,,,,,,,N/A
2024-06-28,38300,37895.69513766438,,,,,,,N/A
2024-07-01,38200,37942.51127033139,,,,,,,N/A
2024-07-02,38400,38012.89415181887,,,,,,,N/A
2024-07-03,39300,38210.91043615443,,,,,,,N/A
2024-07-04,39800,38455.385753669136,,,,,,,N/A
2024-07-05,39550,38623.78794541235,,,,,,,N/A
2024-07-08,39100,38697.05133842583,,,,,,,N/A
2024-07-09,39150,38766.73574789878,,,,,,,N/A
2024-07-10,39250,38841.084094375896,,,,,,,N/A
2024-07-11,39900,39003.99423370268,,,,,,,N/A
2024-07-12,39600,39095.68742851765,,,,,,,N/A
2024-07-15,39000,39080.96628566878,38831.599161755,249.3671239137766,,,,,N/A
2024-07-16,39500,39145.4330109505,38881.110334958335,264.3226759921672,,,249.3671239137766,,N/A
2024-07-17,39300,39169.21254772735,38912.1391990355,257.07334869185433,,,264.3226759921672,,N/A
2024-07-18,39450,39212.41061730776,38951.980739847684,260.42987746007566,,,257.07334869185433,,N/A
2024-07-19,39550,39264.347445414256,38996.27846282193,268.0689825923255,,,260.42987746007566,,N/A
2024-07-22,39850,39354.44783842745,39059.51709520549,294.9307432219575,,,268.0689825923255,,N/A
2024-07-23,39500,39376.84047866938,39092.1454585236,284.6950201457803,,,294.9307432219575,,N/A
2024-07-24,39450,39388.09578964332,39118.65320233667,269.44258730665024,,,284.6950201457803,,N/A
2024-07-25,38900,39313.004129698194,39102.456668830244,210.54746086795058,257.2913250983733,-46.74386423042273,269.44258730665024,,N/A
2024-07-26,39500,39341.77272512924,39131.904322990966,209.86840213827236,247.80674050635312,-37.938338368080764,210.54746086795058,-46.74386423042273,2. 상승 추세 / 눌림목
2024-07-29,41250,39635.346152032434,39288.80029906571,346.54585296672303,267.5545629984271,78.99128996829592,209.86840213827236,-37.938338368080764,1. 상승 추세 / 추세 확대중
2024-07-30,40600,39783.75443633513,39385.92620283862,397.82823349651153,293.609297098044,104.21893639846752,346.54585296672303,78.99128996829592,1. 상승 추세 / 추세 확대중
2024-07-31,42100,40140.09990766819,39586.96870633206,553.1312013361312,345.51367794566147,207.61752339046973,397.82823349651153,104.21893639846752,1. 상승 추세 / 추세 확대중
2024-08-01,40900,40257.00761418078,39684.2302836408,572.7773305399824,390.96640846452567,181.8109220754567,553.1312013361312,207.61752339046973,2. 상승 추세 / 눌림목
2024-08-02,40200,40248.23721199912,39722.43544781555,525.8017641835686,417.93347960833427,107.86828457523433,572.7773305399824,181.8109220754567,2. 상승 추세 / 눌림목
2024-08-05,39500,40133.123794768486,39705.95874797736,427.16504679112404,419.77979304489224,7.385253746231797,525.8017641835686,107.86828457523433,2. 상승 추세 / 눌림목
2024-08-06,38800,39928.027826342564,39638.85069257163,289.17713377093605,393.659261190101,-104.48212741916495,427.16504679112404,7.385253746231797,9. 분류 미정
2024-08-07,39000,39785.25431459755,39591.528419047805,193.72589554974547,353.67258806202994,-159.94669251228447,289.17713377093605,-104.48212741916495,9. 분류 미정
2024-08-08,40650,39918.29211235177,39669.93372134056,248.35839101121383,332.60974865186677,-84.25135764065294,193.72589554974547,-159.94669251228447,2. 상승 추세 / 눌림목
2024-08-09,41200,40115.47794122073,39783.27196420422,332.20597701650695,332.52899432479484,-0.32301730828788777,248.35839101121383,-84.25135764065294,9. 분류 미정
2024-08-12,40900,40236.17364257138,39865.99255944835,370.1810831230323,340.05941208444233,30.121671038589966,332.20597701650695,-0.32301730828788777,1. 상승 추세 / 추세 확대중
2024-08-13,40550,40284.45462063733,39916.65977726699,367.794843370335,345.60649834162086,22.18834502871414,370.1810831230323,30.121671038589966,2. 상승 추세 / 눌림목
