Sector	Code	Name	ChagesRatio	Marcap	Amount	MACD
자동차 부품	204270	제이앤티씨	1.44	9770	12	2. 상승 추세 / 눌림목
자동차 부품	000240	한국앤컴퍼니	1.12	17914	33	2. 상승 추세 / 눌림목
자동차 부품	002350	넥센타이어	0.15	6524	24	1. 상승 추세 / 추세 확대중
자동차 부품	098070	한텍	-1.86	4481	84	2. 상승 추세 / 눌림목
전력기기	119850	지엔씨에너지	9.63	4868	140	2. 상승 추세 / 눌림목
전력기기	006260	LS	7.78	56285	581	1. 상승 추세 / 추세 확대중
전력기기	453450	그리드위즈	6.15	1652	40	1. 상승 추세 / 추세 확대중
전력기기	001440	대한전선	5.14	24890	233	1. 상승 추세 / 추세 확대중
전력기기	178320	서진시스템	4.88	12655	33	2. 상승 추세 / 눌림목
전력기기	140670	알에스오토메이션	4.67	1460	19	2. 상승 추세 / 눌림목
전력기기	017510	세명전기	3.92	1126	61	2. 상승 추세 / 눌림목
전력기기	033100	제룡전기	3.6	5525	31	1. 상승 추세 / 추세 확대중
전력기기	229640	LS에코에너지	3.07	10274	14	2. 상승 추세 / 눌림목
전력기기	006340	대원전선	2.8	2196	18	2. 상승 추세 / 눌림목
전력기기	298040	효성중공업	1.73	60982	122	1. 상승 추세 / 추세 확대중
전력기기	199820	제일일렉트릭	1.27	2119	20	1. 상승 추세 / 추세 확대중
전력기기	082920	비츠로셀	1.05	6541	11	2. 상승 추세 / 눌림목
전력기기	094820	일진파워	0.18	1633	10	2. 상승 추세 / 눌림목
전력기기	032820	우리기술	0.0	3565	87	2. 상승 추세 / 눌림목
전력기기	045390	대아티아이	0.0	3195	58	2. 상승 추세 / 눌림목
전력기기	062040	산일전기	-1.02	20976	76	2. 상승 추세 / 눌림목
전력기기	065710	서호전기	-2.2	2080	12	2. 상승 추세 / 눌림목
전력기기	290690	소룩스	-6.52	2002	11	2. 상승 추세 / 눌림목
정유/화학/가스	003240	태광산업	7.78	11189	37	1. 상승 추세 / 추세 확대중
정유/화학/가스	002020	코오롱	6.18	4482	227	1. 상승 추세 / 추세 확대중
정유/화학/가스	285130	SK케미칼	5.09	10490	20	1. 상승 추세 / 추세 확대중
정유/화학/가스	001390	KG케미칼	4.21	3087	17	1. 상승 추세 / 추세 확대중
정유/화학/가스	008730	율촌화학	3.8	8134	39	1. 상승 추세 / 추세 확대중
정유/화학/가스	298050	HS효성첨단소재	3.55	9094	17	2. 상승 추세 / 눌림목
정유/화학/가스	083420	그린케미칼	3.54	2059	33	2. 상승 추세 / 눌림목
정유/화학/가스	017940	E1	3.37	5268	11	1. 상승 추세 / 추세 확대중
정유/화학/가스	010950	S-Oil	1.45	63158	65	2. 상승 추세 / 눌림목
정유/화학/가스	120110	코오롱인더	1.07	9163	21	2. 상승 추세 / 눌림목
정유/화학/가스	033500	동성화인텍	0.97	7767	42	1. 상승 추세 / 추세 확대중
정유/화학/가스	025860	남해화학	0.96	3725	16	1. 상승 추세 / 추세 확대중
정유/화학/가스	014680	한솔케미칼	-0.91	14917	31	1. 상승 추세 / 추세 확대중
정유/화학/가스	161000	애경케미칼	-2.44	5472	63	2. 상승 추세 / 눌림목
제지	002310	아세아제지	2.83	3218	18	1. 상승 추세 / 추세 확대중
제지	014970	삼륭물산	-1.79	1060	145	2. 상승 추세 / 눌림목
조선/기계/중공업	060370	LS마린솔루션	9.54	6272	64	2. 상승 추세 / 눌림목
조선/기계/중공업	036530	SNT홀딩스	8.7	9407	46	1. 상승 추세 / 추세 확대중
조선/기계/중공업	017800	현대엘리베이터	7.54	31528	291	2. 상승 추세 / 눌림목
조선/기계/중공업	071970	HD현대마린엔진	6.06	14535	104	2. 상승 추세 / 눌림목
조선/기계/중공업	009540	HD한국조선해양	4.8	228597	558	1. 상승 추세 / 추세 확대중
조선/기계/중공업	010620	HD현대미포	4.28	80483	506	1. 상승 추세 / 추세 확대중
조선/기계/중공업	064350	현대로템	2.7	169061	870	1. 상승 추세 / 추세 확대중
조선/기계/중공업	075580	세진중공업	2.69	6389	42	2. 상승 추세 / 눌림목
조선/기계/중공업	083650	비에이치아이	2.51	10876	132	2. 상승 추세 / 눌림목
조선/기계/중공업	443060	HD현대마린솔루션	1.89	80692	172	1. 상승 추세 / 추세 확대중
조선/기계/중공업	100090	SK오션플랜트	1.25	11673	90	2. 상승 추세 / 눌림목
조선/기계/중공업	241560	두산밥캣	0.85	46106	40	1. 상승 추세 / 추세 확대중
조선/기계/중공업	042670	HD현대인프라코어	0.75	18276	74	1. 상승 추세 / 추세 확대중
조선/기계/중공업	010140	삼성중공업	0.54	147928	998	1. 상승 추세 / 추세 확대중
조선/기계/중공업	329180	HD현대중공업	0.0	374178	627	2. 상승 추세 / 눌림목
조선/기계/중공업	036890	진성티이씨	-0.09	2491	32	2. 상승 추세 / 눌림목
조선/기계/중공업	082740	한화엔진	-1.06	23156	178	2. 상승 추세 / 눌림목
조선/기계/중공업	014940	오리엔탈정공	-1.33	2702	25	2. 상승 추세 / 눌림목
조선/기계/중공업	126720	수산인더스트리	-1.49	3750	20	2. 상승 추세 / 눌림목
조선/기계/중공업	460930	현대힘스	-4.13	6953	130	2. 상승 추세 / 눌림목
조선/기계/중공업	010660	화천기계	-13.01	1062	61	2. 상승 추세 / 눌림목
증권	001270	부국증권	22.67	4344	156	1. 상승 추세 / 추세 확대중
증권	006800	미래에셋증권	13.25	99178	1285	1. 상승 추세 / 추세 확대중
증권	001720	신영증권	12.62	19086	107	2. 상승 추세 / 눌림목
증권	001510	SK증권	11.34	3128	188	1. 상승 추세 / 추세 확대중
증권	003530	한화투자증권	9.61	9987	175	1. 상승 추세 / 추세 확대중
증권	071050	한국금융지주	8.39	62858	272	1. 상승 추세 / 추세 확대중
증권	078020	LS증권	7.49	2635	57	1. 상승 추세 / 추세 확대중
증권	001200	유진투자증권	6.59	3414	53	1. 상승 추세 / 추세 확대중
증권	039490	키움증권	6.53	42589	251	1. 상승 추세 / 추세 확대중
증권	001500	현대차증권	6.03	4612	66	1. 상승 추세 / 추세 확대중
증권	003470	유안타증권	6.01	7005	31	1. 상승 추세 / 추세 확대중
증권	030610	교보증권	5.65	9025	19	1. 상승 추세 / 추세 확대중
증권	030210	다올투자증권	5.43	2320	18	1. 상승 추세 / 추세 확대중
증권	016610	DB증권	5.09	3302	13	1. 상승 추세 / 추세 확대중
증권	016360	삼성증권	4.73	55633	227	1. 상승 추세 / 추세 확대중
증권	005940	NH투자증권	4.13	59341	123	1. 상승 추세 / 추세 확대중
증권	003540	대신증권	3.9	12312	56	1. 상승 추세 / 추세 확대중
증권	001750	한양증권	3.12	2065	10	1. 상승 추세 / 추세 확대중
지주회사	032940	원익	29.82	1164	231	1. 상승 추세 / 추세 확대중
지주회사	000880	한화	20.98	67762	1233	1. 상승 추세 / 추세 확대중
지주회사	001800	오리온홀딩스	19.11	13280	138	1. 상승 추세 / 추세 확대중
지주회사	030530	원익홀딩스	15.01	4638	1099	1. 상승 추세 / 추세 확대중
지주회사	402340	SK스퀘어	13.06	166471	432	1. 상승 추세 / 추세 확대중
지주회사	000140	하이트진로홀딩스	12.98	2309	15	1. 상승 추세 / 추세 확대중
지주회사	001040	CJ	12.19	44144	471	1. 상승 추세 / 추세 확대중
지주회사	005740	크라운해태홀딩스	11.96	1189	197	1. 상승 추세 / 추세 확대중
지주회사	000150	두산	11.0	87906	677	1. 상승 추세 / 추세 확대중
지주회사	034730	SK	10.59	127097	712	1. 상승 추세 / 추세 확대중
지주회사	000070	삼양홀딩스	10.41	7334	69	1. 상승 추세 / 추세 확대중
지주회사	005440	현대지에프홀딩스	9.61	12659	35	1. 상승 추세 / 추세 확대중
지주회사	006120	SK디스커버리	8.56	9109	18	1. 상승 추세 / 추세 확대중
지주회사	383800	LX홀딩스	8.09	6666	44	1. 상승 추세 / 추세 확대중
지주회사	005810	풍산홀딩스	8.02	4995	40	1. 상승 추세 / 추세 확대중
지주회사	180640	한진칼	7.93	98741	204	1. 상승 추세 / 추세 확대중
지주회사	363280	티와이홀딩스	7.66	1510	18	1. 상승 추세 / 추세 확대중
지주회사	316140	우리금융지주	7.46	148147	452	1. 상승 추세 / 추세 확대중
지주회사	000320	노루홀딩스	7.12	2498	16	1. 상승 추세 / 추세 확대중
지주회사	010060	OCI홀딩스	6.85	14543	82	1. 상승 추세 / 추세 확대중
