Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-05,35489,,,,,,,,N/A
2024-06-07,37868,,,,,,,,N/A
2024-06-10,39256,,,,,,,,N/A
2024-06-11,39851,,,,,,,,N/A
2024-06-12,40247,,,,,,,,N/A
2024-06-13,37025,,,,,,,,N/A
2024-06-14,37075,,,,,,,,N/A
2024-06-17,37273,,,,,,,,N/A
2024-06-18,36331,,,,,,,,N/A
2024-06-19,35737,,,,,,,,N/A
2024-06-20,34696,,,,,,,,N/A
2024-06-21,34101,36212.68846307478,,,,,,,N/A
2024-06-24,35737,36139.50562260174,,,,,,,N/A
2024-06-25,36678,36222.350911432244,,,,,,,N/A
2024-06-26,36976,36338.29692505805,,,,,,,N/A
2024-06-27,38116,36611.78970581835,,,,,,,N/A
2024-06-28,38116,36843.20667415399,,,,,,,N/A
2024-07-01,37224,36901.790262745686,,,,,,,N/A
2024-07-02,35984,36760.59176078481,,,,,,,N/A
2024-07-03,35786,36610.65456681792,,,,,,,N/A
2024-07-04,37372,36727.78463346131,,,,,,,N/A
2024-07-05,37372,36826.89468985188,,,,,,,N/A
2024-07-08,37372,36910.75704525928,,,,,,,N/A
2024-07-09,36530,36852.17903829631,,,,,,,N/A
2024-07-10,35291,36611.99764778918,,,,,,,N/A
2024-07-11,34795,36332.45954812931,36437.60424211199,-105.14469398268557,,,,,N/A
2024-07-12,33754,35935.77346380172,36238.81874269629,-303.0452788945695,,,-105.14469398268557,,N/A
2024-07-15,32713,35439.96216167838,35977.64698397805,-537.6848222996705,,,-303.0452788945695,,N/A
2024-07-16,32267,34951.81413680478,35702.78424442412,-750.9701076193378,,,-537.6848222996705,,N/A
2024-07-17,30730,34302.30426960404,35334.429855948256,-1032.125586344213,,,-750.9701076193378,,N/A
2024-07-18,31226,33829.026689664955,35030.10171847061,-1201.0750288056515,,,-1032.125586344213,,N/A
2024-07-19,30483,33314.25335279342,34693.27936895427,-1379.0260161608458,,,-1201.0750288056515,,N/A
2024-07-22,29838,32779.44514467136,34333.62904532802,-1554.183900656666,,,-1379.0260161608458,,N/A
2024-07-23,30086,32365.06896856807,34018.98985678521,-1653.920888217137,-1071.267482460925,-582.6534057562119,-1554.183900656666,,N/A
