Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-10,34700,,,,,,,,N/A
2024-06-11,34300,,,,,,,,N/A
2024-06-12,36050,,,,,,,,N/A
2024-06-13,46850,,,,,,,,N/A
2024-06-14,56300,,,,,,,,N/A
2024-06-17,54200,,,,,,,,N/A
2024-06-18,52400,,,,,,,,N/A
2024-06-19,48700,,,,,,,,N/A
2024-06-20,47100,,,,,,,,N/A
2024-06-21,48600,,,,,,,,N/A
2024-06-24,45900,,,,,,,,N/A
2024-06-25,44900,45358.1921869374,,,,,,,N/A
2024-06-26,43800,45118.47031202395,,,,,,,N/A
2024-06-27,43350,44846.39795632796,,,,,,,N/A
2024-06-28,43900,44700.79827073904,,,,,,,N/A
2024-07-01,41250,44169.90622908688,,,,,,,N/A
2024-07-02,40100,43543.76680922736,,,,,,,N/A
2024-07-03,39700,42952.418069346226,,,,,,,N/A
2024-07-04,39450,42413.584520216034,,,,,,,N/A
2024-07-05,38450,41803.80228633664,,,,,,,N/A
2024-07-08,39950,41518.601934592545,,,,,,,N/A
2024-07-09,41700,41546.509329270615,,,,,,,N/A
2024-07-10,41850,41593.20020169052,,,,,,,N/A
2024-07-11,41100,41517.32324758428,,,,,,,N/A
2024-07-12,39300,41176.19659410977,,,,,,,N/A
2024-07-15,40350,41049.08942578519,41143.09018490171,-94.00075911651948,,,,,N/A
2024-07-16,39100,40749.22951412593,40991.75017120528,-242.52065707935253,,,-94.00075911651948,,N/A
2024-07-17,39950,40626.27112733733,40914.58349185674,-288.3123645194137,,,-242.52065707935253,,N/A
2024-07-18,39500,40452.99864620851,40809.79952949698,-356.8008832884734,,,-288.3123645194137,,N/A
2024-07-19,41400,40598.69116217643,40853.51808286757,-254.82692069114273,,,-356.8008832884734,,N/A
2024-07-22,39850,40483.50790645698,40779.18341006257,-295.6755036055911,,,-254.82692069114273,,N/A
2024-07-23,40200,40439.8913054636,40736.28093524312,-296.3896297795218,,,-295.6755036055911,,N/A
2024-07-24,43950,40979.90802769997,40974.334199299185,5.573828400782077,,,-296.3896297795218,,N/A
2024-07-25,40700,40936.84525420766,40954.013147499245,-17.167893291582004,-156.0741696416336,138.9062763500516,5.573828400782077,,N/A
2024-07-26,39200,40669.63829202187,40824.086247684485,-154.44795566261746,-155.74892684583037,1.3009711832129085,-17.167893291582004,138.9062763500516,9. 분류 미정
2024-07-29,40600,40658.92470863389,40807.48726637453,-148.56255774063902,-154.31165302479212,5.7490952841531,-154.44795566261746,1.3009711832129085,9. 분류 미정
2024-07-30,39000,40403.70552269021,40673.599320717156,-269.8937980269475,-177.4280820252232,-92.46571600172427,-148.56255774063902,5.7490952841531,5. 하락추세 / 추세 확대중
2024-07-31,39150,40210.82774996864,40560.74011177514,-349.91236180650594,-211.92493798147976,-137.98742382502618,-269.8937980269475,-92.46571600172427,5. 하락추세 / 추세 확대중
2024-08-01,39800,40147.623480742695,40504.38899238439,-356.7655116416936,-240.89305271352254,-115.87245892817106,-349.91236180650594,-137.98742382502618,6. 하락추세 / 일시적 반등
2024-08-02,36500,39586.45063755151,40207.7675855411,-621.3169479895878,-316.9778317687356,-304.3391162208522,-356.7655116416936,-115.87245892817106,5. 하락추세 / 추세 확대중
2024-08-05,32200,38450.07361638974,39614.59961624176,-1164.5259998520196,-486.48746538539245,-678.0385344666272,-621.3169479895878,-304.3391162208522,5. 하락추세 / 추세 확대중
