Date,Price,EMA_12,EMA_26,MACD,Signal,Histogram,Prev_MACD,Prev_Histogram,Category
2024-06-05,40200,,,,,,,,N/A
2024-06-07,40200,,,,,,,,N/A
2024-06-10,39450,,,,,,,,N/A
2024-06-11,41500,,,,,,,,N/A
2024-06-12,41800,,,,,,,,N/A
2024-06-13,40250,,,,,,,,N/A
2024-06-14,38700,,,,,,,,N/A
2024-06-17,38500,,,,,,,,N/A
2024-06-18,38000,,,,,,,,N/A
2024-06-19,38500,,,,,,,,N/A
2024-06-20,38000,,,,,,,,N/A
2024-06-21,36500,38824.07518926607,,,,,,,N/A
2024-06-24,36300,38435.75592937898,,,,,,,N/A
2024-06-25,36150,38084.10117101298,,,,,,,N/A
2024-06-26,36000,37763.47022162637,,,,,,,N/A
2024-06-27,35050,37346.01326445308,,,,,,,N/A
2024-06-28,35700,37092.78045453722,,,,,,,N/A
2024-07-01,36200,36955.429615377645,,,,,,,N/A
2024-07-02,35150,36677.671213011854,,,,,,,N/A
2024-07-03,34300,36311.87564177926,,,,,,,N/A
2024-07-04,36300,36310.04861996707,,,,,,,N/A
2024-07-05,35700,36216.194986125985,,,,,,,N/A
2024-07-08,36400,36244.47268056814,,,,,,,N/A
2024-07-09,36900,36345.32303740381,,,,,,,N/A
2024-07-10,36450,36361.42718549553,,,,,,,N/A
2024-07-11,36150,36328.899926188526,37162.00787610889,-833.1079499203624,,,,,N/A
2024-07-12,36350,36332.14609139029,37101.85914454527,-769.7130531549774,,,-833.1079499203624,,N/A
2024-07-15,36750,36396.431308099476,37075.79550420858,-679.3641961091053,,,-769.7130531549774,,N/A
2024-07-16,36550,36420.057260699556,37036.84768908202,-616.790428382461,,,-679.3641961091053,,N/A
2024-07-17,36150,36378.5099898227,36971.15526766853,-592.6452778458333,,,-616.790428382461,,N/A
2024-07-18,35000,36166.43152984998,36825.14376635975,-658.7122365097748,,,-592.6452778458333,,N/A
2024-07-19,35600,36079.288217565365,36734.39237625903,-655.1041586936626,,,-658.7122365097748,,N/A
2024-07-22,33150,35628.628491786076,36468.88182986947,-840.253338083392,,,-655.1041586936626,,N/A
2024-07-23,34600,35470.37795458822,36330.44613876803,-860.0681841798068,-754.4057901495752,-105.66239403023167,-840.253338083392,,N/A
2024-07-24,34700,35351.85826926696,36209.67235071114,-857.8140814441795,-775.0874484084961,-82.72663303568334,-860.0681841798068,-105.66239403023167,6. 하락추세 / 일시적 반등
2024-07-25,34050,35151.57238168742,36049.69662102883,-898.1242393414068,-799.6948065950783,-98.42943274632853,-857.8140814441795,-82.72663303568334,5. 하락추세 / 추세 확대중
