Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,4.57,6,0
자동차,100.0,0.57,3,0
디스플레이 패널,100.0,2.57,2,0
신재생에너지,95.0,10.91,19,1
유틸리티,93.33,1.38,14,1
이차전지 소재,89.66,5.97,26,3
증권,89.47,2.69,17,2
이차전지 장비,88.24,4.98,15,2
지주회사,86.67,2.83,52,8
보험,84.62,1.41,11,2
유통,82.35,1.37,14,3
정유/화학/가스,81.03,3.09,47,11
미용기기,80.0,4.33,4,1
이차전지 배터리,80.0,1.76,4,1
엔터테인먼트,80.0,3.06,24,6
자동차 부품,78.33,0.78,47,13
의류,77.78,1.85,21,6
조선/기계/중공업,76.74,5.36,33,10
기타금융,75.0,1.71,24,8
통신,72.73,1.16,16,6
전력기기,72.41,2.26,21,8
철강/비철금속,71.74,1.17,33,13
은행,70.0,0.95,7,3
건자재,70.0,9.25,21,9
가전제품,70.0,0.56,7,3
IT하드웨어/반도체,68.09,1.78,64,30
건설,67.57,-0.37,25,12
방위산업,66.67,2.24,8,4
반도체 장비,66.0,1.33,33,17
미디어,65.22,0.06,15,8
게임,65.0,1.94,13,7
반도체 소재,63.64,1.02,14,8
운송/항공/물류,62.07,0.91,18,11
IT소프트웨어,61.18,1.57,52,33
기타,60.0,1.49,9,6
유통/소매,56.52,0.22,13,10
디스플레이 소재,55.56,0.6,5,4
헬스케어,55.17,-0.05,16,13
음식료,51.92,-0.29,27,25
필수소비재,50.0,-0.38,2,2
바이오/제약/신약개발,48.32,-0.17,72,77
진단기기/의료기기,46.43,-0.16,13,15
홈리빙/가구,46.15,-1.98,6,7
화장품,43.33,-1.77,13,17
디스플레이 장비,33.33,1.01,6,12
창업투자/VC,26.67,-6.44,4,11
AI,20.83,-3.74,5,19
