Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,6.39,6,0
미용기기,100.0,22.63,5,0
신재생에너지,82.14,13.96,23,5
금융,81.54,8.7,53,12
조선/기계/중공업,75.68,9.53,56,18
기타,73.68,5.91,56,20
IT소프트웨어,73.2,8.91,112,41
필수소비재,71.88,3.91,46,18
은행,71.43,9.28,5,2
방위산업,70.59,5.7,12,5
유틸리티,70.59,1.66,12,5
화장품,67.57,9.33,25,12
헬스케어/진단,67.35,5.08,33,16
증권,66.67,1.73,12,6
바이오/신약개발,65.96,7.47,124,64
미디어,65.91,11.7,29,15
의료기기,65.22,4.08,30,16
AI,64.1,10.07,25,14
통신,63.64,3.21,21,12
건설/건자재,62.38,12.81,63,38
유통/소매,60.71,6.5,34,22
엔터테인먼트,59.38,5.94,19,13
정유/화학/가스,58.57,0.53,41,29
전력기기,58.14,6.43,25,18
지주회사,57.75,4.6,41,30
철강/비철금속,54.55,2.5,36,30
게임,54.17,2.64,13,11
의류,51.35,8.94,19,18
자동차 부품,50.96,1.03,53,51
보험,46.67,1.45,7,8
IT하드웨어/반도체,43.84,-1.63,64,82
반도체 소재,42.86,-1.45,12,16
디스플레이 소재,40.0,0.81,6,9
이차전지 장비,34.78,-0.63,8,15
운송/항공/물류,32.35,-0.26,11,23
반도체 장비,30.16,-5.51,19,44
디스플레이 장비,28.0,-3.5,7,18
이차전지 소재,22.86,-4.42,8,27
이차전지 배터리,20.0,-5.04,1,4
자동차,0.0,-11.62,0,3
디스플레이 패널,0.0,-4.47,0,2
