Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,100.0,2.26,15,0
디스플레이 패널,100.0,2.51,2,0
원자력,100.0,3.21,5,0
자동차,100.0,0.63,3,0
이차전지 장비,100.0,5.11,17,0
지주회사,95.24,3.8,60,3
반도체 소재,95.24,5.22,20,1
정유/화학/가스,94.92,3.94,56,3
증권,89.47,4.16,17,2
신재생에너지,89.47,10.44,17,2
유통,88.24,0.85,15,2
건자재,86.67,9.54,26,4
은행,85.71,3.3,6,1
이차전지 소재,85.71,4.68,24,4
보험,84.62,2.31,11,2
IT하드웨어/반도체,84.04,3.36,79,15
자동차 부품,83.05,2.53,49,10
조선/기계/중공업,81.4,3.89,35,8
미용기기,80.0,4.48,4,1
가전제품,80.0,1.17,8,2
엔터테인먼트,80.0,2.52,24,6
반도체 장비,79.59,4.18,39,10
기타,78.57,3.45,11,3
기타금융,78.12,2.16,25,7
의류,77.78,2.4,21,6
철강/비철금속,76.09,0.92,35,11
필수소비재,75.0,2.4,3,1
건설,70.27,-0.33,26,11
바이오/제약/신약개발,69.13,2.03,103,46
전력기기,67.74,3.48,21,10
방위산업,66.67,0.87,8,4
디스플레이 소재,66.67,1.51,6,3
유통/소매,66.67,0.57,16,8
디스플레이 장비,66.67,2.65,12,6
이차전지 배터리,66.67,2.23,4,2
미디어,65.22,-0.21,15,8
통신,63.64,0.49,14,8
운송/항공/물류,62.07,1.23,18,11
홈리빙/가구,61.54,0.21,8,5
진단기기/의료기기,60.71,1.65,17,11
창업투자/VC,60.0,3.33,9,6
헬스케어,58.62,0.61,17,12
게임,55.0,0.86,11,9
IT소프트웨어,54.02,1.32,47,40
음식료,51.92,0.55,27,25
화장품,50.0,-0.92,15,15
AI,41.67,-0.66,10,14
