Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,2.13,2,0
디스플레이 패널,100.0,1.84,2,0
이차전지 배터리,100.0,5.2,3,0
은행,100.0,2.72,6,0
유통,94.12,4.78,16,1
유틸리티,92.31,2.96,12,1
이차전지 장비,86.67,4.43,13,2
지주회사,84.29,4.84,59,11
게임,77.78,1.48,14,4
의류,76.0,2.96,19,6
증권,73.68,0.45,14,5
건설,72.73,2.64,24,9
철강/비철금속,72.09,2.0,31,12
보험,71.43,4.8,10,4
엔터테인먼트,70.97,2.37,22,9
화장품,68.97,1.51,20,9
이차전지 소재,68.97,2.53,20,9
정유/화학/가스,68.85,1.75,42,19
운송/항공/물류,62.96,0.3,17,10
미디어,61.54,1.02,16,10
원자력,60.0,5.13,3,2
반도체 장비,59.57,0.66,28,19
건자재,58.82,0.88,20,14
음식료,56.25,1.05,27,21
바이오/제약/신약개발,55.86,1.88,81,64
IT소프트웨어,53.85,1.06,49,42
디스플레이 장비,53.33,1.38,8,7
홈리빙/가구,50.0,-2.31,4,4
IT하드웨어/반도체,48.39,-0.46,45,48
유통/소매,48.0,-0.27,12,13
전력기기,45.0,-0.71,18,22
기타금융,44.83,0.32,13,16
헬스케어,44.44,-0.95,12,15
통신,41.18,-0.41,7,10
조선/기계/중공업,39.02,0.12,16,25
반도체 소재,37.5,-1.01,9,15
기타,36.36,0.21,4,7
진단기기/의료기기,35.48,-0.73,11,20
자동차,33.33,0.25,1,2
창업투자/VC,33.33,-1.6,5,10
디스플레이 소재,33.33,-1.43,3,6
자동차 부품,30.91,-1.51,17,38
방위산업,30.77,-1.52,4,9
미용기기,20.0,-1.64,1,4
신재생에너지,16.67,-8.5,3,15
로봇,15.0,-3.17,3,17
AI,13.64,-3.56,3,19
가전제품,12.5,-1.3,1,7
