Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,100.0,4.45,13,0
필수소비재,100.0,0.27,2,0
증권,100.0,3.38,19,0
유틸리티,92.31,0.66,12,1
통신,88.24,1.97,15,2
진단기기/의료기기,83.87,2.13,26,5
게임,83.33,1.59,15,3
창업투자/VC,80.0,1.4,12,3
헬스케어,74.07,1.75,20,7
바이오/제약/신약개발,73.79,1.4,107,38
미디어,73.08,0.19,19,7
AI,72.73,0.5,16,6
의류,72.0,0.89,18,7
보험,71.43,0.83,10,4
조선/기계/중공업,70.73,2.18,29,12
건자재,70.59,0.36,24,10
IT소프트웨어,68.13,1.04,62,29
은행,66.67,0.65,4,2
지주회사,65.71,0.55,46,24
운송/항공/물류,62.96,0.84,17,10
가전제품,62.5,0.88,5,3
엔터테인먼트,61.29,0.13,19,12
정유/화학/가스,60.66,0.14,37,24
건설,60.61,1.2,20,13
철강/비철금속,60.47,0.38,26,17
IT하드웨어/반도체,60.22,0.42,56,37
미용기기,60.0,0.08,3,2
화장품,58.62,1.23,17,12
자동차 부품,58.18,1.12,32,23
음식료,56.25,0.06,27,21
신재생에너지,55.56,0.13,10,8
반도체 장비,55.32,0.84,26,21
기타금융,55.17,-0.1,16,13
전력기기,55.0,0.11,22,18
기타,54.55,0.2,6,5
디스플레이 장비,53.33,0.61,8,7
유통/소매,52.0,0.35,13,12
홈리빙/가구,50.0,0.04,4,4
디스플레이 패널,50.0,-0.46,1,1
이차전지 소재,48.28,-0.34,14,15
반도체 소재,45.83,0.33,11,13
디스플레이 소재,44.44,1.81,4,5
유통,41.18,0.05,7,10
원자력,40.0,0.15,2,3
자동차,33.33,-1.11,1,2
이차전지 배터리,33.33,-0.58,1,2
로봇,30.0,-1.05,6,14
이차전지 장비,26.67,-0.72,4,11
