Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,4.36,2,0
미용기기,100.0,11.29,5,0
신재생에너지,95.0,8.59,19,1
방위산업,91.67,4.81,11,1
AI,87.5,7.28,21,3
IT하드웨어/반도체,87.23,3.89,82,12
유틸리티,86.67,1.76,13,2
반도체 소재,86.36,4.34,19,3
운송/항공/물류,86.21,2.93,25,4
기타금융,84.38,1.52,27,5
증권,84.21,4.59,16,3
반도체 장비,84.0,5.46,42,8
가전제품,80.0,3.76,8,2
은행,80.0,0.55,8,2
의류,77.78,4.95,21,6
디스플레이 장비,77.78,3.61,14,4
홈리빙/가구,76.92,3.11,10,3
이차전지 장비,76.47,4.17,13,4
유통,76.47,4.85,13,4
헬스케어,75.86,4.96,22,7
IT소프트웨어,74.12,3.16,63,22
화장품,73.33,4.67,22,8
건자재,73.33,1.32,22,8
기타,73.33,1.95,11,4
자동차 부품,73.33,3.42,44,16
통신,72.73,1.9,16,6
지주회사,70.0,1.96,42,18
조선/기계/중공업,69.77,1.57,30,13
보험,69.23,-0.35,9,4
건설,67.57,1.11,25,12
자동차,66.67,0.74,2,1
창업투자/VC,66.67,0.58,10,5
디스플레이 소재,66.67,1.63,6,3
미디어,65.22,2.91,15,8
게임,65.0,0.63,13,7
전력기기,62.07,2.54,18,11
음식료,59.62,0.6,31,21
철강/비철금속,58.7,0.48,27,19
유통/소매,56.52,0.46,13,10
이차전지 소재,55.17,-0.9,16,13
정유/화학/가스,53.45,0.69,31,27
엔터테인먼트,50.0,-0.0,15,15
필수소비재,50.0,1.02,2,2
진단기기/의료기기,42.86,0.02,12,16
이차전지 배터리,40.0,0.45,2,3
바이오/제약/신약개발,35.57,-0.9,53,96
원자력,16.67,-4.54,1,5
