Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,50.0,-0.08,1,1
미디어,19.23,-1.4,5,21
AI,13.64,-6.73,3,19
홈리빙/가구,12.5,-1.11,1,7
가전제품,12.5,-2.25,1,7
유통/소매,12.0,-3.72,3,22
건자재,11.76,-4.65,4,30
헬스케어,11.11,-5.28,3,24
신재생에너지,11.11,-5.15,2,16
건설,9.09,-2.7,3,30
자동차 부품,9.09,-4.85,5,50
유틸리티,7.69,-3.86,1,12
IT소프트웨어,7.69,-4.39,7,84
조선/기계/중공업,7.32,-4.61,3,38
지주회사,7.14,-3.5,5,65
보험,7.14,-3.38,1,13
정유/화학/가스,6.56,-4.53,4,57
유통,5.88,-3.34,1,16
게임,5.56,-5.96,1,17
IT하드웨어/반도체,5.38,-6.2,5,88
로봇,5.0,-8.4,1,19
전력기기,5.0,-5.69,2,38
바이오/제약/신약개발,4.83,-5.91,7,138
운송/항공/물류,3.7,-4.71,1,26
기타금융,3.45,-2.44,1,28
화장품,3.45,-5.68,1,28
이차전지 소재,3.45,-6.67,1,28
진단기기/의료기기,3.23,-5.89,1,30
엔터테인먼트,3.23,-7.31,1,30
철강/비철금속,2.33,-5.62,1,42
반도체 장비,2.13,-5.76,1,46
음식료,2.08,-3.93,1,47
의류,0.0,-3.67,0,25
미용기기,0.0,-6.84,0,5
방위산업,0.0,-7.64,0,13
원자력,0.0,-7.4,0,5
반도체 소재,0.0,-6.1,0,24
자동차,0.0,-3.33,0,3
창업투자/VC,0.0,-5.25,0,15
증권,0.0,-4.33,0,19
은행,0.0,-4.3,0,6
통신,0.0,-5.16,0,17
이차전지 장비,0.0,-7.89,0,15
이차전지 배터리,0.0,-3.86,0,3
디스플레이 장비,0.0,-6.92,0,15
디스플레이 소재,0.0,-7.7,0,9
디스플레이 패널,0.0,-6.9,0,2
기타,0.0,-4.6,0,11
