Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,100.0,9.78,13,0
디스플레이 패널,100.0,2.33,2,0
증권,94.74,22.32,18,1
방위산업,92.31,11.83,12,1
기타금융,89.66,4.85,26,3
신재생에너지,88.89,31.74,16,2
가전제품,87.5,8.44,7,1
조선/기계/중공업,85.37,14.12,35,6
전력기기,85.0,13.64,34,6
은행,83.33,7.37,5,1
지주회사,82.86,9.54,58,12
건설,81.82,2.65,27,6
의류,80.0,8.17,20,5
원자력,80.0,14.41,4,1
보험,78.57,8.56,11,3
홈리빙/가구,75.0,2.58,6,2
엔터테인먼트,70.97,7.57,22,9
유통,70.59,6.24,12,5
통신,70.59,2.32,12,5
자동차,66.67,-0.37,2,1
화장품,65.52,8.18,19,10
유통/소매,64.0,1.55,16,9
기타,63.64,4.4,7,4
헬스케어,62.96,8.5,17,10
반도체 장비,61.7,5.55,29,18
미디어,61.54,2.97,16,10
진단기기/의료기기,61.29,5.64,19,12
IT하드웨어/반도체,60.22,1.92,56,37
미용기기,60.0,3.01,3,2
운송/항공/물류,59.26,3.07,16,11
건자재,58.82,1.68,20,14
반도체 소재,58.33,5.16,14,10
자동차 부품,56.36,1.75,31,24
IT소프트웨어,56.04,2.65,51,40
정유/화학/가스,55.74,2.36,34,27
게임,55.56,0.25,10,8
음식료,54.17,1.0,26,22
창업투자/VC,53.33,-2.61,8,7
필수소비재,50.0,0.5,1,1
로봇,50.0,6.99,10,10
바이오/제약/신약개발,48.97,4.31,71,74
디스플레이 소재,44.44,-0.3,4,5
철강/비철금속,44.19,-0.88,19,24
AI,31.82,-1.39,7,15
디스플레이 장비,26.67,-0.86,4,11
이차전지 소재,20.69,-8.37,6,23
이차전지 장비,20.0,-1.47,3,12
이차전지 배터리,0.0,-10.24,0,3
