Sector,Ratio,MeanChange,NumPos,NumNeg
은행,83.33,6.06,5,1
화장품,68.97,5.75,20,9
자동차,66.67,5.2,2,1
보험,64.29,4.32,9,5
증권,63.16,1.07,12,7
홈리빙/가구,62.5,2.94,5,3
유틸리티,61.54,1.64,8,5
전력기기,60.0,18.55,24,16
자동차 부품,56.36,0.99,31,24
디스플레이 장비,53.33,11.42,8,7
철강/비철금속,51.16,2.1,22,21
음식료,50.0,2.98,24,24
필수소비재,50.0,10.91,1,1
조선/기계/중공업,48.78,2.58,20,21
지주회사,47.14,-0.9,33,37
디스플레이 소재,44.44,-0.21,4,5
반도체 장비,42.55,2.65,20,27
원자력,40.0,-0.82,2,3
창업투자/VC,40.0,4.12,6,9
미용기기,40.0,-0.22,2,3
건설,39.39,-0.85,13,20
미디어,38.46,-2.01,10,16
신재생에너지,33.33,-2.93,6,12
이차전지 배터리,33.33,7.98,1,2
정유/화학/가스,31.15,-1.43,19,42
기타금융,31.03,-1.37,9,20
헬스케어,29.63,-5.86,8,19
운송/항공/물류,29.63,-1.66,8,19
유통,29.41,-2.73,5,12
통신,29.41,-1.38,5,12
건자재,29.41,-2.1,10,24
반도체 소재,29.17,0.48,7,17
IT하드웨어/반도체,27.96,-2.6,26,67
이차전지 소재,27.59,-1.04,8,21
기타,27.27,1.22,3,8
IT소프트웨어,26.37,-1.49,24,67
진단기기/의료기기,25.81,-5.17,8,23
가전제품,25.0,-3.78,2,6
바이오/제약/신약개발,24.14,-3.71,35,110
방위산업,23.08,-4.17,3,10
의류,20.0,-2.06,5,20
유통/소매,16.0,-3.51,4,21
이차전지 장비,13.33,-10.91,2,13
게임,11.11,-7.38,2,16
로봇,10.0,-11.71,2,18
엔터테인먼트,9.68,-7.51,3,28
AI,0.0,-12.47,0,22
디스플레이 패널,0.0,-1.54,0,2
