Sector,Ratio,MeanChange,NumPos,NumNeg
신재생에너지,100.0,19.42,20,0
유틸리티,100.0,7.0,15,0
창업투자/VC,100.0,21.63,15,0
증권,100.0,14.21,19,0
미용기기,100.0,13.93,5,0
원자력,100.0,14.19,6,0
전력기기,100.0,11.88,29,0
AI,95.83,15.04,23,1
유통,94.12,5.14,16,1
기타,93.33,8.89,14,1
엔터테인먼트,93.33,14.46,28,2
홈리빙/가구,92.31,6.39,12,1
보험,92.31,7.26,12,1
방위산업,91.67,10.18,11,1
유통/소매,91.3,8.18,21,2
기타금융,90.62,4.5,29,3
은행,90.0,11.17,9,1
가전제품,90.0,5.35,9,1
건자재,90.0,11.16,27,3
이차전지 소재,89.66,7.25,26,3
조선/기계/중공업,88.37,11.9,38,5
건설,86.49,22.46,32,5
지주회사,85.0,7.61,51,9
헬스케어,82.76,12.09,24,5
IT소프트웨어,82.35,8.56,70,15
이차전지 장비,82.35,8.84,14,3
진단기기/의료기기,82.14,6.73,23,5
통신,81.82,7.7,18,4
의류,81.48,5.6,22,5
정유/화학/가스,79.31,6.11,46,12
바이오/제약/신약개발,79.19,9.51,118,31
미디어,78.26,14.71,18,5
음식료,76.92,5.68,40,12
필수소비재,75.0,1.72,3,1
자동차 부품,73.33,2.4,44,16
화장품,70.0,8.67,21,9
IT하드웨어/반도체,69.15,2.61,65,29
디스플레이 소재,66.67,5.18,6,3
운송/항공/물류,65.52,3.6,19,10
철강/비철금속,65.22,2.57,30,16
이차전지 배터리,60.0,2.26,3,2
게임,60.0,5.04,12,8
반도체 소재,59.09,2.33,13,9
디스플레이 장비,55.56,5.31,10,8
디스플레이 패널,50.0,-0.95,1,1
반도체 장비,46.0,-0.81,23,27
자동차,0.0,-5.39,0,3
