Sector,Ratio,MeanChange,NumPos,NumNeg
이차전지 배터리,100.0,2.86,3,0
이차전지 장비,93.33,5.41,14,1
반도체 장비,85.11,7.42,40,7
은행,83.33,3.27,5,1
증권,78.95,1.16,15,4
디스플레이 장비,73.33,6.85,11,4
보험,71.43,0.88,10,4
운송/항공/물류,70.37,2.17,19,8
반도체 소재,66.67,1.95,16,8
자동차,66.67,0.67,2,1
자동차 부품,65.45,1.87,36,19
가전제품,62.5,2.07,5,3
통신,58.82,2.18,10,7
의류,56.0,0.37,14,11
디스플레이 소재,55.56,-0.21,5,4
전력기기,55.0,3.88,22,18
조선/기계/중공업,51.22,1.83,21,20
IT하드웨어/반도체,50.54,1.58,47,46
미디어,50.0,0.09,13,13
필수소비재,50.0,0.67,1,1
디스플레이 패널,50.0,0.42,1,1
홈리빙/가구,50.0,1.27,4,4
철강/비철금속,48.84,0.14,21,22
화장품,48.28,1.53,14,15
이차전지 소재,48.28,1.67,14,15
지주회사,47.14,1.43,33,37
유틸리티,46.15,0.34,6,7
기타,45.45,-0.49,5,6
기타금융,44.83,-0.64,13,16
IT소프트웨어,43.96,0.21,40,51
건설,42.42,-0.81,14,19
엔터테인먼트,41.94,-0.49,13,18
정유/화학/가스,40.98,-0.42,25,36
헬스케어,40.74,-0.79,11,16
원자력,40.0,0.57,2,3
창업투자/VC,40.0,-0.36,6,9
로봇,40.0,0.57,8,12
유통/소매,40.0,-0.98,10,15
음식료,39.58,-1.08,19,29
신재생에너지,38.89,1.11,7,11
바이오/제약/신약개발,38.62,-0.95,56,89
진단기기/의료기기,35.48,-0.1,11,20
유통,35.29,-0.24,6,11
건자재,35.29,0.68,12,22
AI,27.27,-3.46,6,16
미용기기,20.0,-2.21,1,4
게임,16.67,-5.03,3,15
방위산업,7.69,-2.58,1,12
