Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,0.78,2,0
이차전지 배터리,100.0,1.18,6,0
유틸리티,93.33,0.67,14,1
운송/항공/물류,93.1,0.99,27,2
미디어,91.3,0.72,21,2
엔터테인먼트,90.0,2.19,27,3
IT하드웨어/반도체,89.36,1.89,84,10
디스플레이 소재,88.89,1.13,8,1
이차전지 장비,88.24,2.76,15,2
반도체 장비,87.76,1.63,43,6
반도체 소재,85.71,1.41,18,3
은행,85.71,0.07,6,1
신재생에너지,84.21,1.9,16,3
지주회사,84.13,1.54,53,10
전력기기,83.87,1.44,26,5
디스플레이 장비,83.33,2.98,15,3
유통,82.35,0.4,14,3
가전제품,80.0,0.94,8,2
원자력,80.0,1.82,4,1
조선/기계/중공업,79.07,1.49,34,9
증권,78.95,0.33,15,4
이차전지 소재,78.57,1.45,22,6
홈리빙/가구,76.92,0.97,10,3
건자재,76.67,1.9,23,7
정유/화학/가스,76.27,1.24,45,14
게임,75.0,0.83,15,5
음식료,73.08,0.3,38,14
통신,72.73,0.62,16,6
유통/소매,70.83,0.63,17,7
의류,70.37,1.12,19,8
자동차 부품,69.49,0.88,41,18
IT소프트웨어,68.97,1.0,60,27
창업투자/VC,66.67,1.59,10,5
철강/비철금속,65.22,0.31,30,16
기타,64.29,-0.4,9,5
건설,62.16,-0.02,23,14
미용기기,60.0,1.28,3,2
방위산업,58.33,0.99,7,5
기타금융,56.25,0.2,18,14
보험,53.85,0.19,7,6
화장품,53.33,-0.2,16,14
필수소비재,50.0,0.06,2,2
진단기기/의료기기,50.0,-0.39,14,14
바이오/제약/신약개발,48.32,-0.35,72,77
헬스케어,48.28,-0.44,14,15
AI,41.67,0.2,10,14
자동차,33.33,-0.24,1,2
