Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,76.92,17.49,10,3
운송/항공/물류,70.37,12.93,19,8
원자력,60.0,3.2,3,2
IT하드웨어/반도체,55.91,4.93,52,41
통신,52.94,8.87,9,8
필수소비재,50.0,0.0,1,1
AI,50.0,9.27,11,11
바이오/제약/신약개발,48.97,1.42,71,74
화장품,48.28,3.51,14,15
전력기기,45.0,5.72,18,22
엔터테인먼트,41.94,-0.29,13,18
반도체 장비,40.43,1.31,19,28
로봇,40.0,8.31,8,12
창업투자/VC,40.0,2.17,6,9
IT소프트웨어,37.36,3.09,34,57
유통/소매,36.0,2.17,9,16
진단기기/의료기기,35.48,-0.69,11,20
이차전지 소재,34.48,3.73,10,19
음식료,33.33,-0.85,16,32
신재생에너지,33.33,-2.74,6,12
반도체 소재,33.33,-2.15,8,16
미디어,30.77,2.61,8,18
유틸리티,30.77,0.09,4,9
헬스케어,29.63,-0.62,8,19
유통,29.41,-1.97,5,12
기타,27.27,0.74,3,8
디스플레이 장비,26.67,-5.39,4,11
자동차 부품,25.45,-2.68,14,41
홈리빙/가구,25.0,-3.83,2,6
가전제품,25.0,3.11,2,6
건설,24.24,-4.72,8,25
철강/비철금속,23.26,-3.65,10,33
기타금융,20.69,-3.92,6,23
의류,20.0,-3.58,5,20
미용기기,20.0,-2.99,1,4
이차전지 장비,20.0,-6.44,3,12
조선/기계/중공업,19.51,-4.62,8,33
지주회사,18.57,-5.04,13,57
건자재,17.65,-4.95,6,28
은행,16.67,-2.99,1,5
보험,14.29,-1.94,2,12
정유/화학/가스,11.48,-5.81,7,54
디스플레이 소재,11.11,-9.67,1,8
게임,11.11,-11.7,2,16
증권,10.53,-5.39,2,17
이차전지 배터리,0.0,-8.11,0,3
자동차,0.0,-5.52,0,3
디스플레이 패널,0.0,-5.12,0,2
