Sector,Ratio,MeanChange,NumPos,NumNeg
보험,42.86,-0.24,6,8
조선/기계/중공업,41.46,-0.41,17,24
유틸리티,38.46,-0.69,5,8
홈리빙/가구,37.5,-2.61,3,5
은행,33.33,-1.4,2,4
철강/비철금속,30.23,0.74,13,30
운송/항공/물류,29.63,-1.31,8,19
의류,24.0,-1.36,6,19
헬스케어,22.22,-1.54,6,21
신재생에너지,22.22,-2.09,4,14
IT소프트웨어,20.88,-1.7,19,72
미용기기,20.0,-1.55,1,4
창업투자/VC,20.0,-1.57,3,12
디스플레이 장비,20.0,-1.47,3,12
건설,18.18,-0.53,6,27
기타,18.18,-0.56,2,9
AI,18.18,-0.76,4,18
바이오/제약/신약개발,17.93,-2.0,26,119
통신,17.65,-1.49,3,14
유통,17.65,-1.37,3,14
게임,16.67,-2.28,3,15
정유/화학/가스,16.39,-1.93,10,51
증권,15.79,-1.41,3,16
미디어,15.38,-1.95,4,22
자동차 부품,14.55,-2.2,8,47
지주회사,14.29,-1.58,10,60
이차전지 소재,13.79,-1.88,4,25
반도체 장비,12.77,-2.11,6,41
반도체 소재,12.5,-2.03,3,21
유통/소매,12.0,-3.1,3,22
IT하드웨어/반도체,10.75,-2.27,10,83
음식료,10.42,-2.54,5,43
화장품,10.34,-3.75,3,26
로봇,10.0,-2.46,2,18
건자재,8.82,-2.94,3,31
방위산업,7.69,-3.38,1,12
기타금융,6.9,-1.24,2,27
이차전지 장비,6.67,-3.24,1,14
전력기기,2.5,-3.07,1,39
필수소비재,0.0,-2.52,0,2
자동차,0.0,-1.7,0,3
진단기기/의료기기,0.0,-2.54,0,31
원자력,0.0,-3.03,0,5
이차전지 배터리,0.0,-1.4,0,3
엔터테인먼트,0.0,-4.35,0,31
디스플레이 소재,0.0,-3.16,0,9
디스플레이 패널,0.0,-3.4,0,2
가전제품,0.0,-2.67,0,8
