Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,61.54,7.06,8,5
홈리빙/가구,50.0,-2.55,4,4
유틸리티,38.46,2.19,5,8
미디어,38.46,-3.79,10,16
의류,36.0,-3.77,9,16
건설,33.33,-2.38,11,22
게임,33.33,-2.96,6,12
정유/화학/가스,29.51,-3.97,18,43
음식료,29.17,-2.2,14,34
창업투자/VC,26.67,-0.21,4,11
건자재,26.47,-4.73,9,25
자동차 부품,25.45,-4.99,14,41
가전제품,25.0,-4.03,2,6
기타금융,24.14,-4.26,7,22
반도체 장비,23.4,-2.4,11,36
IT하드웨어/반도체,22.58,-5.99,21,72
전력기기,22.5,-5.71,9,31
보험,21.43,-4.03,3,11
IT소프트웨어,20.88,-6.47,19,72
유통/소매,20.0,-1.9,5,20
바이오/제약/신약개발,18.62,-8.23,27,118
철강/비철금속,18.6,-8.62,8,35
헬스케어,18.52,-6.41,5,22
유통,17.65,-8.09,3,14
이차전지 소재,17.24,-11.33,5,24
화장품,17.24,-9.29,5,24
은행,16.67,-2.43,1,5
지주회사,14.29,-6.16,10,60
디스플레이 장비,13.33,-9.89,2,13
이차전지 장비,13.33,-13.13,2,13
디스플레이 소재,11.11,-4.37,1,8
운송/항공/물류,11.11,-4.16,3,24
증권,10.53,-2.9,2,17
조선/기계/중공업,9.76,-11.49,4,37
AI,9.09,-16.7,2,20
기타,9.09,-3.72,1,10
반도체 소재,8.33,-9.95,2,22
진단기기/의료기기,6.45,-11.45,2,29
엔터테인먼트,6.45,-11.57,2,29
신재생에너지,5.56,-13.32,1,17
이차전지 배터리,0.0,-14.72,0,3
원자력,0.0,-16.86,0,5
필수소비재,0.0,-1.55,0,2
로봇,0.0,-17.72,0,20
미용기기,0.0,-6.43,0,5
통신,0.0,-13.36,0,17
디스플레이 패널,0.0,-6.73,0,2
자동차,0.0,-9.27,0,3
