Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,100.0,2.24,3,0
운송/항공/물류,100.0,1.81,29,0
디스플레이 패널,100.0,2.6,2,0
은행,100.0,1.35,10,0
원자력,100.0,2.61,6,0
증권,94.74,3.6,18,1
이차전지 소재,93.1,2.04,27,2
반도체 소재,90.91,4.14,20,2
반도체 장비,90.0,3.55,45,5
가전제품,90.0,2.31,9,1
전력기기,89.66,1.45,26,3
IT하드웨어/반도체,89.36,2.95,84,10
유틸리티,86.67,1.18,13,2
의류,85.19,1.97,23,4
보험,84.62,2.06,11,2
기타금융,84.38,0.47,27,5
유통,82.35,3.81,14,3
건설,81.08,1.25,30,7
건자재,80.0,1.47,24,6
신재생에너지,80.0,1.83,16,4
기타,80.0,1.31,12,3
이차전지 배터리,80.0,1.31,4,1
정유/화학/가스,79.31,0.84,46,12
자동차 부품,78.33,2.26,47,13
미디어,78.26,1.25,18,5
디스플레이 장비,77.78,2.73,14,4
디스플레이 소재,77.78,1.65,7,2
홈리빙/가구,76.92,2.42,10,3
이차전지 장비,76.47,0.92,13,4
철강/비철금속,76.09,0.86,35,11
지주회사,73.33,1.26,44,16
AI,70.83,2.29,17,7
IT소프트웨어,70.59,0.91,60,25
창업투자/VC,66.67,0.27,10,5
유통/소매,65.22,0.11,15,8
통신,59.09,-0.14,13,9
음식료,57.69,-0.13,30,22
진단기기/의료기기,53.57,-0.16,15,13
헬스케어,51.72,-0.54,15,14
조선/기계/중공업,51.16,-0.7,22,21
게임,50.0,-0.32,10,10
필수소비재,50.0,0.73,2,2
엔터테인먼트,43.33,-1.05,13,17
바이오/제약/신약개발,36.91,-0.83,55,94
화장품,26.67,0.68,8,22
미용기기,20.0,-1.93,1,4
방위산업,16.67,-4.35,2,10
