Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,0.6,2,0
이차전지 배터리,100.0,1.02,6,0
유틸리티,93.33,0.53,14,1
반도체 소재,90.48,1.36,19,2
엔터테인먼트,90.0,2.09,27,3
운송/항공/물류,89.66,0.94,26,3
디스플레이 소재,88.89,1.32,8,1
지주회사,88.71,1.57,55,7
IT하드웨어/반도체,88.3,1.86,83,11
이차전지 장비,88.24,2.68,15,2
은행,85.71,0.09,6,1
신재생에너지,85.0,1.87,17,3
반도체 장비,83.67,1.56,41,8
디스플레이 장비,83.33,2.76,15,3
미디어,82.61,0.67,19,4
전력기기,80.65,1.41,25,6
원자력,80.0,1.84,4,1
건자재,80.0,1.9,24,6
가전제품,80.0,0.96,8,2
이차전지 소재,78.57,1.52,22,6
유통/소매,75.0,0.61,18,6
음식료,75.0,0.36,39,13
자동차 부품,74.58,0.92,44,15
증권,73.68,0.29,14,5
정유/화학/가스,72.88,1.29,43,16
통신,72.73,0.61,16,6
조선/기계/중공업,72.09,1.46,31,12
IT소프트웨어,71.26,0.96,62,25
유통,70.59,0.33,12,5
의류,70.37,1.03,19,8
게임,70.0,0.75,14,6
홈리빙/가구,69.23,0.97,9,4
철강/비철금속,67.39,0.33,31,15
자동차,66.67,-0.12,2,1
창업투자/VC,66.67,1.57,10,5
건설,64.86,0.07,24,13
기타,64.29,-0.18,9,5
방위산업,58.33,1.02,7,5
보험,53.85,0.23,7,6
화장품,53.33,-0.22,16,14
기타금융,53.12,0.17,17,15
헬스케어,51.72,-0.33,15,14
진단기기/의료기기,50.0,-0.28,14,14
필수소비재,50.0,0.0,2,2
AI,50.0,0.2,12,12
바이오/제약/신약개발,49.32,-0.28,73,75
미용기기,20.0,0.99,1,4
