Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,61.54,15.38,8,5
미용기기,60.0,10.26,3,2
조선/기계/중공업,58.54,15.28,24,17
로봇,50.0,26.91,10,10
통신,47.06,0.36,8,9
IT소프트웨어,42.86,8.08,39,52
엔터테인먼트,41.94,-1.92,13,18
음식료,41.67,1.88,20,28
AI,40.91,5.61,9,13
원자력,40.0,-7.87,2,3
건설,39.39,13.38,13,20
홈리빙/가구,37.5,6.31,3,5
창업투자/VC,33.33,5.93,5,10
건자재,29.41,-9.39,10,24
유통,29.41,-2.69,5,12
유통/소매,28.0,-4.73,7,18
게임,27.78,-16.23,5,13
지주회사,27.14,-7.22,19,51
헬스케어,25.93,-12.04,7,20
철강/비철금속,25.58,-5.67,11,32
자동차 부품,25.45,18.65,14,41
전력기기,25.0,-11.41,10,30
미디어,23.08,-10.47,6,20
유틸리티,23.08,-8.62,3,10
신재생에너지,22.22,-5.67,4,14
IT하드웨어/반도체,21.51,-10.43,20,73
의류,20.0,-12.84,5,20
바이오/제약/신약개발,18.62,-11.79,27,118
기타,18.18,-8.94,2,9
화장품,17.24,-16.59,5,24
반도체 소재,16.67,-19.21,4,20
정유/화학/가스,16.39,-14.29,10,51
보험,14.29,-12.71,2,12
반도체 장비,12.77,-18.6,6,41
가전제품,12.5,-15.16,1,7
디스플레이 소재,11.11,-24.56,1,8
운송/항공/물류,11.11,-13.62,3,24
기타금융,10.34,-10.12,3,26
디스플레이 장비,6.67,-22.15,1,14
이차전지 장비,6.67,-35.23,1,14
진단기기/의료기기,6.45,-18.5,2,29
증권,5.26,-13.17,1,18
이차전지 소재,0.0,-50.36,0,29
이차전지 배터리,0.0,-32.95,0,3
필수소비재,0.0,-2.96,0,2
디스플레이 패널,0.0,-34.08,0,2
은행,0.0,-15.58,0,6
자동차,0.0,-27.59,0,3
