Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,76.92,0.55,10,3
미용기기,60.0,0.1,3,2
바이오/제약/신약개발,53.79,0.96,78,67
미디어,50.0,0.44,13,13
은행,50.0,-0.88,3,3
진단기기/의료기기,48.39,-0.19,15,16
유통,47.06,-0.23,8,9
지주회사,45.71,-0.39,32,38
기타,45.45,1.33,5,6
운송/항공/물류,44.44,-0.02,12,15
게임,44.44,0.05,8,10
조선/기계/중공업,43.9,-0.16,18,23
보험,42.86,-1.07,6,8
음식료,41.67,-0.42,20,28
정유/화학/가스,40.98,-0.39,25,36
의류,40.0,-0.6,10,15
방위산업,38.46,0.04,5,8
IT소프트웨어,37.36,-0.49,34,57
헬스케어,37.04,-0.24,10,17
엔터테인먼트,35.48,0.51,11,20
디스플레이 소재,33.33,-1.18,3,6
이차전지 배터리,33.33,-1.28,1,2
철강/비철금속,32.56,-1.13,14,29
건자재,32.35,-0.69,11,23
유통/소매,32.0,-0.69,8,17
AI,31.82,-0.46,7,15
이차전지 소재,31.03,-0.8,9,20
전력기기,30.0,-0.74,12,28
화장품,27.59,-1.3,8,21
기타금융,27.59,0.73,8,21
자동차 부품,27.27,-1.7,15,40
창업투자/VC,26.67,-2.58,4,11
증권,26.32,-0.63,5,14
IT하드웨어/반도체,25.81,-1.17,24,69
로봇,25.0,-2.03,5,15
가전제품,25.0,-0.88,2,6
건설,24.24,-2.12,8,25
원자력,20.0,-1.04,1,4
통신,17.65,-2.15,3,14
신재생에너지,16.67,-2.77,3,15
반도체 소재,16.67,-1.37,4,20
이차전지 장비,13.33,-0.68,2,13
홈리빙/가구,12.5,-1.34,1,7
반도체 장비,8.51,-3.32,4,43
필수소비재,0.0,-1.18,0,2
디스플레이 장비,0.0,-2.68,0,15
자동차,0.0,-1.95,0,3
디스플레이 패널,0.0,-0.63,0,2
