Sector,Ratio,MeanChange,NumPos,NumNeg
미디어,34.62,2.13,9,17
게임,33.33,-0.18,6,12
AI,31.82,-4.59,7,15
기타금융,31.03,-3.19,9,20
IT소프트웨어,29.67,-5.04,27,64
음식료,29.17,-5.75,14,34
유통/소매,28.0,-5.74,7,18
엔터테인먼트,25.81,-9.11,8,23
홈리빙/가구,25.0,0.89,2,6
의류,24.0,-7.85,6,19
통신,23.53,-13.03,4,13
건설,21.21,2.58,7,26
로봇,20.0,-11.82,4,16
창업투자/VC,20.0,-12.02,3,12
헬스케어,18.52,-11.36,5,22
유통,17.65,-6.49,3,14
지주회사,17.14,-7.63,12,58
조선/기계/중공업,17.07,-11.71,7,34
신재생에너지,16.67,-10.98,3,15
은행,16.67,-6.43,1,5
바이오/제약/신약개발,15.86,-14.47,23,122
보험,14.29,-6.33,2,12
철강/비철금속,13.95,-12.05,6,37
IT하드웨어/반도체,12.9,-13.23,12,81
자동차 부품,12.73,-9.15,7,48
가전제품,12.5,-13.46,1,7
디스플레이 소재,11.11,-15.28,1,8
운송/항공/물류,11.11,-8.96,3,24
증권,10.53,-8.93,2,17
화장품,10.34,-15.15,3,26
전력기기,10.0,-13.21,4,36
진단기기/의료기기,9.68,-13.05,3,28
기타,9.09,-10.85,1,10
건자재,8.82,-9.42,3,31
정유/화학/가스,8.2,-12.36,5,56
유틸리티,7.69,-8.76,1,12
디스플레이 장비,6.67,-21.0,1,14
반도체 장비,4.26,-17.41,2,45
반도체 소재,4.17,-18.07,1,23
원자력,0.0,-26.25,0,5
필수소비재,0.0,-7.35,0,2
자동차,0.0,-5.38,0,3
이차전지 장비,0.0,-28.88,0,15
이차전지 소재,0.0,-22.89,0,29
이차전지 배터리,0.0,-10.46,0,3
미용기기,0.0,-17.44,0,5
디스플레이 패널,0.0,-21.34,0,2
방위산업,0.0,-27.43,0,13
