Sector,Ratio,MeanChange,NumPos,NumNeg
기타,100.0,3.81,10,0
이차전지 배터리,100.0,5.51,3,0
자동차,100.0,1.98,3,0
필수소비재,100.0,1.18,2,0
증권,100.0,16.32,20,0
은행,100.0,4.34,6,0
이차전지 장비,100.0,11.75,15,0
보험,100.0,9.61,14,0
가전제품,100.0,3.23,8,0
지주회사,98.67,13.63,74,1
음식료,91.67,4.4,44,4
의류,91.67,6.7,22,2
건자재,91.18,4.83,31,3
정유/화학/가스,90.0,6.02,54,6
로봇,89.47,5.76,17,2
신재생에너지,89.47,7.71,17,2
운송/항공/물류,88.89,3.11,24,3
게임,88.89,4.87,16,2
이차전지 소재,88.46,9.0,23,3
철강/비철금속,88.37,3.96,38,5
유통,88.24,4.28,15,2
반도체 장비,87.23,3.28,41,6
화장품,85.71,3.33,24,4
자동차 부품,83.64,3.51,46,9
통신,83.33,8.96,15,3
유틸리티,83.33,4.42,10,2
IT소프트웨어,82.98,6.65,78,16
엔터테인먼트,81.25,5.29,26,6
홈리빙/가구,80.0,2.46,8,2
IT하드웨어/반도체,80.0,3.74,76,19
창업투자/VC,80.0,9.34,12,3
헬스케어,79.31,2.15,23,6
건설,77.14,4.43,27,8
AI,76.19,7.73,16,5
미디어,76.0,2.94,19,6
디스플레이 장비,75.0,2.34,12,4
반도체 소재,69.57,2.85,16,7
기타금융,68.97,1.88,20,9
디스플레이 패널,66.67,1.21,2,1
바이오/제약/신약개발,57.33,0.53,86,64
조선/기계/중공업,55.81,1.56,24,19
디스플레이 소재,55.56,2.34,5,4
전력기기,50.0,0.49,20,20
미용기기,50.0,2.77,2,2
진단기기/의료기기,46.88,-0.91,15,17
원자력,40.0,-4.62,2,3
방위산업,30.77,-0.69,4,9
