Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,5.31,6,0
보험,100.0,3.28,15,0
디스플레이 패널,100.0,3.02,2,0
자동차,100.0,2.81,3,0
은행,100.0,9.43,7,0
증권,94.44,5.44,17,1
유틸리티,94.12,1.86,16,1
신재생에너지,92.86,8.68,26,2
지주회사,87.32,2.5,62,9
정유/화학/가스,84.29,2.52,59,11
이차전지 소재,82.86,2.67,29,6
자동차 부품,81.73,2.17,85,19
건설/건자재,80.2,2.48,81,20
이차전지 배터리,80.0,2.16,4,1
헬스케어/진단,79.59,3.87,39,10
반도체 소재,78.57,2.63,22,6
금융,78.46,2.45,51,14
반도체 장비,77.78,3.69,49,14
철강/비철금속,77.27,1.32,51,15
조선/기계/중공업,75.68,2.45,56,18
이차전지 장비,73.91,2.97,17,6
디스플레이 소재,73.33,2.52,11,4
통신,72.73,2.58,24,9
기타,72.37,1.92,55,21
전력기기,72.09,3.35,31,12
IT하드웨어/반도체,71.23,1.73,104,42
바이오/신약개발,70.21,3.06,132,56
의류,67.57,-0.33,25,12
유통/소매,64.29,1.02,36,20
엔터테인먼트,62.5,0.19,20,12
운송/항공/물류,61.76,1.51,21,13
미디어,61.36,0.71,27,17
디스플레이 장비,60.0,0.85,15,10
미용기기,60.0,-1.37,3,2
게임,58.33,0.82,14,10
필수소비재,57.81,0.6,37,27
IT소프트웨어,55.56,1.49,85,68
의료기기,52.17,1.47,24,22
방위산업,47.06,0.44,8,9
화장품,43.24,-0.86,16,21
AI,33.33,-1.05,13,26
