Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,0.77,6,0
미용기기,100.0,3.38,5,0
은행,71.43,0.84,5,2
화장품,70.27,1.3,26,11
게임,66.67,0.83,16,8
보험,66.67,0.46,10,5
유틸리티,64.71,-0.2,11,6
지주회사,63.38,0.34,45,26
헬스케어/진단,63.27,1.4,31,18
이차전지 배터리,60.0,-0.56,3,2
방위산업,58.82,0.63,10,7
증권,55.56,0.08,10,8
조선/기계/중공업,54.05,0.86,40,34
전력기기,53.49,0.14,23,20
엔터테인먼트,53.12,0.48,17,15
유통/소매,51.79,-0.19,29,27
자동차 부품,50.96,-0.02,53,51
금융,50.77,-0.34,33,32
건설/건자재,50.5,-0.25,51,50
디스플레이 패널,50.0,-0.07,1,1
의류,48.65,-0.53,18,19
필수소비재,48.44,-0.07,31,33
미디어,47.73,0.17,21,23
기타,47.37,-0.26,36,40
바이오/신약개발,47.34,0.03,89,99
운송/항공/물류,47.06,-0.41,16,18
IT소프트웨어,47.06,-0.24,72,81
통신,45.45,0.16,15,18
의료기기,43.48,-0.29,20,26
반도체 장비,42.86,-0.29,27,36
AI,41.03,0.34,16,23
디스플레이 소재,40.0,-0.23,6,9
IT하드웨어/반도체,39.73,-0.37,58,88
신재생에너지,39.29,-0.81,11,17
정유/화학/가스,38.57,-0.1,27,43
이차전지 장비,34.78,0.78,8,15
자동차,33.33,-0.64,1,2
철강/비철금속,33.33,-0.41,22,44
반도체 소재,25.0,-0.77,7,21
디스플레이 장비,24.0,-0.56,6,19
이차전지 소재,20.0,-0.84,7,28
