Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,52.86,5,0
은행,100.0,7.89,6,0
증권,89.47,17.0,17,2
가전제품,87.5,14.48,7,1
조선/기계/중공업,85.37,40.34,35,6
로봇,85.0,69.13,17,3
신재생에너지,83.33,61.65,15,3
기타금융,79.31,5.75,23,6
헬스케어,77.78,22.34,21,6
반도체 장비,74.47,12.85,35,12
AI,72.73,51.84,16,6
화장품,72.41,23.88,21,8
반도체 소재,70.83,15.3,17,7
전력기기,70.0,23.99,28,12
건설,69.7,28.15,23,10
IT소프트웨어,68.13,24.09,62,29
유통/소매,68.0,10.29,17,8
지주회사,67.14,12.25,47,23
디스플레이 소재,66.67,8.45,6,3
통신,64.71,11.27,11,6
의류,64.0,10.05,16,9
정유/화학/가스,63.93,8.35,39,22
홈리빙/가구,62.5,12.65,5,3
음식료,62.5,14.94,30,18
방위산업,61.54,25.4,8,5
엔터테인먼트,61.29,25.33,19,12
IT하드웨어/반도체,59.14,13.36,55,38
철강/비철금속,55.81,6.19,24,19
기타,54.55,3.83,6,5
유틸리티,53.85,4.69,7,6
창업투자/VC,53.33,16.33,8,7
유통,52.94,16.1,9,8
자동차 부품,50.91,23.27,28,27
건자재,50.0,3.45,17,17
미디어,50.0,3.44,13,13
필수소비재,50.0,-1.92,1,1
디스플레이 장비,46.67,10.49,7,8
진단기기/의료기기,45.16,6.64,14,17
게임,44.44,-2.73,8,10
바이오/제약/신약개발,44.14,14.34,64,81
보험,42.86,-0.63,6,8
원자력,40.0,10.51,2,3
운송/항공/물류,29.63,-3.64,8,19
이차전지 장비,26.67,-6.2,4,11
이차전지 소재,6.9,-29.02,2,27
이차전지 배터리,0.0,-22.36,0,3
자동차,0.0,-14.2,0,3
디스플레이 패널,0.0,-11.05,0,2
