Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,65.36,4,0
증권,100.0,29.89,20,0
은행,100.0,8.27,6,0
화장품,89.29,34.84,25,3
가전제품,87.5,15.17,7,1
조선/기계/중공업,86.05,44.3,37,6
방위산업,84.62,51.52,11,2
의류,83.33,19.65,20,4
신재생에너지,83.33,51.36,15,3
건설,82.86,26.77,29,6
반도체 소재,82.61,18.75,19,4
홈리빙/가구,80.0,10.1,8,2
지주회사,79.17,23.52,57,15
통신,77.78,28.72,14,4
헬스케어,75.86,22.81,22,7
음식료,75.0,17.0,36,12
전력기기,72.5,23.13,29,11
로봇,72.22,59.25,13,5
반도체 장비,70.21,15.35,33,14
정유/화학/가스,70.0,12.38,42,18
기타금융,68.97,4.56,20,9
IT소프트웨어,67.02,28.33,63,31
유틸리티,66.67,9.02,8,4
IT하드웨어/반도체,65.96,18.19,62,32
철강/비철금속,65.12,9.7,28,15
AI,61.9,30.11,13,8
자동차 부품,61.11,18.38,33,21
기타,60.0,8.4,6,4
원자력,60.0,19.91,3,2
엔터테인먼트,59.38,26.03,19,13
건자재,58.82,4.2,20,14
진단기기/의료기기,56.25,9.22,18,14
디스플레이 장비,56.25,15.55,9,7
디스플레이 소재,55.56,6.97,5,4
창업투자/VC,53.33,17.16,8,7
바이오/제약/신약개발,53.33,17.54,80,70
유통,52.94,15.39,9,8
미디어,50.0,3.25,12,12
보험,50.0,7.74,7,7
이차전지 장비,40.0,6.57,6,9
운송/항공/물류,37.04,-2.79,10,17
게임,33.33,-3.97,6,12
디스플레이 패널,33.33,4.4,1,2
이차전지 소재,11.54,-27.53,3,23
자동차,0.0,-15.03,0,3
이차전지 배터리,0.0,-21.19,0,3
필수소비재,0.0,-4.96,0,2
