Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,8.29,5,0
은행,66.67,-1.39,4,2
조선/기계/중공업,65.85,3.62,27,14
전력기기,62.5,3.15,25,15
유틸리티,61.54,2.83,8,5
신재생에너지,61.11,9.91,11,7
보험,57.14,2.02,8,6
의류,56.0,-0.4,14,11
기타금융,55.17,1.4,16,13
방위산업,53.85,-0.26,7,6
가전제품,50.0,0.49,4,4
필수소비재,50.0,-1.0,1,1
로봇,50.0,5.18,10,10
지주회사,47.14,1.34,33,37
기타,45.45,1.3,5,6
바이오/제약/신약개발,42.07,0.99,61,84
진단기기/의료기기,41.94,0.88,13,18
미용기기,40.0,-2.45,2,3
정유/화학/가스,39.34,-1.55,24,37
음식료,37.5,-0.14,18,30
증권,36.84,-0.83,7,12
엔터테인먼트,35.48,0.17,11,20
화장품,34.48,-2.2,10,19
운송/항공/물류,33.33,0.04,9,18
게임,33.33,-2.66,6,12
디스플레이 소재,33.33,-2.85,3,6
헬스케어,33.33,0.86,9,18
IT소프트웨어,31.87,-3.25,29,62
자동차 부품,30.91,-3.63,17,38
유통,29.41,-0.5,5,12
반도체 소재,29.17,-1.34,7,17
AI,27.27,-6.29,6,16
미디어,26.92,-0.94,7,19
IT하드웨어/반도체,25.81,-3.71,24,69
건설,21.21,-5.12,7,26
건자재,20.59,-2.82,7,27
유통/소매,20.0,-3.35,5,20
창업투자/VC,20.0,-4.99,3,12
반도체 장비,19.15,-3.63,9,38
철강/비철금속,16.28,-3.35,7,36
이차전지 소재,13.79,-5.39,4,25
이차전지 장비,13.33,-4.56,2,13
홈리빙/가구,12.5,-4.71,1,7
디스플레이 장비,6.67,-5.17,1,14
통신,5.88,-5.53,1,16
이차전지 배터리,0.0,-6.83,0,3
자동차,0.0,-2.02,0,3
디스플레이 패널,0.0,-3.05,0,2
