Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,4.56,2,0
기타,40.0,-0.71,4,6
홈리빙/가구,40.0,4.81,4,6
AI,38.1,-8.09,8,13
창업투자/VC,33.33,-0.67,5,10
건설,28.57,6.06,10,25
게임,27.78,-7.84,5,13
헬스케어,27.59,-9.64,8,21
IT소프트웨어,25.53,-2.87,24,70
음식료,25.0,-3.47,12,36
미용기기,25.0,-5.6,1,3
신재생에너지,22.22,-8.18,4,14
보험,21.43,-7.34,3,11
화장품,17.86,-9.98,5,23
유통,17.65,-4.16,3,14
건자재,17.65,-6.61,6,28
미디어,16.67,-6.85,4,20
철강/비철금속,16.28,-12.03,7,36
진단기기/의료기기,15.62,-11.46,5,27
엔터테인먼트,15.62,-10.12,5,27
지주회사,15.28,-6.58,11,61
바이오/제약/신약개발,14.0,-8.28,21,129
정유/화학/가스,13.33,-11.06,8,52
자동차 부품,12.96,-8.44,7,47
의류,12.5,-7.61,3,21
조선/기계/중공업,11.63,-10.75,5,38
디스플레이 소재,11.11,-21.09,1,8
기타금융,10.34,-4.54,3,26
전력기기,10.0,-16.97,4,36
IT하드웨어/반도체,8.51,-16.79,8,86
유틸리티,8.33,-5.8,1,11
방위산업,7.69,-16.71,1,12
이차전지 장비,6.67,-17.5,1,14
반도체 장비,6.38,-17.91,3,44
디스플레이 장비,6.25,-17.5,1,15
로봇,5.56,-22.48,1,17
통신,5.56,-11.99,1,17
증권,5.0,-8.25,1,19
반도체 소재,4.35,-15.97,1,22
원자력,0.0,-22.99,0,5
은행,0.0,-10.19,0,6
이차전지 소재,0.0,-22.86,0,26
이차전지 배터리,0.0,-14.07,0,3
자동차,0.0,-13.2,0,3
디스플레이 패널,0.0,-17.69,0,3
가전제품,0.0,-11.45,0,8
운송/항공/물류,0.0,-12.74,0,27
