Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,100.0,1.28,3,0
은행,83.33,0.37,5,1
원자력,80.0,9.89,4,1
증권,73.68,1.13,14,5
기타금융,68.97,1.08,20,9
이차전지 배터리,66.67,0.78,2,1
지주회사,65.71,0.48,46,24
가전제품,62.5,-0.3,5,3
음식료,62.5,0.46,30,18
방위산업,61.54,0.66,8,5
게임,61.11,1.45,11,7
유통/소매,60.0,0.32,15,10
통신,58.82,0.11,10,7
보험,57.14,-0.32,8,6
조선/기계/중공업,56.1,0.52,23,18
의류,56.0,0.12,14,11
기타,54.55,0.42,6,5
철강/비철금속,53.49,0.33,23,20
헬스케어,51.85,-0.41,14,13
건설,51.52,0.44,17,16
홈리빙/가구,50.0,0.27,4,4
신재생에너지,50.0,0.3,9,9
디스플레이 패널,50.0,-1.18,1,1
자동차 부품,47.27,-0.1,26,29
바이오/제약/신약개발,46.9,0.29,68,77
진단기기/의료기기,45.16,0.48,14,17
전력기기,45.0,0.49,18,22
이차전지 소재,44.83,-0.21,13,16
건자재,44.12,-0.12,15,19
정유/화학/가스,42.62,-0.09,26,35
유통,41.18,0.49,7,10
IT소프트웨어,38.46,-0.53,35,56
화장품,37.93,-0.62,11,18
디스플레이 소재,33.33,-1.82,3,6
이차전지 장비,33.33,-1.35,5,10
운송/항공/물류,33.33,-0.21,9,18
반도체 장비,31.91,-1.82,15,32
미디어,30.77,-0.35,8,18
엔터테인먼트,25.81,-1.32,8,23
반도체 소재,25.0,-1.71,6,18
유틸리티,23.08,-0.98,3,10
IT하드웨어/반도체,22.58,-1.88,21,72
미용기기,20.0,-0.62,1,4
디스플레이 장비,20.0,-1.11,3,12
AI,13.64,-3.65,3,19
창업투자/VC,6.67,-2.26,1,14
필수소비재,0.0,-0.44,0,2
로봇,0.0,-5.43,0,20
