Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,3.59,2,0
게임,83.33,2.12,15,3
유틸리티,76.92,1.42,10,3
엔터테인먼트,70.97,1.12,22,9
미디어,57.69,1.06,15,11
헬스케어,55.56,0.43,15,12
철강/비철금속,53.49,0.76,23,20
가전제품,50.0,1.08,4,4
필수소비재,50.0,-0.08,1,1
진단기기/의료기기,48.39,0.16,15,16
창업투자/VC,46.67,-0.18,7,8
조선/기계/중공업,46.34,0.33,19,22
반도체 소재,45.83,0.05,11,13
전력기기,45.0,-0.03,18,22
운송/항공/물류,44.44,-0.38,12,15
IT소프트웨어,42.86,-0.2,39,52
바이오/제약/신약개발,42.07,-0.56,61,84
원자력,40.0,-0.03,2,3
IT하드웨어/반도체,39.78,-0.5,37,56
정유/화학/가스,37.7,-0.52,23,38
건설,36.36,0.17,12,21
반도체 장비,36.17,-0.72,17,30
통신,35.29,-0.51,6,11
건자재,35.29,-0.27,12,22
자동차,33.33,-2.08,1,2
디스플레이 장비,33.33,-0.78,5,10
신재생에너지,33.33,-0.4,6,12
증권,31.58,-0.6,6,13
지주회사,31.43,-0.86,22,48
음식료,31.25,-0.48,15,33
방위산업,30.77,-0.54,4,9
로봇,30.0,0.3,6,14
유통/소매,28.0,-0.03,7,18
기타금융,27.59,-1.06,8,21
자동차 부품,27.27,-1.26,15,40
AI,27.27,-1.23,6,16
이차전지 장비,26.67,-0.44,4,11
홈리빙/가구,25.0,-0.82,2,6
유통,23.53,-1.05,4,13
디스플레이 소재,22.22,-1.59,2,7
화장품,20.69,-1.26,6,23
미용기기,20.0,-1.04,1,4
이차전지 소재,17.24,-1.75,5,24
의류,16.0,-1.9,4,21
기타,9.09,-0.6,1,10
보험,7.14,-1.83,1,13
이차전지 배터리,0.0,-2.61,0,3
은행,0.0,-3.78,0,6
