Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,16.83,19,0
유틸리티,92.31,10.98,12,1
지주회사,87.14,11.37,61,9
기타금융,86.21,3.93,25,4
방위산업,84.62,8.27,11,2
은행,83.33,6.11,5,1
의류,80.0,8.86,20,5
전력기기,80.0,9.39,32,8
원자력,80.0,15.49,4,1
보험,78.57,11.65,11,3
유통,76.47,10.51,13,4
화장품,75.86,9.16,22,7
건설,72.73,5.44,24,9
미디어,69.23,3.55,18,8
조선/기계/중공업,68.29,8.23,28,13
엔터테인먼트,67.74,7.87,21,10
헬스케어,66.67,7.58,18,9
가전제품,62.5,6.34,5,3
홈리빙/가구,62.5,-0.34,5,3
IT소프트웨어,60.44,3.59,55,36
미용기기,60.0,2.54,3,2
운송/항공/물류,59.26,2.98,16,11
통신,58.82,0.19,10,7
유통/소매,56.0,1.83,14,11
신재생에너지,55.56,6.37,10,8
게임,55.56,0.54,10,8
음식료,52.08,1.66,25,23
철강/비철금속,51.16,-0.69,22,21
필수소비재,50.0,1.27,1,1
건자재,50.0,0.92,17,17
디스플레이 패널,50.0,1.7,1,1
바이오/제약/신약개발,49.66,3.39,72,73
정유/화학/가스,45.9,0.16,28,33
기타,45.45,4.42,5,6
자동차 부품,43.64,-2.43,24,31
반도체 장비,42.55,0.7,20,27
진단기기/의료기기,41.94,3.58,13,18
IT하드웨어/반도체,41.94,-0.87,39,54
이차전지 장비,40.0,-2.0,6,9
반도체 소재,37.5,-0.72,9,15
자동차,33.33,-0.88,1,2
디스플레이 소재,33.33,-3.63,3,6
로봇,30.0,2.18,6,14
AI,27.27,-5.04,6,16
창업투자/VC,26.67,-6.78,4,11
디스플레이 장비,26.67,-2.86,4,11
이차전지 소재,13.79,-10.21,4,25
이차전지 배터리,0.0,-8.51,0,3
