Sector,Ratio,MeanChange,NumPos,NumNeg
은행,100.0,15.94,10,0
신재생에너지,100.0,35.74,20,0
자동차,100.0,8.0,3,0
디스플레이 패널,100.0,11.36,2,0
유틸리티,100.0,9.89,15,0
미용기기,100.0,24.39,5,0
원자력,100.0,19.45,6,0
전력기기,100.0,16.34,29,0
기타금융,96.88,7.32,31,1
운송/항공/물류,96.55,9.13,28,1
AI,95.83,12.39,23,1
반도체 소재,95.45,11.54,21,1
지주회사,95.0,12.09,57,3
증권,94.74,21.16,18,1
조선/기계/중공업,93.02,13.77,40,3
보험,92.31,11.76,12,1
반도체 장비,92.0,10.63,46,4
방위산업,91.67,12.55,11,1
가전제품,90.0,10.62,9,1
헬스케어,89.66,15.96,26,3
의류,88.89,10.2,24,3
디스플레이 장비,88.89,11.73,16,2
자동차 부품,88.33,7.92,53,7
IT하드웨어/반도체,88.3,11.98,83,11
유통,88.24,6.26,15,2
기타,86.67,8.21,13,2
창업투자/VC,86.67,9.69,13,2
화장품,86.67,9.58,26,4
건자재,86.67,12.55,26,4
건설,86.49,7.38,32,5
음식료,80.77,5.79,42,10
엔터테인먼트,80.0,12.47,24,6
유통/소매,78.26,7.05,18,5
디스플레이 소재,77.78,7.62,7,2
IT소프트웨어,77.65,9.86,66,19
정유/화학/가스,77.59,6.0,45,13
통신,77.27,8.56,17,5
홈리빙/가구,76.92,5.8,10,3
필수소비재,75.0,4.97,3,1
진단기기/의료기기,75.0,7.36,21,7
미디어,73.91,17.3,17,6
이차전지 장비,70.59,11.8,12,5
바이오/제약/신약개발,68.46,7.44,102,47
게임,65.0,5.69,13,7
이차전지 소재,62.07,1.63,18,11
이차전지 배터리,60.0,5.03,3,2
철강/비철금속,56.52,1.83,26,20
