Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,3.88,4,0
신재생에너지,83.33,2.09,15,3
화장품,78.57,1.5,22,6
AI,71.43,2.61,15,6
IT소프트웨어,70.21,1.6,66,28
게임,66.67,1.43,12,6
로봇,66.67,1.44,12,6
엔터테인먼트,65.62,1.43,21,11
헬스케어,62.07,0.97,18,11
반도체 소재,60.87,0.23,14,9
기타,60.0,0.74,6,4
창업투자/VC,60.0,1.58,9,6
조선/기계/중공업,55.81,0.37,24,19
이차전지 장비,53.33,0.56,8,7
IT하드웨어/반도체,52.13,0.28,49,45
홈리빙/가구,50.0,0.33,5,5
필수소비재,50.0,-0.01,1,1
전력기기,50.0,0.38,20,20
디스플레이 장비,50.0,0.45,8,8
가전제품,50.0,0.46,4,4
기타금융,48.28,-0.36,14,15
운송/항공/물류,48.15,0.1,13,14
반도체 장비,46.81,0.03,22,25
이차전지 소재,46.15,0.04,12,14
미디어,45.83,0.07,11,13
디스플레이 소재,44.44,-1.27,4,5
정유/화학/가스,43.33,0.09,26,34
유틸리티,41.67,-0.09,5,7
음식료,39.58,-0.5,19,29
방위산업,38.46,0.21,5,8
진단기기/의료기기,37.5,-0.36,12,20
지주회사,37.5,-0.41,27,45
건설,37.14,-0.72,13,22
자동차 부품,37.04,-0.94,20,34
바이오/제약/신약개발,36.67,-0.41,55,95
건자재,35.29,-0.32,12,22
유통,35.29,-0.22,6,11
이차전지 배터리,33.33,-0.1,1,2
디스플레이 패널,33.33,-1.87,1,2
통신,33.33,-0.8,6,12
보험,28.57,-1.01,4,10
증권,25.0,-1.61,5,15
철강/비철금속,23.26,-1.17,10,33
의류,20.83,-0.84,5,19
원자력,20.0,-1.43,1,4
은행,16.67,-2.39,1,5
자동차,0.0,-1.04,0,3
