Sector,Ratio,MeanChange,NumPos,NumNeg
이차전지 장비,100.0,7.74,15,0
디스플레이 패널,100.0,3.16,2,0
이차전지 배터리,100.0,5.83,3,0
자동차,100.0,1.73,3,0
이차전지 소재,93.1,6.3,27,2
지주회사,90.0,2.42,63,7
증권,84.21,1.8,16,3
게임,83.33,1.68,15,3
반도체 소재,83.33,1.62,20,4
정유/화학/가스,81.97,2.21,50,11
반도체 장비,80.85,1.86,38,9
창업투자/VC,80.0,1.59,12,3
자동차 부품,78.18,0.95,43,12
유틸리티,76.92,0.49,10,3
IT하드웨어/반도체,76.34,1.67,71,22
IT소프트웨어,75.82,1.09,69,22
철강/비철금속,74.42,1.7,32,11
건자재,73.53,0.6,25,9
디스플레이 장비,73.33,1.02,11,4
기타,72.73,0.36,8,3
유통/소매,72.0,0.39,18,7
보험,71.43,1.54,10,4
엔터테인먼트,70.97,1.05,22,9
유통,70.59,0.76,12,5
운송/항공/물류,70.37,0.41,19,8
미디어,69.23,0.82,18,8
디스플레이 소재,66.67,1.98,6,3
건설,66.67,0.97,22,11
로봇,65.0,0.18,13,7
통신,64.71,1.02,11,6
미용기기,60.0,0.07,3,2
음식료,58.33,0.13,28,20
의류,56.0,0.28,14,11
신재생에너지,55.56,-0.28,10,8
기타금융,55.17,0.04,16,13
헬스케어,51.85,-0.29,14,13
필수소비재,50.0,-0.01,1,1
은행,50.0,0.05,3,3
홈리빙/가구,50.0,-0.32,4,4
AI,50.0,0.81,11,11
가전제품,50.0,-0.15,4,4
바이오/제약/신약개발,41.38,-0.66,60,85
진단기기/의료기기,38.71,-1.09,12,19
조선/기계/중공업,34.15,-1.53,14,27
전력기기,32.5,-2.14,13,27
화장품,27.59,-0.53,8,21
방위산업,7.69,-2.64,1,12
원자력,0.0,-4.78,0,5
