Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,12.53,19,0
유틸리티,100.0,6.69,15,0
미용기기,100.0,9.85,5,0
원자력,100.0,16.73,6,0
엔터테인먼트,93.33,14.24,28,2
창업투자/VC,93.33,22.2,14,1
전력기기,93.1,10.96,27,2
이차전지 소재,93.1,6.58,27,2
AI,91.67,16.38,22,2
건자재,90.0,14.65,27,3
신재생에너지,90.0,20.34,18,2
조선/기계/중공업,88.37,11.58,38,5
이차전지 장비,88.24,5.22,15,2
유통/소매,86.96,7.73,20,3
기타,86.67,8.14,13,2
건설,86.49,26.84,32,5
보험,84.62,6.09,11,2
기타금융,84.38,3.72,27,5
IT소프트웨어,83.53,9.39,71,14
방위산업,83.33,8.82,10,2
유통,82.35,5.44,14,3
지주회사,81.67,6.68,49,11
은행,80.0,8.52,8,2
가전제품,80.0,4.07,8,2
진단기기/의료기기,78.57,5.88,22,6
미디어,78.26,15.24,18,5
디스플레이 소재,77.78,6.07,7,2
통신,77.27,5.78,17,5
헬스케어,75.86,9.16,22,7
바이오/제약/신약개발,75.84,8.49,113,36
필수소비재,75.0,1.32,3,1
음식료,75.0,4.87,39,13
정유/화학/가스,74.14,5.27,43,15
홈리빙/가구,69.23,5.04,9,4
게임,65.0,6.89,13,7
철강/비철금속,63.04,2.24,29,17
의류,62.96,4.21,17,10
IT하드웨어/반도체,62.77,0.76,59,35
자동차 부품,61.67,2.3,37,23
이차전지 배터리,60.0,1.19,3,2
화장품,56.67,8.09,17,13
운송/항공/물류,51.72,2.42,15,14
반도체 소재,50.0,0.75,11,11
디스플레이 장비,44.44,4.43,8,10
반도체 장비,40.0,-3.1,20,30
디스플레이 패널,0.0,-2.3,0,2
자동차,0.0,-5.44,0,3
