Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,1.09,2,0
이차전지 배터리,100.0,2.66,5,0
원자력,100.0,3.08,6,0
반도체 소재,95.45,2.4,21,1
전력기기,93.1,2.51,27,2
보험,92.31,1.93,12,1
은행,90.0,0.3,9,1
반도체 장비,90.0,2.08,45,5
가전제품,90.0,1.67,9,1
신재생에너지,85.0,7.79,17,3
홈리빙/가구,84.62,0.88,11,2
방위산업,83.33,1.39,10,2
지주회사,81.67,2.03,49,11
IT하드웨어/반도체,80.85,1.51,76,18
통신,77.27,1.15,17,5
조선/기계/중공업,76.74,2.09,33,10
유통/소매,73.91,0.63,17,6
기타,73.33,0.97,11,4
창업투자/VC,73.33,0.24,11,4
화장품,73.33,1.57,22,8
건자재,73.33,0.29,22,8
이차전지 소재,72.41,0.61,21,8
운송/항공/물류,72.41,0.94,21,8
유통,70.59,0.07,12,5
이차전지 장비,70.59,1.21,12,5
건설,70.27,-0.13,26,11
헬스케어,68.97,1.35,20,9
정유/화학/가스,67.24,0.6,39,19
디스플레이 소재,66.67,0.49,6,3
유틸리티,66.67,0.47,10,5
엔터테인먼트,66.67,1.78,20,10
디스플레이 장비,66.67,0.37,12,6
바이오/제약/신약개발,66.44,0.9,99,50
IT소프트웨어,65.88,0.84,56,29
음식료,65.38,0.46,34,18
철강/비철금속,65.22,0.74,30,16
진단기기/의료기기,60.71,0.09,17,11
게임,60.0,-0.22,12,8
AI,58.33,1.23,14,10
증권,57.89,0.56,11,8
자동차 부품,56.67,0.1,34,26
기타금융,56.25,0.14,18,14
의류,44.44,0.45,12,15
미디어,43.48,-0.27,10,13
미용기기,40.0,0.19,2,3
자동차,33.33,-1.37,1,2
필수소비재,25.0,0.02,1,3
