Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,0.26,2,0
자동차,100.0,1.76,3,0
홈리빙/가구,100.0,1.77,8,0
유통/소매,88.0,1.14,22,3
건설,87.88,1.58,29,4
가전제품,87.5,1.3,7,1
반도체 장비,87.23,4.41,41,6
이차전지 장비,86.67,3.26,13,2
증권,84.21,0.58,16,3
은행,83.33,1.31,5,1
보험,78.57,0.67,11,3
지주회사,77.14,0.79,54,16
전력기기,75.0,1.64,30,10
음식료,75.0,1.13,36,12
디스플레이 장비,73.33,1.98,11,4
미디어,73.08,1.07,19,7
기타,72.73,1.07,8,3
게임,72.22,1.28,13,5
IT하드웨어/반도체,70.97,1.73,66,27
건자재,70.59,1.4,24,10
철강/비철금속,69.77,0.57,30,13
자동차 부품,69.09,1.02,38,17
이차전지 소재,68.97,3.05,20,9
엔터테인먼트,67.74,0.94,21,10
정유/화학/가스,67.21,1.05,41,20
이차전지 배터리,66.67,3.53,2,1
기타금융,65.52,0.09,19,10
운송/항공/물류,62.96,0.28,17,10
IT소프트웨어,62.64,0.91,57,34
방위산업,61.54,0.2,8,5
로봇,60.0,1.22,12,8
창업투자/VC,60.0,0.96,9,6
AI,59.09,2.46,13,9
반도체 소재,58.33,1.77,14,10
조선/기계/중공업,56.1,0.35,23,18
헬스케어,55.56,0.74,15,12
디스플레이 소재,55.56,1.35,5,4
유틸리티,53.85,0.36,7,6
유통,52.94,0.02,9,8
통신,52.94,-0.52,9,8
진단기기/의료기기,51.61,1.14,16,15
디스플레이 패널,50.0,0.57,1,1
바이오/제약/신약개발,48.97,0.0,71,74
신재생에너지,44.44,1.81,8,10
의류,44.0,-1.63,11,14
화장품,41.38,-0.39,12,17
원자력,40.0,0.94,2,3
미용기기,40.0,-0.66,2,3
