Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,5.47,1,0
자동차,100.0,3.61,3,0
원자력,100.0,6.62,10,0
신재생에너지,100.0,14.74,26,0
유틸리티,95.65,2.68,22,1
반도체 소재,90.91,4.39,30,3
반도체 장비,89.39,6.24,59,7
정유/화학/가스,88.89,3.92,64,8
디스플레이 장비,88.89,3.05,24,3
지주회사,88.57,3.13,62,8
금융,88.57,4.49,93,12
이차전지 장비,88.0,2.73,22,3
건설/건자재,85.71,3.73,90,15
이차전지 소재,85.71,5.08,30,5
디스플레이 소재,85.71,3.87,12,2
IT하드웨어/반도체,85.35,3.64,134,23
자동차 부품,85.0,2.96,102,18
미디어,84.62,4.46,33,6
엔터테인먼트,83.33,3.06,30,6
방위산업,82.35,1.79,14,3
조선/기계/중공업,82.28,3.52,65,14
바이오/신약개발,81.91,5.05,154,34
철강/비철금속,80.95,2.22,51,12
헬스케어/진단,80.46,2.98,70,17
통신,80.0,3.61,28,7
기타,78.95,3.52,75,20
유통/소매,76.6,1.55,36,11
IT소프트웨어,74.47,3.01,105,36
운송/항공/물류,74.29,3.0,26,9
의류,72.09,1.14,31,12
게임,70.83,3.3,17,7
이차전지 배터리,66.67,1.61,4,2
화장품,63.16,0.97,24,14
미용기기,60.0,1.98,9,6
AI,55.56,0.73,20,16
필수소비재,53.73,0.03,36,31
