Sector,Ratio,MeanChange,NumPos,NumNeg
자동차,66.67,-0.47,2,1
미용기기,60.0,3.92,3,2
게임,55.56,2.86,10,8
화장품,55.17,3.36,16,13
디스플레이 패널,50.0,-0.94,1,1
엔터테인먼트,48.39,2.94,15,16
진단기기/의료기기,41.94,-1.8,13,18
로봇,40.0,1.64,8,12
이차전지 소재,37.93,-1.56,11,18
운송/항공/물류,37.04,-0.74,10,17
반도체 소재,33.33,-1.62,8,16
기타금융,31.03,-4.28,9,20
방위산업,30.77,-1.17,4,9
보험,28.57,-4.93,4,10
의류,28.0,-2.82,7,18
AI,27.27,0.03,6,16
창업투자/VC,26.67,-4.79,4,11
디스플레이 장비,26.67,-2.66,4,11
헬스케어,25.93,-2.27,7,20
바이오/제약/신약개발,25.52,-2.44,37,108
유통/소매,24.0,-3.73,6,19
유통,23.53,-3.9,4,13
IT소프트웨어,23.08,-3.03,21,70
디스플레이 소재,22.22,-3.51,2,7
원자력,20.0,-4.72,1,4
IT하드웨어/반도체,19.35,-2.76,18,75
통신,17.65,-4.24,3,14
반도체 장비,17.02,-3.79,8,39
은행,16.67,-2.47,1,5
조선/기계/중공업,14.63,-2.85,6,35
지주회사,14.29,-5.28,10,60
철강/비철금속,13.95,-4.23,6,37
이차전지 장비,13.33,-2.84,2,13
자동차 부품,12.73,-4.05,7,48
가전제품,12.5,-3.66,1,7
홈리빙/가구,12.5,-3.41,1,7
미디어,11.54,-3.59,3,23
전력기기,10.0,-5.17,4,36
기타,9.09,-3.52,1,10
정유/화학/가스,8.2,-5.18,5,56
유틸리티,7.69,-6.84,1,12
건설,6.06,-5.63,2,31
건자재,5.88,-5.39,2,32
신재생에너지,5.56,-4.12,1,17
음식료,4.17,-4.32,2,46
이차전지 배터리,0.0,-4.01,0,3
필수소비재,0.0,-5.8,0,2
증권,0.0,-9.31,0,19
