Sector,Ratio,MeanChange,NumPos,NumNeg
원자력,100.0,5.65,5,0
자동차,100.0,5.79,3,0
디스플레이 패널,100.0,3.56,2,0
은행,100.0,5.14,6,0
이차전지 배터리,100.0,7.15,3,0
보험,100.0,9.8,14,0
지주회사,98.57,10.01,69,1
증권,94.74,9.77,18,1
유통,94.12,5.88,16,1
정유/화학/가스,88.52,4.29,54,7
건자재,88.24,3.37,30,4
반도체 장비,87.23,4.7,41,6
엔터테인먼트,87.1,3.53,27,4
디스플레이 장비,86.67,3.37,13,2
철강/비철금속,86.05,4.48,37,6
자동차 부품,85.45,4.04,47,8
게임,83.33,3.07,15,3
이차전지 소재,82.76,4.78,24,5
건설,81.82,7.0,27,6
이차전지 장비,80.0,5.12,12,3
의류,80.0,5.73,20,5
운송/항공/물류,77.78,2.04,21,6
IT하드웨어/반도체,77.42,2.57,72,21
음식료,77.08,3.06,37,11
유틸리티,76.92,3.51,10,3
IT소프트웨어,76.92,3.45,70,21
통신,76.47,1.7,13,4
홈리빙/가구,75.0,0.23,6,2
창업투자/VC,73.33,1.12,11,4
미디어,73.08,1.72,19,7
화장품,72.41,1.67,21,8
조선/기계/중공업,70.73,4.13,29,12
디스플레이 소재,66.67,1.19,6,3
기타금융,65.52,1.72,19,10
로봇,65.0,1.54,13,7
유통/소매,64.0,0.57,16,9
기타,63.64,2.09,7,4
전력기기,62.5,1.49,25,15
반도체 소재,62.5,1.67,15,9
가전제품,62.5,1.26,5,3
바이오/제약/신약개발,60.69,2.1,88,57
미용기기,60.0,1.21,3,2
헬스케어,59.26,0.74,16,11
AI,54.55,1.75,12,10
방위산업,53.85,0.56,7,6
필수소비재,50.0,-0.54,1,1
신재생에너지,38.89,-2.74,7,11
진단기기/의료기기,35.48,-2.72,11,20
