Sector,Ratio,MeanChange,NumPos,NumNeg
은행,100.0,8.15,6,0
미용기기,100.0,55.94,4,0
증권,100.0,35.31,20,0
원자력,100.0,32.03,5,0
조선/기계/중공업,90.7,47.25,39,4
건설,88.57,23.41,31,4
가전제품,87.5,20.22,7,1
의류,87.5,23.94,21,3
지주회사,85.33,29.94,64,11
방위산업,84.62,51.43,11,2
신재생에너지,84.21,53.8,16,3
홈리빙/가구,80.0,14.33,8,2
기타금융,79.31,6.92,23,6
헬스케어,79.31,22.74,23,6
화장품,78.57,28.22,22,6
통신,77.78,29.08,14,4
음식료,77.08,19.29,37,11
전력기기,75.0,24.73,30,10
유틸리티,75.0,12.64,9,3
정유/화학/가스,75.0,15.04,45,15
IT소프트웨어,74.47,36.57,70,24
철강/비철금속,74.42,12.42,32,11
로봇,73.68,66.11,14,5
보험,71.43,14.17,10,4
자동차 부품,69.09,16.92,38,17
디스플레이 장비,68.75,19.61,11,5
IT하드웨어/반도체,67.37,21.05,64,31
디스플레이 패널,66.67,4.4,2,1
엔터테인먼트,65.62,29.06,21,11
건자재,64.71,8.77,22,12
AI,61.9,39.12,13,8
기타,60.0,10.35,6,4
창업투자/VC,60.0,24.28,9,6
미디어,56.0,4.74,14,11
디스플레이 소재,55.56,9.09,5,4
바이오/제약/신약개발,54.0,13.54,81,69
이차전지 장비,53.33,7.11,8,7
진단기기/의료기기,53.12,6.87,17,15
유통,52.94,16.01,9,8
필수소비재,50.0,0.34,1,1
운송/항공/물류,37.04,-1.42,10,17
게임,33.33,-4.83,6,12
이차전지 소재,11.54,-25.92,3,23
이차전지 배터리,0.0,-21.55,0,3
자동차,0.0,-13.16,0,3
