Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,0.97,2,0
은행,100.0,7.31,6,0
자동차,100.0,2.82,3,0
유틸리티,100.0,2.48,12,0
증권,95.0,4.46,19,1
창업투자/VC,93.33,5.43,14,1
운송/항공/물류,92.59,1.97,25,2
지주회사,92.0,2.72,69,6
의류,91.67,3.14,22,2
홈리빙/가구,90.0,2.26,9,1
기타,90.0,0.93,9,1
화장품,89.29,1.5,25,3
철강/비철금속,88.37,1.66,38,5
미디어,88.0,1.17,22,3
가전제품,87.5,1.23,7,1
IT소프트웨어,86.17,4.54,81,13
AI,85.71,4.7,18,3
음식료,85.42,1.83,41,7
건자재,85.29,1.84,29,5
엔터테인먼트,84.38,1.74,27,5
게임,83.33,3.0,15,3
전력기기,80.0,2.15,32,8
통신,77.78,0.36,14,4
정유/화학/가스,76.67,0.7,46,14
유통,76.47,1.06,13,4
IT하드웨어/반도체,71.58,0.75,68,27
건설,71.43,0.84,25,10
디스플레이 소재,66.67,-0.32,6,3
자동차 부품,65.45,0.58,36,19
디스플레이 장비,62.5,0.22,10,6
헬스케어,62.07,0.3,18,11
기타금융,62.07,0.56,18,11
바이오/제약/신약개발,60.67,0.38,91,59
원자력,60.0,0.12,3,2
보험,57.14,0.71,8,6
진단기기/의료기기,56.25,0.73,18,14
신재생에너지,52.63,0.33,10,9
조선/기계/중공업,46.51,-0.02,20,23
로봇,42.11,-0.96,8,11
방위산업,38.46,-0.9,5,8
이차전지 배터리,33.33,-0.32,1,2
디스플레이 패널,33.33,0.05,1,2
이차전지 장비,26.67,-1.33,4,11
미용기기,25.0,-0.54,1,3
이차전지 소재,23.08,-2.05,6,20
