Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,8.38,19,0
이차전지 장비,100.0,10.87,15,0
자동차,100.0,3.95,3,0
은행,100.0,4.07,6,0
이차전지 배터리,100.0,5.72,3,0
지주회사,97.14,9.01,68,2
게임,94.44,3.7,17,1
통신,94.12,9.97,16,1
유통,94.12,5.57,16,1
이차전지 소재,93.1,7.21,27,2
유틸리티,92.31,2.83,12,1
정유/화학/가스,88.52,5.04,54,7
보험,85.71,6.53,12,2
철강/비철금속,83.72,4.14,36,7
반도체 장비,82.98,3.01,39,8
건설,81.82,2.94,27,6
의류,80.0,5.46,20,5
건자재,79.41,3.17,27,7
음식료,79.17,2.77,38,10
미디어,76.92,1.67,20,6
바이오/제약/신약개발,75.17,4.0,109,36
가전제품,75.0,0.56,6,2
자동차 부품,72.73,2.37,40,15
유통/소매,72.0,0.8,18,7
IT하드웨어/반도체,69.89,1.61,65,28
IT소프트웨어,69.23,2.27,63,28
조선/기계/중공업,68.29,2.93,28,13
엔터테인먼트,67.74,1.72,21,10
신재생에너지,66.67,0.61,12,6
운송/항공/물류,66.67,1.23,18,9
창업투자/VC,66.67,1.11,10,5
디스플레이 장비,66.67,1.91,10,5
진단기기/의료기기,64.52,0.23,20,11
기타,63.64,2.3,7,4
헬스케어,62.96,1.0,17,10
홈리빙/가구,62.5,-1.88,5,3
반도체 소재,62.5,1.37,15,9
기타금융,62.07,1.64,18,11
로봇,60.0,1.14,12,8
미용기기,60.0,-0.33,3,2
디스플레이 소재,55.56,2.01,5,4
AI,54.55,-0.16,12,10
화장품,51.72,1.26,15,14
필수소비재,50.0,0.25,1,1
디스플레이 패널,50.0,3.04,1,1
방위산업,46.15,-0.81,6,7
전력기기,32.5,-1.16,13,27
원자력,0.0,-3.6,0,5
