Sector,Ratio,MeanChange,NumPos,NumNeg
증권,100.0,5.57,19,0
가전제품,100.0,2.84,8,0
유틸리티,100.0,4.93,13,0
원자력,100.0,13.81,5,0
필수소비재,100.0,3.5,2,0
은행,100.0,4.29,6,0
보험,92.86,4.4,13,1
화장품,86.21,5.72,25,4
지주회사,82.86,3.55,58,12
유통,82.35,5.31,14,3
의류,80.0,4.31,20,5
건설,78.79,4.1,26,7
전력기기,77.5,4.72,31,9
엔터테인먼트,77.42,3.45,24,7
방위산업,76.92,4.55,10,3
철강/비철금속,76.74,2.04,33,10
바이오/제약/신약개발,71.72,3.51,104,41
진단기기/의료기기,67.74,3.14,21,10
운송/항공/물류,66.67,1.03,18,9
게임,66.67,0.99,12,6
기타금융,65.52,0.65,19,10
유통/소매,64.0,0.91,16,9
조선/기계/중공업,63.41,4.61,26,15
헬스케어,62.96,3.79,17,10
미용기기,60.0,-0.1,3,2
IT소프트웨어,59.34,1.87,54,37
건자재,58.82,1.75,20,14
미디어,57.69,0.25,15,11
정유/화학/가스,57.38,-0.15,35,26
홈리빙/가구,50.0,-0.33,4,4
통신,47.06,1.38,8,9
디스플레이 장비,46.67,1.46,7,8
창업투자/VC,46.67,-0.5,7,8
기타,45.45,0.69,5,6
반도체 장비,44.68,1.26,21,26
음식료,43.75,0.19,21,27
IT하드웨어/반도체,37.63,-0.52,35,58
자동차 부품,36.36,-0.55,20,35
AI,36.36,-4.5,8,14
이차전지 배터리,33.33,-1.43,1,2
디스플레이 소재,33.33,-1.62,3,6
반도체 소재,25.0,-1.62,6,18
신재생에너지,22.22,-5.58,4,14
이차전지 장비,20.0,-4.28,3,12
로봇,15.0,-2.9,3,17
이차전지 소재,10.34,-5.66,3,26
자동차,0.0,-4.04,0,3
디스플레이 패널,0.0,-1.08,0,2
