Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,2.03,5,0
반도체 장비,78.0,1.04,39,11
기타금융,75.0,0.45,24,8
화장품,73.33,1.17,22,8
헬스케어,72.41,2.19,21,8
의류,70.37,0.6,19,8
통신,68.18,0.81,15,7
조선/기계/중공업,67.44,0.61,29,14
방위산업,66.67,1.94,8,4
진단기기/의료기기,60.71,0.31,17,11
음식료,59.62,0.3,31,21
반도체 소재,59.09,0.25,13,9
IT하드웨어/반도체,58.51,0.11,55,39
증권,57.89,0.11,11,8
유통/소매,56.52,-0.39,13,10
전력기기,55.17,0.29,16,13
바이오/제약/신약개발,53.69,0.44,80,69
유틸리티,53.33,-0.26,8,7
운송/항공/물류,51.72,-0.24,15,14
가전제품,50.0,0.05,5,5
필수소비재,50.0,-0.28,2,2
디스플레이 장비,50.0,-0.42,9,9
게임,50.0,-1.44,10,10
은행,50.0,-0.03,5,5
철강/비철금속,47.83,-0.25,22,24
이차전지 장비,47.06,2.08,8,9
엔터테인먼트,46.67,-0.09,14,16
자동차 부품,46.67,-0.75,28,32
보험,46.15,-0.4,6,7
홈리빙/가구,46.15,0.27,6,7
미디어,43.48,-0.2,10,13
지주회사,43.33,-0.01,26,34
정유/화학/가스,43.1,-0.35,25,33
이차전지 소재,41.38,-0.05,12,17
유통,41.18,-1.19,7,10
이차전지 배터리,40.0,-0.25,2,3
기타,40.0,-0.29,6,9
건설,37.84,-0.87,14,23
건자재,36.67,-1.31,11,19
자동차,33.33,-0.58,1,2
IT소프트웨어,31.76,-0.8,27,58
신재생에너지,30.0,-1.1,6,14
창업투자/VC,26.67,-0.32,4,11
AI,25.0,-1.28,6,18
디스플레이 소재,22.22,-0.6,2,7
원자력,16.67,-3.57,1,5
디스플레이 패널,0.0,-0.82,0,2
