Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,14.24,2,0
자동차,100.0,20.56,3,0
디스플레이 장비,93.33,16.09,14,1
건자재,88.24,8.48,30,4
보험,85.71,19.28,12,2
유틸리티,84.62,8.85,11,2
기타,81.82,13.26,9,2
정유/화학/가스,80.33,10.2,49,12
조선/기계/중공업,78.05,23.97,32,9
운송/항공/물류,77.78,10.42,21,6
전력기기,77.5,20.17,31,9
방위산업,76.92,5.86,10,3
통신,76.47,13.47,13,4
자동차 부품,76.36,16.3,42,13
의류,76.0,6.53,19,6
홈리빙/가구,75.0,1.88,6,2
가전제품,75.0,7.01,6,2
철강/비철금속,74.42,9.28,32,11
증권,73.68,5.1,14,5
건설,72.73,8.23,24,9
반도체 장비,72.34,14.57,34,13
IT하드웨어/반도체,72.04,13.87,67,26
헬스케어,70.37,12.63,19,8
IT소프트웨어,69.23,12.82,63,28
유통/소매,68.0,12.94,17,8
게임,66.67,11.08,12,6
이차전지 배터리,66.67,4.11,2,1
디스플레이 소재,66.67,2.48,6,3
지주회사,65.71,5.55,46,24
미디어,65.38,6.98,17,9
엔터테인먼트,64.52,15.11,20,11
바이오/제약/신약개발,61.38,17.6,89,56
미용기기,60.0,-1.89,3,2
이차전지 장비,60.0,13.87,9,6
창업투자/VC,60.0,4.87,9,6
원자력,60.0,20.69,3,2
신재생에너지,55.56,44.83,10,8
음식료,54.17,4.79,26,22
반도체 소재,54.17,10.28,13,11
유통,52.94,5.47,9,8
진단기기/의료기기,51.61,11.92,16,15
로봇,50.0,12.27,10,10
이차전지 소재,44.83,14.2,13,16
기타금융,44.83,2.86,13,16
은행,33.33,-1.39,2,4
AI,31.82,27.48,7,15
화장품,13.79,-3.13,4,25
필수소비재,0.0,-7.82,0,2
