Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,100.0,51.35,5,0
필수소비재,100.0,2.94,2,0
증권,89.47,20.19,17,2
신재생에너지,88.89,58.65,16,2
가전제품,87.5,14.19,7,1
조선/기계/중공업,85.37,37.45,35,6
은행,83.33,6.62,5,1
로봇,80.0,52.42,16,4
반도체 소재,75.0,13.98,18,6
홈리빙/가구,75.0,11.07,6,2
헬스케어,74.07,22.88,20,7
건설,72.73,31.5,24,9
화장품,72.41,26.53,21,8
방위산업,69.23,30.6,9,4
AI,68.18,46.78,15,7
유통/소매,68.0,11.76,17,8
전력기기,67.5,21.12,27,13
지주회사,67.14,11.87,47,23
IT소프트웨어,67.03,23.87,61,30
음식료,66.67,13.95,32,16
반도체 장비,65.96,10.85,31,16
통신,64.71,12.18,11,6
의류,64.0,12.01,16,9
IT하드웨어/반도체,62.37,11.69,58,35
기타금융,62.07,2.85,18,11
정유/화학/가스,60.66,6.57,37,24
철강/비철금속,58.14,5.34,25,18
엔터테인먼트,58.06,21.04,18,13
진단기기/의료기기,58.06,11.8,18,13
디스플레이 소재,55.56,7.74,5,4
기타,54.55,4.78,6,5
창업투자/VC,53.33,17.38,8,7
건자재,52.94,3.89,18,16
유통,52.94,15.17,9,8
자동차 부품,50.91,22.61,28,27
바이오/제약/신약개발,48.97,15.22,71,74
디스플레이 장비,46.67,9.1,7,8
유틸리티,46.15,4.79,6,7
게임,44.44,-2.53,8,10
보험,42.86,1.11,6,8
미디어,42.31,4.29,11,15
원자력,40.0,8.04,2,3
운송/항공/물류,33.33,-2.53,9,18
이차전지 장비,26.67,-8.07,4,11
이차전지 소재,6.9,-30.51,2,27
자동차,0.0,-16.55,0,3
디스플레이 패널,0.0,-11.05,0,2
이차전지 배터리,0.0,-23.9,0,3
