Sector,Ratio,MeanChange,NumPos,NumNeg
필수소비재,100.0,3.38,2,0
은행,100.0,7.14,6,0
미용기기,100.0,53.87,5,0
가전제품,87.5,13.25,7,1
조선/기계/중공업,85.37,36.25,35,6
방위산업,84.62,40.97,11,2
증권,84.21,18.46,16,3
신재생에너지,83.33,43.0,15,3
원자력,80.0,20.28,4,1
건설,75.76,22.87,25,8
로봇,75.0,52.66,15,5
헬스케어,74.07,21.53,20,7
전력기기,72.5,20.9,29,11
화장품,72.41,24.77,21,8
의류,72.0,15.47,18,7
반도체 소재,70.83,10.71,17,7
지주회사,67.14,13.93,47,23
IT소프트웨어,65.93,22.25,60,31
정유/화학/가스,65.57,5.38,40,21
기타금융,65.52,2.93,19,10
유통/소매,64.0,7.85,16,9
기타,63.64,4.36,7,4
AI,63.64,36.71,14,8
음식료,62.5,15.19,30,18
홈리빙/가구,62.5,8.42,5,3
유틸리티,61.54,6.15,8,5
엔터테인먼트,61.29,20.89,19,12
철강/비철금속,58.14,4.47,25,18
진단기기/의료기기,58.06,8.57,18,13
디스플레이 소재,55.56,0.98,5,4
IT하드웨어/반도체,54.84,9.61,51,42
창업투자/VC,53.33,12.95,8,7
통신,52.94,11.05,9,8
보험,50.0,4.11,7,7
바이오/제약/신약개발,49.66,18.33,72,73
자동차 부품,49.09,15.92,27,28
반도체 장비,48.94,7.35,23,24
건자재,47.06,3.09,16,18
유통,47.06,15.18,8,9
미디어,42.31,3.02,11,15
디스플레이 장비,33.33,9.27,5,10
게임,33.33,-4.69,6,12
운송/항공/물류,29.63,-3.86,8,19
이차전지 장비,26.67,-12.6,4,11
이차전지 소재,6.9,-34.07,2,27
디스플레이 패널,0.0,-10.22,0,2
이차전지 배터리,0.0,-25.86,0,3
자동차,0.0,-16.72,0,3
