Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,100.0,12.42,12,0
증권,95.0,16.74,19,1
방위산업,92.31,8.35,12,1
지주회사,91.67,14.74,66,6
은행,83.33,3.19,5,1
의류,83.33,13.44,20,4
유통,82.35,11.05,14,3
조선/기계/중공업,79.07,10.96,34,9
신재생에너지,77.78,16.05,14,4
전력기기,75.0,9.46,30,10
가전제품,75.0,7.41,6,2
미용기기,75.0,11.46,3,1
통신,72.22,10.3,13,5
보험,71.43,9.8,10,4
건설,71.43,4.89,25,10
IT소프트웨어,69.15,7.5,65,29
기타금융,68.97,3.74,20,9
헬스케어,68.97,10.74,20,9
화장품,67.86,11.6,19,9
운송/항공/물류,66.67,4.64,18,9
디스플레이 패널,66.67,11.75,2,1
정유/화학/가스,65.0,2.83,39,21
바이오/제약/신약개발,64.67,7.37,97,53
게임,61.11,2.91,11,7
로봇,61.11,9.07,11,7
음식료,60.42,3.1,29,19
원자력,60.0,10.24,3,2
홈리빙/가구,60.0,-0.68,6,4
진단기기/의료기기,56.25,7.45,18,14
철강/비철금속,55.81,2.19,24,19
미디어,54.17,4.38,13,11
엔터테인먼트,53.12,7.52,17,15
건자재,52.94,3.34,18,16
IT하드웨어/반도체,51.06,2.52,48,46
반도체 장비,51.06,3.28,24,23
필수소비재,50.0,0.93,1,1
기타,50.0,4.98,5,5
자동차 부품,48.15,1.03,26,28
AI,47.62,0.33,10,11
창업투자/VC,46.67,-2.31,7,8
이차전지 장비,40.0,4.34,6,9
반도체 소재,39.13,1.05,9,14
디스플레이 소재,33.33,-1.14,3,6
디스플레이 장비,31.25,-2.01,5,11
이차전지 소재,19.23,-8.05,5,21
자동차,0.0,-2.94,0,3
이차전지 배터리,0.0,-6.36,0,3
