Sector,Ratio,MeanChange,NumPos,NumNeg
디스플레이 패널,100.0,0.88,2,0
기타,81.82,1.7,9,2
디스플레이 소재,77.78,1.0,7,2
통신,64.71,0.59,11,6
가전제품,62.5,0.36,5,3
홈리빙/가구,62.5,-0.24,5,3
유틸리티,61.54,0.33,8,5
건설,60.61,0.09,20,13
정유/화학/가스,59.02,0.35,36,25
게임,55.56,0.62,10,8
창업투자/VC,53.33,0.73,8,7
음식료,52.08,0.34,25,23
조선/기계/중공업,51.22,0.4,21,20
바이오/제약/신약개발,51.03,0.86,74,71
보험,50.0,1.59,7,7
지주회사,48.57,-0.16,34,36
의류,48.0,-0.2,12,13
건자재,47.06,0.3,16,18
반도체 장비,46.81,0.18,22,25
디스플레이 장비,46.67,1.03,7,8
이차전지 소재,44.83,1.89,13,16
증권,42.11,-0.27,8,11
반도체 소재,41.67,1.29,10,14
화장품,41.38,-0.03,12,17
유통,41.18,-0.05,7,10
IT하드웨어/반도체,40.86,0.35,38,55
자동차 부품,40.0,-0.21,22,33
이차전지 장비,40.0,0.82,6,9
미용기기,40.0,-0.5,2,3
철강/비철금속,39.53,-0.18,17,26
엔터테인먼트,38.71,0.11,12,19
방위산업,38.46,-0.26,5,8
전력기기,37.5,0.91,15,25
운송/항공/물류,37.04,0.54,10,17
헬스케어,37.04,-0.23,10,17
로봇,35.0,-0.47,7,13
미디어,34.62,0.12,9,17
기타금융,34.48,0.4,10,19
IT소프트웨어,34.07,-0.15,31,60
이차전지 배터리,33.33,0.15,1,2
신재생에너지,33.33,-0.34,6,12
진단기기/의료기기,32.26,-0.12,10,21
유통/소매,32.0,0.09,8,17
AI,27.27,1.47,6,16
원자력,20.0,-0.9,1,4
은행,16.67,-0.75,1,5
필수소비재,0.0,-1.0,0,2
자동차,0.0,-1.77,0,3
