Sector,Ratio,MeanChange,NumPos,NumNeg
미용기기,80.0,31.14,4,1
보험,64.29,13.26,9,5
반도체 장비,59.57,33.57,28,19
홈리빙/가구,50.0,-9.32,4,4
필수소비재,50.0,-4.64,1,1
화장품,48.28,28.19,14,15
디스플레이 장비,46.67,-4.37,7,8
증권,42.11,-0.11,8,11
의류,36.0,-6.59,9,16
건자재,35.29,-1.4,12,22
통신,35.29,-12.2,6,11
전력기기,35.0,11.2,14,26
IT하드웨어/반도체,34.41,-1.16,32,61
헬스케어,33.33,0.39,9,18
은행,33.33,-10.39,2,4
반도체 소재,33.33,-6.51,8,16
조선/기계/중공업,31.71,-6.62,13,28
자동차 부품,29.09,2.34,16,39
진단기기/의료기기,25.81,-6.71,8,23
지주회사,25.71,-7.92,18,52
가전제품,25.0,1.75,2,6
정유/화학/가스,24.59,-12.34,15,46
바이오/제약/신약개발,24.14,-10.2,35,110
기타금융,24.14,-10.2,7,22
유틸리티,23.08,-6.52,3,10
방위산업,23.08,-10.07,3,10
IT소프트웨어,23.08,-7.0,21,70
AI,22.73,23.57,5,17
유통/소매,20.0,-6.92,5,20
미디어,19.23,-10.19,5,21
신재생에너지,16.67,-18.69,3,15
건설,15.15,-10.89,5,28
로봇,15.0,-9.49,3,17
음식료,14.58,-11.01,7,41
철강/비철금속,13.95,-12.77,6,37
이차전지 장비,13.33,-13.09,2,13
창업투자/VC,13.33,-11.04,2,13
유통,11.76,-11.71,2,15
디스플레이 소재,11.11,-15.14,1,8
운송/항공/물류,7.41,-17.8,2,25
게임,5.56,-28.06,1,17
이차전지 소재,3.45,-27.06,1,28
엔터테인먼트,3.23,-30.81,1,30
이차전지 배터리,0.0,-24.81,0,3
원자력,0.0,-17.6,0,5
자동차,0.0,-23.3,0,3
디스플레이 패널,0.0,-16.3,0,2
기타,0.0,-13.22,0,11
