Sector,Ratio,MeanChange,NumPos,NumNeg
방위산업,100.0,11.05,13,0
신재생에너지,100.0,28.37,18,0
디스플레이 패널,100.0,8.03,2,0
유틸리티,100.0,8.29,13,0
증권,100.0,21.45,19,0
은행,100.0,17.49,6,0
의류,100.0,10.07,25,0
원자력,100.0,17.15,5,0
전력기기,97.5,13.36,39,1
로봇,95.0,14.38,19,1
기타금융,93.1,6.91,27,2
지주회사,92.86,10.84,65,5
보험,92.86,10.14,13,1
자동차 부품,89.09,5.51,49,6
가전제품,87.5,10.09,7,1
반도체 소재,87.5,8.3,21,3
엔터테인먼트,87.1,13.23,27,4
건설,84.85,5.92,28,5
미디어,84.62,5.42,22,4
조선/기계/중공업,82.93,12.43,34,7
화장품,82.76,10.31,24,5
기타,81.82,6.77,9,2
운송/항공/물류,81.48,7.09,22,5
미용기기,80.0,10.22,4,1
IT하드웨어/반도체,79.57,6.72,74,19
건자재,79.41,4.96,27,7
반도체 장비,78.72,7.24,37,10
헬스케어,77.78,9.6,21,6
음식료,77.08,5.18,37,11
유통/소매,76.0,5.59,19,6
홈리빙/가구,75.0,6.46,6,2
창업투자/VC,73.33,3.59,11,4
IT소프트웨어,72.53,5.65,66,25
유통,70.59,6.75,12,5
통신,70.59,5.82,12,5
정유/화학/가스,70.49,5.16,43,18
진단기기/의료기기,67.74,7.3,21,10
자동차,66.67,5.11,2,1
게임,61.11,3.03,11,7
바이오/제약/신약개발,60.69,7.51,88,57
디스플레이 장비,60.0,3.49,9,6
AI,59.09,17.73,13,9
철강/비철금속,55.81,1.62,24,19
이차전지 장비,53.33,4.17,8,7
필수소비재,50.0,1.75,1,1
이차전지 소재,48.28,0.59,14,15
디스플레이 소재,44.44,1.07,4,5
이차전지 배터리,33.33,-0.79,1,2
