Sector,Ratio,MeanChange,NumPos,NumNeg
은행,66.67,-4.51,4,2
증권,63.16,-1.61,12,7
필수소비재,50.0,8.36,1,1
보험,50.0,-2.63,7,7
조선/기계/중공업,36.59,-8.08,15,26
이차전지 배터리,33.33,-25.2,1,2
의류,32.0,-13.58,8,17
바이오/제약/신약개발,28.97,-8.27,42,103
게임,27.78,-6.14,5,13
미디어,26.92,-10.18,7,19
홈리빙/가구,25.0,0.53,2,6
건설,24.24,-2.18,8,25
통신,23.53,-18.33,4,13
방위산업,23.08,-11.38,3,10
유틸리티,23.08,-12.29,3,10
엔터테인먼트,22.58,-16.26,7,24
지주회사,21.43,-10.88,15,55
IT소프트웨어,20.88,-14.86,19,72
건자재,20.59,-9.07,7,27
운송/항공/물류,18.52,-14.99,5,22
자동차 부품,18.18,-16.74,10,45
유통/소매,16.0,-17.19,4,21
전력기기,15.0,-23.49,6,34
음식료,14.58,-18.86,7,41
철강/비철금속,13.95,-18.2,6,37
AI,13.64,-23.8,3,19
진단기기/의료기기,12.9,-18.96,4,27
가전제품,12.5,-29.37,1,7
유통,11.76,-12.67,2,15
정유/화학/가스,11.48,-25.36,7,54
신재생에너지,11.11,-29.07,2,16
헬스케어,11.11,-19.74,3,24
기타금융,10.34,-11.49,3,26
IT하드웨어/반도체,9.68,-32.38,9,84
기타,9.09,-22.01,1,10
화장품,6.9,-21.64,2,27
반도체 장비,6.38,-39.22,3,44
원자력,0.0,-33.43,0,5
로봇,0.0,-34.34,0,20
반도체 소재,0.0,-48.25,0,24
자동차,0.0,-27.82,0,3
창업투자/VC,0.0,-26.44,0,15
이차전지 장비,0.0,-53.96,0,15
이차전지 소재,0.0,-49.64,0,29
미용기기,0.0,-36.57,0,5
디스플레이 장비,0.0,-50.41,0,15
디스플레이 소재,0.0,-47.92,0,9
디스플레이 패널,0.0,-30.33,0,2
