Sector,Ratio,MeanChange,NumPos,NumNeg
유틸리티,100.0,3.63,13,0
증권,84.21,3.49,16,3
의류,80.0,3.31,20,5
원자력,80.0,12.04,4,1
방위산업,76.92,2.64,10,3
전력기기,72.5,3.52,29,11
지주회사,71.43,1.79,50,20
헬스케어,70.37,3.27,19,8
건설,66.67,1.97,22,11
엔터테인먼트,64.52,1.37,20,11
화장품,62.07,3.57,18,11
유통/소매,60.0,0.0,15,10
보험,57.14,2.58,8,6
진단기기/의료기기,54.84,3.12,17,14
조선/기계/중공업,53.66,2.14,22,19
건자재,52.94,0.32,18,16
미디어,50.0,0.06,13,13
은행,50.0,1.75,3,3
가전제품,50.0,0.77,4,4
필수소비재,50.0,0.42,1,1
바이오/제약/신약개발,48.97,1.31,71,74
유통,47.06,2.38,8,9
음식료,43.75,-0.09,21,27
IT소프트웨어,42.86,-0.88,39,52
운송/항공/물류,40.74,-1.08,11,16
미용기기,40.0,-0.92,2,3
창업투자/VC,40.0,-1.99,6,9
신재생에너지,38.89,-1.74,7,11
철강/비철금속,37.21,-0.44,16,27
기타,36.36,-1.3,4,7
정유/화학/가스,31.15,-1.9,19,42
기타금융,31.03,-0.6,9,20
통신,29.41,-1.78,5,12
자동차 부품,29.09,-3.01,16,39
게임,27.78,-2.09,5,13
IT하드웨어/반도체,25.81,-3.02,24,69
홈리빙/가구,25.0,-2.42,2,6
디스플레이 소재,22.22,-3.17,2,7
디스플레이 장비,20.0,-3.07,3,12
AI,18.18,-8.08,4,18
반도체 장비,17.02,-5.0,8,39
반도체 소재,12.5,-4.61,3,21
이차전지 장비,6.67,-6.71,1,14
이차전지 소재,3.45,-9.03,1,28
이차전지 배터리,0.0,-6.28,0,3
자동차,0.0,-5.7,0,3
디스플레이 패널,0.0,-3.27,0,2
로봇,0.0,-8.32,0,20
